type,value,start_node,end_node
C,8,0,1
R,92,2,3
I,23,3,4
V,82,4,5
V,15,5,6
V,45,6,7
C,20,7,8
V,94,8,9
V,94,9,10
I,30,10,11
R,100,11,12
I,44,12,13
C,82,13,14
C,35,14,15
R,59,15,16
I,79,16,17
V,72,17,18
V,9,18,19
V,24,19,20
I,83,20,21
I,37,21,22
I,77,22,23
V,78,23,24
I,84,24,25
C,56,25,26
V,52,26,27
C,40,27,28
C,77,28,29
V,27,29,30
V,48,30,31
C,11,31,32
R,71,32,33
R,39,33,34
V,17,34,35
C,73,35,36
V,36,36,37
V,43,37,38
R,86,38,39
C,48,39,40
C,72,40,41
I,78,41,42
C,8,42,43
V,66,43,44
C,86,44,45
V,71,45,46
R,29,46,47
C,32,47,48
I,28,48,49
I,30,49,50
R,80,50,51
V,58,51,52
V,36,52,53
I,71,53,54
R,98,54,55
I,85,55,56
C,79,56,57
V,22,57,58
C,69,58,59
V,71,59,60
I,37,60,61
V,44,61,62
V,5,62,63
C,26,63,64
C,19,64,65
V,3,65,66
C,39,66,67
R,80,67,68
I,14,68,69
R,96,69,70
I,2,70,71
I,83,71,72
V,1,72,73
I,7,73,74
R,13,74,75
V,13,75,76
I,89,76,77
C,47,77,78
R,14,78,79
V,62,79,80
V,47,80,81
C,77,81,82
C,87,82,83
I,99,83,84
I,16,84,85
V,12,85,86
C,51,86,87
C,90,87,88
I,50,88,89
C,26,89,90
V,20,90,91
I,15,91,92
I,7,92,93
R,79,93,94
C,69,94,95
V,8,95,96
I,92,96,97
C,68,97,98
V,78,98,99
I,18,99,100
C,2,100,101
C,42,101,102
V,2,102,103
C,98,103,104
I,59,104,105
C,65,105,106
C,60,106,107
C,82,107,108
V,15,108,109
C,73,109,110
C,81,110,111
V,44,111,112
I,1,112,113
C,67,113,114
V,99,114,115
C,27,115,116
V,2,116,117
C,55,117,118
V,93,118,119
I,21,119,120
R,85,120,121
I,78,121,122
V,44,122,123
V,58,123,124
I,12,124,125
V,34,125,126
I,17,126,127
V,22,127,128
I,72,128,129
I,87,129,130
I,45,130,131
V,95,131,132
R,97,132,133
V,88,133,134
C,60,134,135
R,11,135,136
V,88,136,137
R,18,137,138
C,92,138,139
I,98,139,140
I,61,140,141
I,13,141,142
R,15,142,143
V,38,143,144
R,56,144,145
I,44,145,146
R,88,146,147
C,72,147,148
V,76,148,149
R,75,149,150
I,19,150,151
R,71,151,152
I,44,152,153
R,55,153,154
R,62,154,155
V,69,155,156
R,57,156,157
V,25,157,158
R,27,158,159
V,70,159,160
R,94,160,161
V,13,161,162
C,37,162,163
V,1,163,164
C,71,164,165
C,98,165,166
R,86,166,167
C,100,167,168
I,72,168,169
R,73,169,170
I,42,170,171
V,31,171,172
R,65,172,173
V,58,173,174
V,75,174,175
R,20,175,176
I,74,176,177
V,79,177,178
V,60,178,179
C,49,179,180
C,40,180,181
R,71,181,182
R,81,182,183
R,65,183,184
V,54,184,185
I,88,185,186
V,20,186,187
I,33,187,188
I,4,188,189
C,45,189,190
R,7,190,191
I,74,191,192
I,34,192,193
C,5,193,0
V,65,166,194
V,10,195,196
I,10,196,197
C,38,197,198
V,85,198,199
R,99,199,200
V,4,200,201
C,11,201,202
C,68,202,203
R,79,203,204
R,90,204,205
I,69,205,206
C,59,206,207
R,71,207,208
I,72,208,209
C,64,209,210
C,92,210,211
R,33,211,212
I,76,212,213
C,86,213,214
C,95,214,215
R,50,215,216
R,84,216,217
R,93,217,218
R,30,218,219
V,29,219,220
I,4,220,221
R,23,221,222
C,28,222,223
V,66,223,224
I,53,224,225
I,91,225,226
C,29,226,227
R,41,227,228
I,76,228,229
I,44,229,230
V,55,230,231
I,90,231,232
R,68,232,233
V,58,233,234
R,30,234,235
R,53,235,236
C,62,236,237
I,32,237,238
V,13,238,239
C,19,239,240
C,92,240,241
R,99,241,242
V,10,242,243
C,100,243,244
I,12,244,245
I,25,245,246
I,66,246,247
I,33,247,248
V,5,248,249
V,72,249,250
R,20,250,251
R,25,251,252
