type,value,start_node,end_node
V,1,0,1
C,83,2,3
C,80,3,4
I,98,4,5
R,32,5,6
R,71,6,7
C,90,7,8
C,48,8,9
R,100,9,10
V,15,10,11
I,71,11,12
R,86,12,13
R,49,13,14
R,1,14,15
I,83,15,16
I,35,16,17
V,11,17,18
I,21,18,19
C,6,19,20
R,38,20,21
R,47,21,22
I,16,22,23
V,30,23,24
I,29,24,25
V,74,25,26
I,91,26,27
I,55,27,28
R,83,28,29
I,54,29,30
R,89,30,31
V,21,31,32
R,88,32,33
C,67,33,34
C,10,34,35
R,70,35,36
C,37,36,0
I,88,30,37
V,86,38,39
R,4,39,40
V,41,40,41
C,69,41,42
C,31,42,43
I,98,43,44
C,3,44,45
V,28,45,46
I,13,46,47
R,58,47,48
V,21,48,49
I,80,49,50
R,91,50,51
V,39,51,52
C,5,52,53
I,43,53,54
I,16,54,25
I,25,42,55
V,42,56,57
C,68,57,58
V,32,58,59
C,59,59,60
R,76,60,61
R,83,61,62
I,54,62,63
I,35,63,64
R,3,64,65
R,66,65,66
C,67,66,67
R,3,67,68
C,43,68,69
I,90,69,70
V,87,70,71
I,65,71,72
C,55,72,73
I,1,73,74
I,68,74,75
R,70,75,76
C,20,76,77
V,82,77,78
R,64,78,79
V,92,79,80
C,28,80,81
V,96,81,82
V,6,82,83
C,32,83,84
I,82,84,85
C,14,85,86
V,68,86,87
R,51,87,88
R,82,88,89
I,3,89,90
I,56,90,91
C,68,91,92
R,53,92,93
C,57,93,94
I,87,94,95
V,87,95,96
I,54,96,97
V,37,97,98
V,43,98,99
I,61,99,100
I,30,100,101
R,5,101,102
R,26,102,103
C,15,103,104
V,25,104,105
R,10,105,106
C,18,106,107
R,25,107,108
V,69,108,109
R,24,109,110
R,27,110,13
R,93,51,111
C,9,112,113
R,18,113,114
C,68,114,115
R,85,115,116
R,6,116,117
C,54,117,118
R,78,118,119
V,35,119,120
C,43,120,121
I,54,121,122
R,33,122,123
C,32,123,124
I,6,124,125
C,6,125,126
I,70,126,127
R,79,127,86
I,49,123,74
I,10,40,123
R,65,72,56
C,45,124,29
R,73,93,29
I,4,98,89
R,83,42,122
R,83,47,117
V,39,16,78
I,99,58,118
I,24,67,120
V,26,44,85
C,17,78,8
V,24,102,10
I,75,52,0
C,50,20,100
C,31,113,40
I,90,94,107
C,40,126,76
C,100,10,15
C,30,96,104
I,67,17,36
V,70,87,2
I,12,75,87
R,4,0,126
C,80,36,34
V,36,1,75
I,25,61,99
R,36,57,9
I,90,51,97
C,80,118,69
V,34,3,45
V,16,94,43
R,76,27,117
I,36,42,9
I,94,84,18
C,41,121,111
I,64,27,37
R,68,43,73
I,79,123,17
V,4,97,5
R,64,95,79
R,75,83,29
I,30,70,48
I,46,12,81
I,71,43,27
C,45,125,42
V,84,46,43
C,62,16,24
I,61,49,119
R,57,24,35
I,50,14,22
V,38,44,17
I,5,111,34
V,70,96,85
C,96,84,107
R,22,78,22
I,60,63,44
V,52,58,37
R,48,33,85
R,66,120,114
R,83,58,31
I,71,65,2
V,15,112,16
I,97,57,101
V,73,17,89
R,24,88,123
C,91,17,5
I,61,48,62
V,17,42,80
V,71,112,66
R,31,35,25
C,5,117,61
R,98,105,42
R,23,78,47
C,36,65,82
R,82,70,100
I,41,112,78
I,1,12,120
I,92,11,96
R,47,76,7
V,75,112,20
R,19,55,119
V,33,59,121
I,27,124,85
C,59,118,26
V,3,57,127
V,70,93,48
V,95,50,111
V,36,51,100
R,13,87,114
I,32,16,85
I,35,0,36
C,28,81,107
R,64,126,28
C,97,21,118
C,6,63,22
I,88,21,46
R,80,33,120
V,4,0,46
C,47,64,69
I,99,41,46
I,82,31,85
R,11,104,2
R,97,38,26
V,66,12,108
I,61,82,119
C,39,49,7
V,42,58,41
R,16,107,94
V,37,120,49
V,67,115,116
C,55,53,40
I,26,73,110
V,58,25,43
C,50,72,106
V,93,38,23
I,5,88,101
R,8,60,20
R,10,65,100
V,48,120,52
V,58,48,0
I,91,93,0
C,47,93,85
R,4,82,87
I,77,40,123
I,60,107,79
V,11,90,108
V,78,60,120
C,24,2,88
V,31,7,82
C,51,61,78
R,14,80,29
I,70,76,2
C,44,69,67
R,7,56,9
C,16,39,48
I,31,127,70
C,46,127,90
V,7,99,22
C,93,14,100
V,82,107,83
R,2,9,105
V,95,79,72
I,21,15,103
V,70,30,102
I,2,87,85
R,83,4,9
R,19,63,9
I,32,125,37
R,27,26,29
R,77,9,110
V,53,66,81
I,89,56,41
V,69,42,22
C,59,31,24
C,87,14,35
C,77,111,20
C,48,123,8
V,22,55,14
I,95,85,125
R,68,116,59
R,76,7,42
I,56,21,96
V,10,8,98
I,23,55,112
V,30,90,84
V,85,31,119
C,72,119,52
R,78,95,106
V,78,74,17
V,58,112,39
V,1,30,41
I,45,79,91
I,5,102,59
R,61,91,90
C,92,59,66
C,77,23,39
C,43,14,27
C,57,0,56
I,6,51,105
I,26,36,5
V,6,86,12
R,94,111,126
C,97,19,89
C,18,41,100
R,19,18,83
I,71,82,38
C,47,47,126
C,37,99,125
C,88,19,70
C,26,21,45
C,55,85,84
C,96,15,65
C,97,13,27
R,87,19,112
V,31,119,98
R,32,40,5
I,61,11,110
I,51,122,69
I,99,91,127
V,88,88,11
I,100,38,20
V,2,125,93
R,24,42,84
V,38,62,102
C,71,65,89
V,66,28,36
I,8,14,26
C,16,83,105
I,19,80,88
C,63,109,56
I,8,75,35
C,53,95,36
I,60,114,124
I,64,6,36
R,13,51,79
R,100,47,57
C,18,78,50
C,16,19,127
V,45,24,110
C,73,99,39
I,47,20,21
C,86,78,14
I,70,120,82
I,94,69,17
R,41,66,8
R,23,49,17
V,14,54,56
C,47,123,112
V,9,21,34
R,73,93,120
V,90,52,88
V,34,49,62
I,53,24,16
I,60,8,37
I,21,52,118
C,89,10,107
C,43,81,29
I,97,75,5
C,75,106,14
C,94,126,4
I,43,31,103
C,58,19,13
R,98,86,66
V,31,86,9
I,59,24,121
R,71,29,84
V,30,37,66
C,1,77,58
V,55,2,32
I,58,10,55
I,95,46,50
R,42,51,19
C,68,112,66
V,80,106,67
V,86,57,53
C,66,63,122
C,54,84,18
C,65,113,76
I,53,11,34
C,64,68,1
V,73,99,69
I,71,52,67
C,8,53,67
C,34,125,58
I,77,116,2
V,99,85,81
R,77,42,1
V,30,104,17
C,94,106,66
V,64,8,26
V,1,46,25
I,25,99,26
C,6,17,117
C,82,60,11
I,87,58,43
V,98,54,62
V,25,118,59
V,2,17,68
I,61,104,50
V,54,103,27
V,24,121,112
V,48,23,56
C,6,105,65
V,96,27,63
V,6,73,2
I,38,14,78
C,39,100,16
I,64,111,77
I,34,52,1
R,26,80,22
I,43,127,73
R,56,97,117
C,10,32,4
R,98,74,7
V,58,101,124
I,75,43,39
I,74,14,100
R,87,124,63
R,36,108,33
C,29,100,2
V,10,113,77
R,85,30,89
R,7,84,55
R,28,61,51
C,43,99,121
C,90,96,66
V,29,124,25
V,45,93,107
R,66,70,82
I,63,75,109
C,69,50,87
R,99,103,97
I,31,21,11
V,35,3,65
C,91,68,29
C,23,40,124
R,8,14,36
R,83,90,26
V,11,59,22
I,5,52,119
V,9,112,80
R,70,116,103
V,13,126,99
R,26,81,68
I,82,103,84
V,41,41,122
I,10,92,2
I,21,122,6
C,17,87,55
R,48,49,47
R,16,77,70
R,82,118,77
V,68,93,89
C,61,14,122
C,13,28,67
C,19,107,123
R,92,93,112
R,64,63,15
R,47,95,78
C,71,100,51
V,29,22,72
C,5,111,20
R,96,36,61
R,99,79,113
R,97,46,62
I,70,7,68
V,75,61,90
R,66,1,103
I,20,22,83
C,9,109,50
I,66,18,95
C,98,0,40
R,1,2,50
I,25,1,61
R,76,27,74
C,54,108,17
I,31,72,104
R,62,22,70
V,8,62,122
C,81,97,73
R,24,116,31
I,75,55,34
R,46,49,54
R,10,52,85
I,76,83,10
R,34,60,92
R,59,35,49
I,17,4,58
C,32,4,86
R,75,113,28
R,75,14,34
R,97,20,5
C,24,75,64
R,89,32,36
I,17,24,40
R,20,117,103
V,25,22,68
I,10,71,36
C,4,20,95
R,4,31,96
R,34,93,35
C,43,94,20
V,67,21,105
V,83,89,9
I,89,40,76
C,100,107,88
C,46,43,44
I,98,110,64
C,87,7,50
R,39,109,1
C,31,118,103
C,61,48,110
V,89,91,6
R,66,42,66
V,65,97,75
R,39,54,123
I,79,3,84
V,85,40,85
V,39,89,25
C,86,76,62
R,87,58,62
C,42,18,2
V,84,109,89
V,2,119,67
R,31,31,91
I,58,120,71
V,45,117,90
C,3,111,90
V,68,23,16
V,6,112,36
I,13,91,8
C,92,4,7
C,97,79,44
R,74,6,63
I,8,28,95
C,24,121,61
V,10,67,55
C,37,77,74
I,48,45,121
R,97,105,120
I,34,66,18
R,29,0,105
V,40,98,125
V,95,38,33
R,55,22,7
V,75,50,115
V,18,76,104
R,84,65,105
R,77,104,26
C,54,27,2
R,46,14,111
V,17,17,112
R,50,100,3
C,51,69,120
V,88,107,16
C,71,96,66
C,38,1,46
C,31,17,104
R,47,80,115
V,94,14,103
I,5,18,31
R,36,84,77
I,40,60,13
R,83,88,62
V,74,81,79
V,4,93,48
C,62,13,87
I,11,10,98
I,8,39,47
V,39,8,58
V,49,8,107
V,53,66,20
R,67,120,74
V,78,89,8
I,8,52,106
C,61,110,2
V,86,117,91
C,5,41,17
I,1,95,74
I,31,54,29
R,85,90,115
C,81,124,40
R,49,5,115
R,83,122,120
R,43,6,110
V,5,77,107
R,65,10,85
R,89,80,83
V,26,94,68
I,83,15,67
C,45,21,27
I,69,45,71
R,6,37,51
R,62,64,85
V,35,55,27
C,37,96,41
C,42,118,13
V,35,72,30
R,30,37,97
I,58,27,66
I,25,120,54
C,25,115,50
I,48,55,52
R,15,61,43
R,36,82,94
C,16,30,77
C,68,19,120
I,3,85,86
I,81,38,21
V,98,23,124
R,3,62,81
R,22,122,114
C,56,82,104
V,8,27,15
R,13,114,99
I,64,99,77
R,57,94,60
R,7,120,72
C,32,23,67
I,56,65,13
V,91,58,77
V,69,49,3
V,66,112,51
R,86,95,46
I,20,122,82
I,63,49,127
V,70,84,96
R,40,9,100
R,2,103,105
C,58,78,82
C,40,13,57
R,40,70,51
I,46,100,16
C,71,50,10
C,31,54,63
I,53,79,67
V,37,113,119
V,9,35,34
R,1,63,113
R,82,127,18
V,48,97,117
I,38,21,41
V,80,56,55
V,37,90,31
V,33,11,38
R,84,52,8
