type,value,start_node,end_node
C,95,0,1
C,25,2,3
R,65,3,4
R,84,4,5
V,8,5,6
I,68,6,7
V,91,7,8
R,78,8,9
V,70,9,10
C,32,10,11
C,22,11,12
R,9,12,13
C,5,13,0
I,13,8,14
V,60,15,16
I,11,16,17
R,90,17,18
I,40,18,19
I,94,19,20
C,27,20,21
I,98,21,22
V,28,22,23
R,26,23,24
R,36,24,25
I,76,25,26
I,36,26,27
R,80,27,28
C,4,28,3
I,94,5,29
I,64,30,31
I,97,31,9
R,93,9,31
C,1,11,17
C,15,23,19
I,81,14,7
V,17,16,19
I,46,18,2
C,61,26,2
I,70,31,1
R,100,19,9
I,24,19,13
I,77,0,1
R,44,19,14
R,76,17,21
C,23,26,12
R,9,10,5
V,4,13,0
V,36,3,7
R,4,16,26
I,84,6,20
I,56,30,23
I,40,11,22
V,20,7,29
C,17,3,16
R,52,26,13
R,81,22,10
I,75,1,12
R,10,14,25
I,1,1,2
V,9,12,31
C,20,20,21
V,34,16,11
C,55,19,7
I,26,5,2
R,67,26,10
R,90,25,27
V,69,7,17
V,21,8,21
R,62,8,23
C,23,22,2
C,32,1,29
C,87,9,1
V,63,11,10
V,36,27,18
C,62,9,24
C,13,16,24
R,46,3,31
C,79,27,24
C,3,19,26
C,93,8,25
R,22,17,26
V,4,19,5
V,17,6,9
V,23,17,26
V,89,16,18
C,82,11,16
R,43,11,13
C,80,11,24
C,76,7,3
I,46,1,15
I,39,4,1
I,14,21,13
