type,value,start_node,end_node
I,82,0,1
C,5,2,3
V,17,3,4
I,48,4,5
I,86,5,6
C,71,6,7
R,93,7,8
V,33,8,9
I,60,9,10
I,68,10,11
V,68,11,12
V,92,12,13
V,34,13,14
C,88,14,15
I,83,15,16
R,87,16,17
C,28,17,18
C,94,18,19
V,34,19,20
R,48,20,21
I,68,21,22
V,14,22,23
I,90,23,24
R,29,24,25
R,90,25,26
C,7,26,27
V,50,27,28
I,37,28,29
V,20,29,30
C,94,30,31
C,24,31,32
V,14,32,33
I,21,33,34
R,31,34,35
V,67,35,36
C,67,36,37
I,77,37,38
I,92,38,39
C,80,39,40
V,1,40,41
I,58,41,0
I,56,25,42
V,70,43,44
R,53,44,45
C,46,45,46
R,89,46,47
C,25,47,48
I,57,48,49
C,93,49,50
V,66,50,51
V,6,51,52
R,44,52,53
I,33,53,54
I,44,54,55
V,94,55,56
I,62,56,57
I,85,57,58
R,18,58,59
I,100,59,60
V,16,60,61
V,52,61,62
V,43,62,63
C,51,63,64
C,37,64,65
I,68,65,66
I,69,66,67
R,1,67,68
V,79,68,69
I,31,69,70
R,59,70,71
V,1,71,72
I,74,72,73
C,17,73,74
C,35,74,75
R,5,75,76
I,60,76,77
I,41,77,78
C,84,78,79
R,53,79,80
C,65,80,81
R,49,81,82
R,74,82,83
C,9,83,84
I,26,84,85
I,40,85,86
R,10,86,87
V,17,87,88
R,15,88,89
R,1,89,90
V,42,90,91
C,55,91,92
R,25,92,93
C,64,93,94
C,41,94,95
C,7,95,96
R,14,96,97
C,66,97,98
R,2,98,99
V,9,99,100
C,25,100,101
I,5,101,102
C,26,102,103
I,68,103,104
C,57,104,105
R,7,105,106
V,95,106,107
R,49,107,108
V,6,108,109
R,56,109,110
I,62,110,111
V,90,111,112
C,13,112,113
R,44,113,114
R,70,114,115
C,20,115,116
I,32,116,117
V,45,117,118
I,4,118,119
I,31,119,120
V,23,120,121
C,80,121,122
V,58,122,123
C,83,123,124
R,49,124,125
I,92,125,126
R,77,126,7
R,22,123,127
R,95,128,129
C,61,129,130
I,100,130,131
I,27,131,132
C,25,132,133
R,61,133,134
R,39,134,135
V,30,135,136
R,21,136,137
R,22,137,138
I,40,138,139
I,18,139,140
I,50,140,141
C,33,141,142
R,55,142,143
V,4,143,144
I,93,144,145
I,97,145,146
R,2,146,147
R,69,147,148
R,67,148,149
V,73,149,150
I,66,150,151
C,29,151,152
I,19,152,153
I,94,153,154
I,62,154,155
R,100,155,156
C,61,156,157
I,22,157,158
C,19,158,159
C,61,159,160
I,24,160,161
V,58,161,162
R,96,162,163
V,22,163,164
V,32,164,165
V,58,165,166
R,25,166,167
C,95,167,168
I,89,168,169
R,99,169,170
C,14,170,171
I,7,171,172
R,38,172,173
R,83,173,174
I,11,174,175
C,70,175,176
V,19,176,177
V,11,177,178
R,27,178,179
C,70,179,180
C,38,180,77
C,36,146,4
V,22,120,130
I,71,171,168
C,62,81,33
C,12,21,112
C,69,49,44
R,88,67,40
V,27,140,90
V,9,18,92
V,49,139,82
C,4,41,44
V,60,25,117
R,15,89,147
I,60,35,70
R,77,85,96
I,73,101,119
V,90,34,106
I,16,145,2
C,48,22,172
C,82,153,96
R,91,100,27
V,31,113,70
V,3,31,159
I,79,9,7
C,81,68,125
I,42,68,52
I,25,107,5
R,26,74,160
V,89,79,62
I,84,118,23
V,40,117,29
I,85,145,119
R,79,96,20
C,49,99,22
C,57,28,55
V,28,100,28
V,88,60,27
C,19,73,165
I,48,11,111
R,23,171,61
R,45,180,23
V,29,75,156
V,17,26,158
I,90,11,25
I,6,144,157
R,7,131,157
I,37,152,14
I,43,112,152
V,20,100,134
I,33,10,5
R,78,82,109
I,27,175,150
C,65,134,171
R,90,51,160
C,96,50,49
R,31,131,38
R,39,70,76
V,14,122,67
R,47,28,66
C,65,93,159
I,51,155,58
V,90,20,172
I,27,106,102
R,84,9,146
R,10,52,134
V,22,149,36
R,50,142,134
I,70,53,180
R,9,15,135
C,35,63,88
I,10,139,167
V,10,142,81
I,30,155,112
R,92,160,109
I,7,66,49
C,24,100,169
I,2,94,24
I,2,63,20
V,65,165,158
R,16,77,118
R,57,117,156
V,4,138,91
I,6,127,139
V,81,94,113
R,17,169,111
R,45,57,68
R,17,7,135
I,47,27,166
V,30,111,145
V,72,78,25
R,33,142,127
V,48,0,180
I,14,132,28
I,25,168,95
R,99,31,96
V,65,81,22
C,22,3,62
I,74,146,177
R,37,14,46
I,75,52,122
C,57,42,116
R,41,52,103
I,46,72,57
V,23,152,38
V,32,107,12
C,6,0,159
V,87,52,166
I,21,47,154
I,55,116,52
V,87,25,20
I,41,173,7
R,15,169,131
I,68,4,87
I,100,117,156
V,26,98,49
