type,value,start_node,end_node
R,24,0,1
R,26,2,3
I,23,3,4
R,72,4,5
R,54,5,6
I,5,6,7
C,73,7,8
C,92,8,0
C,93,7,9
R,23,10,11
V,14,11,12
I,53,12,0
R,3,7,13
R,15,14,15
C,32,15,16
V,66,16,17
I,83,17,18
R,66,18,19
V,54,19,20
R,16,20,21
R,58,21,4
C,15,13,22
C,57,23,24
V,100,24,25
V,31,25,26
R,6,26,27
V,72,27,14
C,79,23,28
R,74,29,30
C,81,30,31
I,96,31,24
V,78,11,17
I,38,22,14
I,86,14,8
C,93,0,15
R,47,10,8
C,3,13,22
V,19,1,7
C,69,27,18
V,55,1,30
V,4,27,21
I,100,7,25
V,25,29,31
C,86,2,22
C,54,5,22
V,28,13,18
C,95,12,25
R,62,0,19
R,49,31,16
C,60,6,3
C,49,5,14
V,82,7,16
R,32,28,4
R,73,13,10
R,5,27,20
I,88,2,3
R,25,13,22
V,3,6,2
C,31,24,6
C,99,3,7
I,15,12,30
R,37,1,19
C,16,2,21
R,12,29,21
V,7,8,6
R,47,24,29
I,99,28,13
V,52,25,9
R,87,14,22
R,47,16,13
R,100,5,10
V,80,24,3
C,99,28,8
V,98,27,5
I,73,9,23
V,3,6,11
C,47,27,5
R,20,8,11
I,85,30,26
R,73,27,24
R,1,3,14
I,86,22,24
C,70,11,21
V,19,22,18
I,39,29,8
V,2,21,10
V,49,5,13
V,72,12,19
R,63,0,3
R,88,30,25
R,57,31,15
C,56,5,27
C,66,20,25
V,22,18,5
R,85,17,22
V,16,29,7
C,55,7,9
R,53,28,9
V,61,29,28
V,31,13,27
R,48,11,30
C,38,25,21
R,8,0,28
C,29,16,12
R,22,18,0
R,53,30,28
C,59,11,0
V,92,21,19
C,66,23,26
R,90,7,5
V,73,10,19
R,71,2,16
I,84,17,31
C,77,9,0
C,58,12,24
V,54,13,11
I,41,11,26
R,33,13,31
V,85,21,10
C,13,21,13
I,4,0,18
C,64,22,31
I,98,7,20
R,88,24,3
V,69,21,6
I,46,29,16
C,4,20,21
C,96,21,0
V,27,20,1
I,55,14,27
C,37,5,17
I,33,18,2
V,78,28,5
V,7,16,6
R,1,12,31
V,96,18,28
R,79,0,3
V,70,14,23
I,83,17,4
C,93,15,22
R,24,21,27
V,51,9,17
V,65,27,23
C,20,5,24
R,53,28,27
V,77,2,31
C,50,4,9
V,71,31,28
V,59,7,15
I,31,22,10
V,100,6,24
I,12,14,0
C,74,5,15
V,64,10,25
R,1,21,31
C,81,16,23
C,5,5,29
R,40,0,7
R,2,0,29
R,19,17,19
I,94,3,11
C,94,2,21
C,34,27,13
V,14,15,22
C,53,22,11
I,99,7,1
V,79,28,14
V,42,29,16
R,28,10,27
R,3,24,29
C,100,29,15
I,79,26,20
R,25,4,14
I,81,13,20
V,38,4,5
R,89,9,1
V,99,3,17
R,73,21,19
I,37,25,1
I,23,7,21
I,42,29,28
I,60,13,17
I,71,0,29
V,49,31,22
C,22,20,25
R,61,27,25
V,75,17,19
C,46,28,31
C,34,12,8
V,47,14,27
C,15,19,16
R,93,14,12
I,56,6,2
C,58,17,0
V,98,31,29
C,36,24,10
R,83,2,6
C,64,26,16
R,78,18,27
C,45,2,11
V,58,22,19
V,95,15,16
C,9,9,29
V,45,20,21
C,96,27,10
V,73,10,1
V,42,16,30
C,94,17,25
R,10,17,1
R,17,1,6
V,80,25,27
R,74,7,15
R,49,31,19
R,5,24,18
I,80,13,17
C,83,20,7
V,67,2,17
C,89,19,27
V,38,12,7
I,82,25,23
V,83,9,10
C,34,17,12
R,2,20,4
C,44,11,22
I,95,13,16
V,31,13,10
I,87,29,4
R,21,26,31
R,98,4,0
C,31,5,31
R,62,27,1
C,32,7,26
R,88,14,16
I,62,16,12
C,40,26,23
C,91,8,18
V,26,16,12
C,81,4,16
R,95,3,6
R,86,7,11
R,67,0,8
I,55,16,18
V,93,11,24
R,23,31,9
R,85,8,1
C,45,31,13
R,47,2,27
C,66,11,22
I,83,9,2
C,32,26,2
