type,value,start_node,end_node
V,79,0,1
I,87,2,3
R,51,3,4
R,84,4,5
V,62,5,6
V,97,6,7
R,78,7,8
C,26,8,0
C,63,4,9
R,40,9,0
R,62,5,10
R,36,11,12
I,18,12,13
C,29,13,14
I,8,14,15
V,65,15,3
I,41,10,4
C,19,3,13
I,73,0,2
C,38,11,9
V,96,0,5
C,100,4,15
R,13,4,9
R,41,2,12
R,59,5,2
R,30,0,11
I,29,8,9
I,40,6,1
R,62,13,0
I,88,13,9
R,41,6,10
I,1,7,8
R,14,12,1
V,46,8,7
V,73,5,3
V,33,14,10
R,13,12,1
V,98,3,4
R,4,9,2
C,16,10,12
V,57,15,8
R,3,7,9
I,84,13,15
C,34,15,4
V,95,5,4
V,100,3,1
R,88,3,4
C,73,0,2
I,79,2,13
R,21,5,10
R,33,7,14
V,55,8,3
R,44,15,9
R,6,15,6
I,93,1,3
R,93,4,0
C,90,2,13
R,33,7,11
R,3,0,8
R,18,8,15
V,25,14,13
V,59,9,10
R,84,12,13
R,48,9,1
I,61,15,10
I,51,1,6
R,79,3,12
V,84,10,1
I,13,8,9
V,67,5,13
I,23,4,8
C,85,4,1
C,54,3,12
I,22,14,4
V,82,11,4
C,34,14,8
R,11,2,3
V,61,5,15
V,36,14,2
R,24,2,9
V,90,0,2
V,20,14,2
C,34,15,1
R,66,2,6
C,76,0,10
V,75,0,9
I,86,13,8
V,11,13,15
R,94,7,1
R,91,9,13
C,51,7,14
C,94,6,2
C,20,12,14
V,93,13,15
I,46,12,2
I,11,13,0
V,49,13,11
C,35,4,11
C,87,4,10
V,79,5,11
V,11,2,3
V,64,9,8
I,42,8,14
I,93,3,9
C,80,13,14
V,99,5,11
C,48,11,5
C,92,5,9
R,29,8,1
I,8,15,0
R,46,9,8
C,97,8,14
R,94,1,6
I,75,10,8
V,41,4,8
V,57,6,3
C,93,15,8
C,36,3,6
R,37,7,3
R,65,4,5
C,76,10,12
I,21,6,4
I,12,2,12
I,73,2,11
C,64,5,0
C,94,3,1
R,20,8,1
C,21,11,13
I,87,6,2
I,58,3,7
I,93,13,6
C,67,0,12
R,86,6,15
R,41,9,4
C,7,6,4
R,76,9,2
V,10,10,12
C,24,14,10
R,46,11,2
C,100,8,4
I,55,15,0
R,54,6,7
V,13,15,7
R,6,7,6
I,99,14,13
V,52,6,9
R,58,14,4
R,3,10,9
C,75,13,2
C,2,15,7
V,12,5,6
C,43,1,15
V,29,9,14
V,84,9,0
I,3,15,10
I,91,14,7
I,64,0,13
