type,value,start_node,end_node
V,97,0,1
R,12,2,3
V,79,3,4
C,56,4,5
I,36,5,6
V,84,6,7
C,66,7,8
V,72,8,9
V,80,9,10
I,76,10,11
V,31,11,12
V,53,12,13
V,9,13,14
R,11,14,15
C,51,15,16
C,64,16,17
I,45,17,18
I,42,18,19
C,24,19,20
C,16,20,21
V,65,21,22
V,88,22,23
R,80,23,24
I,21,24,25
I,39,25,26
I,90,26,27
R,54,27,28
C,45,28,29
R,42,29,30
R,67,30,31
C,67,31,32
C,77,32,33
C,97,33,34
I,49,34,0
C,28,1,35
C,40,36,37
V,92,37,38
I,21,38,39
I,39,39,40
R,46,40,41
C,7,41,42
C,10,42,43
I,10,43,44
V,60,44,45
I,54,45,46
R,86,46,47
V,61,47,48
C,34,48,49
V,17,49,50
R,91,50,51
R,58,51,52
C,18,52,53
I,43,53,54
V,100,54,55
I,51,55,56
C,61,56,57
I,21,57,58
I,99,58,59
V,76,59,60
I,12,60,61
I,42,61,62
I,24,62,63
C,56,63,64
C,59,64,65
I,96,65,66
V,52,66,25
C,82,63,67
C,47,68,69
R,33,69,70
R,9,70,71
C,74,71,72
R,68,72,73
I,93,73,74
R,21,74,75
V,80,75,76
V,79,76,77
R,23,77,78
R,15,78,79
R,38,79,80
C,50,80,81
C,44,81,82
R,3,82,83
V,10,83,84
C,72,84,85
V,39,85,86
R,77,86,87
C,51,87,88
R,51,88,89
V,23,89,90
R,95,90,91
V,100,91,92
R,89,92,93
I,37,93,94
C,72,94,95
V,88,95,96
V,49,96,97
C,94,97,98
I,61,98,99
I,76,99,100
R,44,100,101
C,35,101,102
C,62,102,103
R,74,103,104
R,92,104,105
I,13,105,106
I,11,106,107
C,96,107,108
V,4,108,109
I,25,109,110
C,78,110,111
C,27,111,112
V,38,112,59
C,24,51,113
R,40,114,115
I,70,115,116
R,74,116,117
C,32,117,118
R,25,118,119
R,14,119,120
I,44,120,121
V,66,121,122
I,22,122,123
V,30,123,124
V,72,124,125
R,4,125,126
C,89,126,127
V,69,127,97
R,87,66,99
C,57,87,78
C,41,85,18
I,80,69,48
I,62,61,105
R,1,16,12
C,2,39,0
C,77,6,3
C,12,91,26
C,51,85,107
V,51,116,103
I,52,46,31
I,40,24,84
R,80,50,68
R,41,23,110
V,89,21,96
I,20,59,10
C,47,0,18
I,63,31,26
V,1,79,11
I,5,109,42
C,60,121,10
V,12,11,50
I,75,25,46
R,74,72,83
V,83,10,14
R,79,67,127
I,46,10,21
C,69,121,9
I,51,43,63
C,71,126,103
C,24,99,89
C,72,96,17
C,89,120,59
V,77,44,122
V,38,38,16
R,98,15,47
V,77,122,103
R,31,18,121
I,5,117,45
V,82,39,95
C,51,20,109
V,15,83,11
V,17,118,45
C,50,77,25
R,69,104,46
V,53,39,0
C,72,59,7
I,40,58,71
I,46,52,30
R,26,76,35
C,51,24,4
C,27,16,79
R,91,40,70
R,72,28,97
C,7,65,120
I,89,12,32
R,9,27,82
V,44,52,122
C,50,75,119
R,43,55,12
I,77,92,25
R,8,97,127
C,16,90,107
I,98,123,64
C,11,33,105
C,83,77,52
V,28,92,109
I,31,55,106
I,50,89,98
V,72,113,108
R,94,113,18
I,94,74,24
I,13,6,115
I,49,18,35
V,49,6,4
I,21,54,109
C,66,15,109
R,97,13,43
V,37,35,34
R,58,27,108
R,97,87,78
C,74,117,91
I,41,49,59
V,97,66,78
R,88,82,66
I,92,63,21
V,83,52,63
R,99,47,84
V,97,93,17
C,65,11,78
