type,value,start_node,end_node
V,74,0,1
C,45,1,0
R,95,1,2
C,78,3,4
V,4,4,5
C,50,5,1
I,97,4,6
C,29,6,0
I,24,4,7
V,19,7,5
C,79,1,4
I,79,5,4
C,35,5,0
R,26,7,4
R,59,0,1
C,94,0,1
I,76,2,5
V,39,4,0
C,36,6,3
C,10,4,1
R,61,7,6
I,58,7,1
R,30,5,6
V,41,2,0
R,36,3,4
R,37,4,1
I,60,1,0
C,41,2,3
R,42,6,7
V,61,2,0
C,60,3,5
C,74,6,7
C,82,4,1
I,7,2,1
R,58,0,4
I,74,4,5
C,32,5,4
R,38,2,7
C,90,5,1
R,70,5,1
R,75,4,5
C,3,6,2
I,99,0,4
V,10,7,4
C,40,4,7
R,45,2,5
V,37,3,4
R,41,1,7
V,79,5,6
R,45,2,5
C,85,0,5
I,62,0,2
C,11,0,6
R,75,3,0
I,74,5,6
I,54,7,1
I,57,1,5
R,13,2,3
C,86,3,6
V,11,1,2
R,12,0,2
C,73,1,2
I,53,3,1
V,89,3,6
R,49,3,7
V,47,6,1
R,8,4,7
R,71,1,0
I,45,5,4
I,46,5,3
I,62,1,2
R,28,7,0
I,11,6,1
V,59,4,7
R,86,2,6
C,23,7,6
R,66,6,0
V,89,5,1
