type,value,start_node,end_node
V,90,0,1
R,28,2,3
I,10,3,4
V,70,4,5
C,66,5,6
R,27,6,7
C,15,7,8
R,46,8,9
I,39,9,10
I,59,10,11
V,12,11,12
R,83,12,13
R,29,13,14
R,35,14,15
C,1,15,16
V,70,16,17
R,95,17,18
I,21,18,19
C,44,19,20
C,42,20,21
V,89,21,22
I,73,22,23
V,34,23,24
R,76,24,25
I,64,25,26
V,74,26,27
I,99,27,28
V,85,28,29
R,80,29,30
R,44,30,31
V,14,31,32
V,26,32,33
V,83,33,34
I,14,34,35
C,39,35,36
C,82,36,37
I,53,37,38
I,56,38,39
V,16,39,40
V,57,40,41
C,54,41,42
I,88,42,43
C,55,43,44
C,55,44,45
V,99,45,46
V,82,46,47
V,35,47,48
R,4,48,49
R,43,49,50
V,53,50,51
R,74,51,52
C,85,52,53
R,46,53,54
V,68,54,55
R,15,55,56
V,36,56,57
C,83,57,58
V,19,58,59
I,88,59,60
I,4,60,61
R,98,61,62
V,64,62,63
V,2,63,64
I,47,64,65
I,74,65,66
R,44,66,67
R,93,67,68
C,10,68,69
R,62,69,70
C,14,70,71
C,96,71,72
C,60,72,73
R,58,73,74
R,14,74,75
C,6,75,76
V,68,76,77
V,99,77,78
R,44,78,79
R,68,79,80
R,22,80,81
V,73,81,82
V,32,82,83
R,6,83,84
V,92,84,85
C,26,85,86
V,62,86,87
I,54,87,88
V,63,88,89
V,48,89,90
I,85,90,91
R,87,91,92
R,94,92,93
I,66,93,94
R,59,94,95
I,55,95,96
C,93,96,97
I,44,97,98
R,11,98,99
V,22,99,100
R,79,100,101
V,54,101,102
V,24,102,103
C,38,103,104
R,98,104,105
R,98,105,106
I,51,106,107
C,42,107,0
C,30,52,108
I,15,109,110
I,69,110,111
R,6,111,112
I,27,112,113
C,81,113,114
V,36,114,115
I,8,115,116
C,41,116,117
R,55,117,118
I,10,118,119
I,33,119,120
R,34,120,121
C,11,121,122
R,96,122,123
V,96,123,124
I,31,124,125
I,29,125,126
I,70,126,127
R,2,127,128
C,99,128,129
C,39,129,130
R,99,130,131
I,37,131,132
V,18,132,133
R,29,133,134
I,54,134,135
R,7,135,136
R,78,136,137
R,29,137,138
C,73,138,139
C,52,139,140
R,77,140,141
V,77,141,142
R,56,142,143
C,83,143,144
V,32,144,145
C,65,145,146
I,82,146,147
I,40,147,148
I,65,148,149
R,95,149,150
C,4,150,151
C,12,151,152
R,97,152,153
R,8,153,154
I,57,154,155
C,70,155,156
I,63,156,157
C,82,157,158
V,34,158,159
C,50,159,160
C,96,160,161
C,22,161,162
I,21,162,163
R,87,163,164
C,36,164,165
C,54,165,166
I,74,166,167
V,65,167,168
I,37,168,169
I,8,169,170
I,50,170,171
I,80,171,172
C,75,172,173
V,7,173,174
V,19,174,175
V,25,175,176
R,1,176,177
R,22,177,178
I,21,178,179
C,12,179,180
I,72,180,81
V,18,95,123
C,43,168,44
C,77,167,142
C,66,78,125
V,71,106,48
R,9,58,109
V,2,57,138
V,98,116,30
R,26,67,139
V,51,88,160
R,31,121,27
C,97,138,50
C,23,114,175
C,64,16,110
I,74,149,83
V,50,4,145
R,20,174,158
R,71,124,166
C,78,139,69
I,69,171,14
C,70,51,26
R,24,128,100
V,8,49,98
I,18,83,79
C,47,52,88
R,30,93,125
I,59,8,83
I,52,67,84
C,73,94,80
R,13,11,166
C,72,81,59
I,31,43,125
I,92,3,8
R,98,144,20
C,72,94,27
I,52,69,4
V,22,7,93
C,62,29,164
V,15,6,178
R,18,124,96
R,70,76,137
R,61,74,132
V,77,59,122
C,21,170,179
I,23,85,3
C,57,151,9
R,91,87,1
V,79,165,43
V,29,0,50
V,99,71,18
C,49,158,38
C,25,109,98
C,34,75,159
I,70,97,96
C,54,43,178
C,29,9,142
R,55,157,107
C,75,159,154
R,71,154,57
R,27,83,133
I,88,30,121
I,61,35,88
C,61,76,103
V,70,121,96
I,85,11,115
C,76,159,158
R,78,71,20
V,42,5,136
V,64,140,147
R,47,134,35
I,20,11,34
I,39,82,121
I,67,155,108
C,77,62,60
C,85,176,1
V,23,107,138
R,91,89,112
I,25,123,37
C,34,76,66
I,17,94,109
V,77,120,75
R,45,102,46
I,51,89,6
I,26,79,143
R,83,96,146
R,55,130,134
C,2,58,26
V,60,12,107
V,31,37,0
C,28,177,125
C,45,108,125
V,5,145,140
R,71,47,132
I,92,63,163
I,80,88,153
V,2,31,153
C,30,133,60
I,76,126,28
R,60,139,158
I,87,69,17
I,76,177,155
V,4,1,168
V,67,156,2
R,18,131,168
C,36,81,101
C,20,142,151
R,29,40,68
V,34,72,122
I,65,54,103
R,36,139,120
V,11,39,8
I,59,145,17
C,52,42,21
V,95,47,13
R,16,121,35
I,78,3,36
I,59,178,61
C,34,131,72
V,62,51,120
R,47,93,112
V,45,53,72
C,7,107,116
V,20,116,33
C,32,144,149
I,66,111,107
I,54,145,31
R,29,71,77
R,8,141,170
R,37,162,12
I,76,177,180
V,44,63,60
I,91,81,7
V,42,176,90
C,72,112,35
C,63,166,62
R,90,142,118
C,56,91,46
C,60,180,59
R,34,59,18
C,21,33,75
R,71,141,132
C,90,32,66
V,33,159,48
C,27,96,70
I,88,10,173
R,90,57,81
I,56,88,10
I,22,70,147
V,7,69,70
V,56,127,61
R,97,91,13
C,55,71,102
C,59,111,62
C,43,132,15
C,99,50,137
V,83,69,175
V,75,167,118
I,57,3,2
C,11,38,66
C,15,72,138
I,32,69,27
I,77,95,106
I,56,130,134
V,96,69,120
C,12,2,155
C,87,22,170
C,10,109,12
R,93,118,89
I,26,134,161
C,87,105,121
C,7,94,38
V,37,91,67
C,13,7,5
I,86,3,46
R,40,83,41
I,87,134,171
I,33,78,47
R,40,6,106
I,77,53,77
V,13,136,178
I,59,169,36
I,60,108,133
C,22,170,9
C,63,115,74
V,31,177,85
V,5,5,87
C,2,56,7
I,51,143,64
I,16,146,156
V,64,53,97
I,28,43,169
R,69,28,2
R,56,31,50
I,35,55,110
R,85,180,157
R,48,147,80
R,79,97,161
R,66,149,97
V,33,2,109
R,87,161,102
C,79,176,1
R,48,31,155
I,38,33,10
V,91,128,39
I,75,13,135
V,87,153,173
I,46,31,131
C,81,76,35
