type,value,start_node,end_node
I,18,0,1
I,36,2,3
I,97,3,4
I,72,4,5
R,48,5,6
I,19,6,7
I,11,7,8
R,80,8,9
I,64,9,10
R,7,10,11
V,94,11,12
I,74,12,13
R,94,13,14
R,40,14,15
C,75,15,16
R,89,16,17
C,45,17,18
R,98,18,19
R,32,19,20
C,95,20,21
R,92,21,22
R,56,22,23
R,77,23,24
C,93,24,25
I,36,25,26
I,31,26,27
I,30,27,28
C,28,28,29
C,41,29,30
R,42,30,31
C,64,31,32
C,82,32,33
R,73,33,34
I,71,34,35
V,89,35,36
V,28,36,37
C,39,37,38
C,97,38,39
R,5,39,40
C,45,40,41
V,99,41,42
C,97,42,43
I,97,43,44
I,83,44,45
R,91,45,46
R,38,46,47
C,33,47,48
V,82,48,49
V,70,49,50
I,75,50,51
C,88,51,52
C,6,52,53
R,95,53,54
C,98,54,55
I,67,55,56
C,33,56,57
I,39,57,58
V,87,58,59
R,37,59,60
I,94,60,61
I,49,61,62
V,24,62,63
I,64,63,64
C,44,64,65
V,39,65,66
C,66,66,67
R,16,67,68
I,23,68,69
I,37,69,0
V,66,66,70
R,96,71,72
C,76,72,73
R,25,73,74
I,45,74,75
V,76,75,76
V,77,76,77
C,56,77,78
R,72,78,79
V,55,79,80
C,11,80,81
I,52,81,82
R,11,82,83
I,32,83,84
R,17,84,85
V,63,85,86
V,27,86,87
I,40,87,88
I,93,88,89
I,51,89,90
R,60,90,91
V,19,91,92
V,85,92,93
C,85,93,94
I,17,94,95
R,59,95,96
C,6,96,97
C,5,97,98
V,31,98,99
C,36,99,100
V,56,100,101
C,15,101,102
C,6,102,103
R,88,103,104
R,85,104,105
I,8,105,106
R,7,106,107
V,2,107,108
R,89,108,109
C,21,109,110
R,76,110,111
V,95,111,112
I,23,112,113
V,37,113,114
V,12,114,115
I,83,115,116
R,30,116,117
I,98,117,118
R,19,118,119
I,82,119,120
V,36,120,121
R,99,121,122
R,38,122,123
V,94,123,124
I,16,124,125
I,95,125,126
R,26,126,127
V,78,127,128
V,8,128,129
C,96,129,130
C,40,130,131
I,3,131,132
V,89,132,133
R,27,133,134
R,68,134,135
R,50,135,136
I,66,136,18
C,52,58,137
C,82,138,139
C,52,139,140
C,98,140,141
V,85,141,142
R,19,142,143
R,22,143,144
I,88,144,145
V,87,145,146
C,69,146,147
R,53,147,148
R,88,148,149
C,19,149,150
R,86,150,151
I,66,151,152
I,57,152,153
R,9,153,154
C,66,154,155
C,67,155,156
I,94,156,157
R,49,157,158
I,57,158,159
I,96,159,160
R,84,160,161
C,55,161,162
I,14,162,163
V,58,163,164
R,9,164,165
R,63,165,166
C,8,166,167
V,42,167,168
V,47,168,169
C,49,169,170
R,61,170,171
C,8,171,172
I,27,172,173
C,34,173,174
R,4,174,175
R,45,175,176
V,9,176,177
C,65,177,178
I,16,178,179
C,86,179,180
I,17,180,2
R,23,78,130
I,70,15,102
C,91,89,165
I,31,97,87
C,88,160,65
I,68,155,107
V,83,62,79
V,19,3,16
C,33,96,66
R,48,28,26
C,48,106,60
C,1,89,1
C,38,115,23
R,96,134,24
R,65,114,22
C,62,17,40
R,42,21,3
C,93,61,137
R,58,70,62
R,7,159,93
C,30,30,93
I,36,67,163
I,32,78,13
V,3,46,119
V,39,146,77
I,12,165,77
V,95,154,28
R,28,22,139
C,10,33,4
C,5,115,38
I,95,56,142
V,16,174,100
I,32,58,6
C,86,71,45
V,63,168,101
I,82,173,83
R,56,52,68
C,51,80,175
I,53,92,75
C,98,48,91
I,60,39,44
R,32,64,173
I,30,120,173
C,66,68,166
I,92,132,164
V,65,115,134
I,48,58,21
R,91,46,98
R,31,75,69
C,55,51,48
V,75,100,36
V,24,87,107
C,45,97,163
V,69,156,76
V,39,127,79
I,18,48,19
C,77,169,23
I,68,51,154
I,54,145,92
V,80,49,12
R,53,7,119
R,35,11,138
V,67,156,136
V,36,123,6
I,89,49,10
R,30,156,173
C,99,129,26
V,4,81,7
C,37,136,71
V,53,97,137
V,3,67,78
V,7,119,25
V,9,42,73
R,60,30,45
C,64,119,67
I,40,105,120
R,85,52,31
V,39,131,146
C,100,81,85
V,32,171,107
I,87,146,28
R,43,30,12
I,74,108,175
I,26,29,168
V,41,177,175
V,16,119,54
C,49,84,101
V,25,41,23
C,26,98,143
C,56,44,122
R,59,68,8
V,72,90,131
V,24,43,104
C,10,71,174
R,23,54,41
V,43,93,132
I,42,42,58
R,63,176,71
I,59,29,0
R,60,174,56
C,58,27,70
I,69,165,125
R,81,82,69
V,63,169,175
V,97,145,39
C,48,45,106
C,14,175,46
R,39,57,11
V,68,103,115
C,18,151,149
R,3,20,97
C,82,38,108
C,94,132,14
C,1,118,48
I,57,78,61
V,86,79,145
V,30,14,92
I,63,47,129
C,93,91,116
I,92,65,134
V,82,169,71
R,23,140,101
C,82,72,97
V,41,165,61
V,57,140,17
V,67,117,148
R,98,119,83
C,45,91,65
R,55,175,45
I,82,33,77
C,99,130,52
C,40,170,122
R,67,51,101
V,87,139,136
I,14,98,168
C,29,106,111
R,100,92,179
I,47,29,152
R,7,162,126
V,96,164,58
R,55,121,114
R,14,30,97
I,64,142,73
V,77,157,87
C,51,53,36
C,31,57,158
V,80,63,72
R,79,54,145
R,34,75,134
C,61,147,31
I,81,11,166
C,82,27,120
R,9,155,149
R,3,96,143
I,87,7,45
C,7,53,102
C,77,37,126
V,9,178,37
V,92,99,78
C,23,103,104
R,30,24,162
V,30,98,162
I,79,85,169
V,57,5,123
V,67,77,79
I,26,117,7
C,20,64,68
