type,value,start_node,end_node
C,69,0,1
V,12,2,3
C,70,3,4
V,6,4,5
R,9,5,6
C,59,6,7
C,61,7,8
V,98,8,9
V,18,9,10
I,7,10,11
I,50,11,12
I,13,12,0
I,16,12,13
I,18,14,15
R,87,15,16
C,36,16,17
C,32,17,18
V,29,18,19
V,28,19,20
V,60,20,21
R,36,21,22
C,42,22,23
I,22,23,24
V,9,24,25
V,19,25,0
I,5,16,26
V,25,27,28
C,51,28,29
V,68,29,30
V,6,30,21
C,11,2,31
I,10,31,14
C,66,28,14
I,71,13,28
I,93,26,8
I,47,14,22
I,75,4,1
V,79,5,22
V,52,27,4
C,28,10,28
C,41,17,28
C,96,23,8
V,84,1,10
C,60,26,6
R,5,21,24
V,89,3,13
R,49,30,5
R,78,25,23
V,3,28,19
I,70,5,23
I,58,10,8
V,71,15,10
V,35,2,1
V,13,17,8
I,91,30,17
I,65,29,18
I,19,6,11
I,70,24,25
V,79,9,30
V,24,20,22
R,19,8,13
I,26,18,30
V,73,11,0
I,75,16,0
I,59,17,4
C,53,5,17
R,54,3,16
I,28,12,0
V,35,12,30
C,96,26,7
V,55,25,9
C,21,11,18
C,89,10,8
R,59,3,17
V,11,0,4
I,18,20,15
I,17,14,19
R,18,12,5
C,68,16,1
V,33,12,7
I,47,0,14
C,3,24,16
V,95,25,8
I,68,0,6
R,34,11,8
I,58,24,3
I,21,8,10
I,60,8,6
R,30,26,27
I,86,23,26
I,56,10,29
R,14,11,20
I,4,18,17
I,77,7,21
R,24,1,20
V,79,3,17
C,58,23,29
V,49,13,8
C,90,31,5
V,58,2,15
C,67,13,28
R,14,5,25
C,44,21,18
R,52,8,23
C,47,26,29
R,29,25,20
I,36,3,8
C,73,3,4
C,50,8,6
R,31,24,17
V,64,28,13
I,6,29,0
V,68,19,14
I,85,2,20
I,24,3,7
C,67,15,11
R,1,14,6
I,68,27,15
I,65,20,7
V,73,27,8
V,94,22,1
C,73,6,4
C,17,9,16
R,14,26,7
