type,value,start_node,end_node
R,25,0,1
R,40,2,3
V,73,3,4
V,92,4,5
I,47,5,6
V,22,6,7
C,75,7,8
V,88,8,0
I,91,7,9
I,74,10,2
R,94,1,2
I,4,9,4
V,19,8,7
R,48,7,1
I,16,3,6
V,7,6,4
V,94,10,1
R,81,9,1
R,99,5,0
C,13,1,6
C,29,2,0
C,14,1,10
C,30,3,6
C,17,10,1
R,40,7,4
R,89,10,3
I,64,4,1
I,48,0,6
C,16,10,2
V,58,7,5
C,78,2,9
R,73,9,8
C,2,7,5
V,70,6,4
R,84,5,2
R,59,2,5
C,79,4,0
V,66,2,3
C,32,6,0
C,45,4,8
R,2,0,8
C,69,6,0
R,83,5,10
V,49,5,2
I,5,0,2
I,12,9,8
I,52,4,6
R,75,0,3
I,4,10,1
R,64,2,5
I,81,3,0
R,22,3,9
I,74,7,9
V,89,2,0
I,29,8,5
I,41,6,0
V,10,3,4
I,48,4,1
R,91,4,8
C,65,10,7
C,79,0,6
I,57,3,9
I,46,0,8
