type,value,start_node,end_node
I,44,0,1
C,40,2,3
C,67,3,4
C,3,4,5
V,19,5,6
C,51,6,7
I,17,7,8
V,43,8,9
R,64,9,10
V,40,10,11
V,23,11,12
V,51,12,13
V,16,13,14
I,65,14,15
C,40,15,16
C,78,16,17
I,54,17,18
R,89,18,19
I,37,19,20
V,47,20,21
R,74,21,22
C,70,22,23
I,62,23,24
C,90,24,25
C,14,25,26
C,94,26,27
R,27,27,28
V,98,28,29
V,85,29,30
I,57,30,31
V,69,31,32
V,12,32,33
C,55,33,34
C,17,34,35
R,81,35,36
C,65,36,37
V,19,37,38
V,61,38,39
V,55,39,40
I,50,40,41
C,93,41,42
V,26,42,43
C,41,43,44
R,53,44,45
I,70,45,46
V,49,46,47
C,70,47,48
V,26,48,49
C,38,49,50
I,96,50,51
C,35,51,52
V,31,52,53
V,11,53,54
C,72,54,55
R,30,55,56
C,71,56,57
V,26,57,58
V,19,58,59
V,41,59,60
C,89,60,61
I,21,61,62
C,29,62,63
I,44,63,64
I,1,64,65
V,54,65,66
I,52,66,67
C,56,67,68
C,58,68,69
I,90,69,70
I,61,70,71
I,88,71,72
V,87,72,73
V,71,73,74
C,97,74,75
V,10,75,76
I,58,76,77
R,77,77,78
R,42,78,79
V,37,79,80
V,2,80,81
C,30,81,82
R,75,82,83
C,91,83,84
R,57,84,85
V,12,85,86
R,54,86,87
V,49,87,88
V,100,88,89
V,86,89,90
I,90,90,91
I,90,91,92
I,56,92,93
R,25,93,94
R,75,94,95
V,91,95,96
V,14,96,97
V,15,97,98
C,91,98,99
V,70,99,100
R,75,100,101
R,53,101,102
I,6,102,103
C,40,103,104
I,69,104,105
R,20,105,106
I,30,106,107
V,76,107,108
C,42,108,109
R,15,109,110
R,18,110,111
C,58,111,112
I,18,112,113
C,10,113,114
V,29,114,115
V,75,115,116
V,65,116,117
V,79,117,118
C,94,118,119
I,42,119,120
R,87,120,121
R,99,121,122
V,48,122,123
R,57,123,124
I,37,124,125
R,21,125,126
V,32,126,127
I,55,127,128
I,39,128,129
R,34,129,130
V,81,130,131
R,94,131,132
I,83,132,133
R,69,133,134
R,84,134,135
C,3,135,136
R,89,136,137
V,71,137,138
R,26,138,139
R,77,139,140
I,25,140,141
I,15,141,142
R,37,142,143
I,38,143,144
I,91,144,145
C,77,145,146
V,78,146,147
I,100,147,148
I,60,148,149
C,2,149,150
R,23,150,151
I,34,151,152
R,91,152,153
I,42,153,154
R,74,154,155
V,89,155,156
V,40,156,157
C,79,157,158
R,38,158,159
V,37,159,160
I,34,160,161
C,93,161,162
I,44,162,163
I,20,163,164
C,33,164,165
V,79,165,166
R,44,166,167
C,94,167,168
R,37,168,169
I,78,169,170
V,5,170,171
R,65,171,172
V,13,172,173
C,26,173,174
V,3,174,175
R,99,175,176
V,50,176,177
R,44,177,178
R,10,178,179
I,58,179,180
V,4,180,181
R,97,181,182
R,70,182,183
C,34,183,184
V,31,184,185
I,92,185,186
V,73,186,187
C,59,187,188
R,47,188,189
V,11,189,190
R,39,190,191
I,50,191,192
V,38,192,193
V,16,193,194
R,29,194,195
C,27,195,196
V,64,196,197
R,89,197,198
V,89,198,199
R,31,199,200
I,46,200,201
C,63,201,202
V,26,202,203
V,86,203,204
I,14,204,205
I,70,205,206
R,52,206,207
I,63,207,208
R,59,208,209
R,28,209,210
R,80,210,211
V,52,211,212
R,12,212,213
V,43,213,214
I,9,214,215
I,71,215,216
V,52,216,217
I,58,217,218
R,100,218,219
C,14,219,220
C,7,220,221
I,8,221,222
C,42,222,223
I,59,223,224
I,66,224,225
R,56,225,226
R,7,226,227
I,55,227,228
C,93,228,229
R,30,229,230
I,9,230,231
I,89,231,232
V,87,232,233
I,77,233,234
V,46,234,235
C,85,235,236
I,25,236,237
C,61,237,238
R,18,238,239
R,58,239,240
C,16,240,241
C,22,241,242
C,14,242,243
R,12,243,244
I,57,244,245
R,61,245,246
I,62,246,247
C,82,247,248
I,71,248,249
V,76,249,250
C,89,250,251
C,36,251,252
C,53,252,253
V,70,253,254
C,12,254,255
I,22,255,256
V,63,256,257
R,79,257,258
V,87,258,259
R,25,259,260
C,91,260,261
V,4,261,262
V,3,262,263
I,86,263,264
I,15,264,265
R,66,265,266
C,51,266,267
R,75,267,268
R,48,268,269
R,68,269,270
V,46,270,271
I,7,271,272
C,51,272,273
R,55,273,274
I,13,274,275
R,3,275,276
V,39,276,277
C,17,277,278
I,29,278,279
R,74,279,280
R,2,280,281
R,79,281,282
R,32,282,283
I,32,283,284
C,49,284,285
V,90,285,286
I,9,286,287
V,46,287,288
R,65,288,289
V,58,289,290
C,20,290,291
I,13,291,292
R,14,292,293
V,99,293,294
R,89,294,295
V,84,295,296
V,1,296,297
R,36,297,298
R,87,298,299
V,81,299,300
V,81,300,301
R,30,301,302
R,50,302,303
V,50,303,304
C,32,304,305
C,67,305,306
C,5,306,307
R,99,307,308
R,52,308,309
R,4,309,310
R,25,310,311
C,2,311,312
R,90,312,313
C,75,313,314
C,97,314,315
V,93,315,316
V,75,316,317
R,99,317,318
I,4,318,319
R,1,319,320
I,26,320,321
C,4,321,322
C,49,322,323
C,72,323,324
C,80,324,325
I,56,325,326
V,53,326,327
C,95,327,328
V,12,328,0
R,2,241,329
R,58,330,331
V,16,331,332
I,46,332,333
R,12,333,334
R,95,334,335
R,14,335,336
R,62,336,337
I,65,337,338
R,57,338,339
V,87,339,340
I,18,340,341
C,45,341,342
R,15,342,343
I,20,343,344
I,77,344,345
I,97,345,346
I,14,346,347
R,86,347,348
V,94,348,349
R,13,349,350
V,46,350,351
I,64,351,352
C,74,352,353
R,49,353,354
R,36,354,355
R,36,355,356
R,65,356,357
V,12,357,358
R,7,358,359
C,37,359,360
R,1,360,361
V,48,361,362
R,22,362,363
C,22,363,364
I,65,364,365
C,61,365,366
V,16,366,367
I,24,367,368
V,56,368,369
V,71,369,370
I,15,370,371
C,7,371,372
C,35,372,373
R,1,373,374
V,15,374,375
I,16,375,376
C,65,376,377
C,50,377,378
V,30,378,379
R,50,379,380
I,11,380,381
R,56,381,382
V,68,382,383
C,83,383,384
I,36,384,385
V,54,385,386
R,70,386,387
I,23,387,388
I,85,388,389
I,91,389,390
R,36,390,391
R,28,391,392
R,53,392,393
I,84,393,394
R,32,394,395
V,72,395,396
C,20,396,397
V,66,397,398
I,70,398,399
C,10,399,400
C,22,400,401
R,50,401,402
V,5,402,403
I,94,403,404
R,23,404,405
R,86,405,406
C,72,406,407
V,70,407,408
I,94,408,409
R,81,409,410
I,73,410,411
R,43,411,412
C,2,412,413
C,65,413,414
C,21,414,415
V,45,415,416
I,79,416,417
V,32,417,418
R,97,418,419
V,58,419,420
R,92,420,421
C,95,421,422
R,85,422,423
R,24,423,424
I,2,424,425
I,94,425,426
I,53,426,427
I,50,427,428
I,28,428,429
R,97,429,430
R,83,430,431
V,52,431,432
C,97,432,433
C,45,433,434
I,75,434,435
R,34,435,436
C,88,436,437
C,43,437,438
C,27,438,439
R,59,439,440
C,43,440,441
R,71,441,442
R,71,442,443
C,94,443,444
I,92,444,445
R,57,445,446
R,80,446,447
C,62,447,448
C,22,448,449
V,89,449,450
V,15,450,451
I,80,451,452
V,11,452,453
R,37,453,454
I,99,454,455
V,88,455,456
R,28,456,457
I,53,457,458
V,29,458,459
R,71,459,460
V,91,460,461
C,13,461,462
C,36,462,463
I,57,463,464
I,1,464,465
R,95,465,466
V,5,466,467
C,100,467,468
I,58,468,469
R,1,469,470
R,62,470,471
V,64,471,472
R,30,472,473
R,93,473,474
R,73,474,475
C,25,475,476
R,88,476,477
C,24,477,478
V,81,478,479
I,26,479,480
V,34,480,481
C,47,481,482
I,91,482,483
C,66,483,484
I,75,484,485
I,2,485,486
I,70,486,487
C,60,487,488
I,27,488,489
R,16,489,490
R,28,490,491
V,30,491,492
C,94,492,493
V,29,493,494
I,67,494,495
V,34,495,496
C,75,496,497
R,19,497,498
I,76,498,499
R,55,499,500
R,11,500,501
I,46,501,502
I,34,502,503
V,71,503,504
C,12,504,505
I,58,505,506
R,51,506,507
V,9,507,508
R,32,508,509
R,96,509,510
R,77,510,511
I,52,511,512
V,36,512,513
C,43,513,514
V,98,514,515
I,49,515,516
I,91,516,517
R,56,517,518
I,97,518,519
I,28,519,520
C,27,520,521
V,75,521,522
C,91,522,523
I,49,523,524
I,28,524,525
R,100,525,526
I,98,526,527
I,97,527,528
C,75,528,529
I,92,529,530
R,6,530,531
R,74,531,532
R,34,532,533
C,34,533,534
V,75,534,535
V,88,535,536
R,67,536,537
V,51,537,538
V,63,538,539
I,95,539,540
I,93,540,541
R,15,541,542
R,23,542,543
C,3,543,544
R,73,544,545
I,49,545,546
C,48,546,547
V,46,547,548
R,24,548,549
I,91,549,550
V,32,550,551
I,72,551,552
I,19,552,553
V,67,553,554
V,94,554,555
V,7,555,556
C,80,556,557
R,35,557,558
R,10,558,559
V,45,559,560
C,78,560,561
C,32,561,562
V,54,562,563
V,74,563,564
R,84,564,565
V,46,565,566
I,59,566,567
C,25,567,568
I,100,568,569
V,48,569,570
R,64,570,571
V,91,571,572
C,48,572,573
V,57,573,574
V,75,574,575
V,50,575,576
V,85,576,577
I,39,577,578
V,73,578,579
I,32,579,580
C,26,580,581
V,7,581,582
I,64,582,583
I,8,583,584
R,98,584,585
V,81,585,586
V,63,586,587
I,55,587,588
C,91,588,589
V,97,589,590
I,9,590,591
V,71,591,592
V,31,592,593
C,4,593,594
V,34,594,595
R,2,595,596
V,4,596,597
C,63,597,598
I,50,598,599
C,55,599,600
I,51,600,601
C,6,601,602
C,85,602,603
V,87,603,604
R,68,604,605
I,90,605,606
V,43,606,607
C,79,607,608
R,10,608,609
C,39,609,610
I,56,610,611
C,43,611,612
V,30,612,613
C,62,613,614
R,31,614,615
V,82,615,616
C,8,616,617
R,100,617,618
C,23,618,619
R,71,619,620
R,52,620,621
R,93,621,622
I,99,622,623
V,78,623,624
V,69,624,625
I,57,625,626
V,57,626,627
C,26,627,628
R,68,628,629
R,67,629,630
C,76,630,631
I,95,631,632
C,16,632,633
R,62,633,634
C,33,634,635
I,9,635,636
C,90,636,637
C,77,637,638
V,27,638,639
C,42,639,640
R,90,640,641
I,34,641,642
I,4,642,643
I,74,643,644
C,23,644,645
C,16,645,646
V,5,646,647
I,83,647,648
I,35,648,649
V,40,649,650
R,52,650,651
I,26,651,652
C,73,652,653
V,92,653,654
R,17,654,655
R,19,655,656
I,4,656,657
V,24,657,658
I,4,658,659
V,18,659,660
R,1,660,661
I,13,661,662
C,23,662,663
R,88,663,664
V,8,664,665
R,52,665,666
V,21,666,667
I,26,667,668
I,18,668,669
V,18,669,670
V,91,670,671
V,81,671,672
I,46,672,673
R,58,673,674
I,31,674,675
R,57,675,676
V,76,676,677
R,63,677,678
I,18,678,679
R,33,679,680
R,67,680,681
R,91,681,682
V,70,682,683
I,14,683,684
V,60,684,685
R,84,685,686
I,25,686,687
V,72,687,688
C,98,688,689
I,20,689,690
I,22,690,691
V,35,691,692
C,15,692,693
I,69,693,694
C,72,694,695
C,56,695,696
V,98,696,697
R,98,697,698
V,16,698,699
V,77,699,700
R,35,700,701
I,40,701,702
I,1,702,703
V,97,703,704
I,12,704,705
R,81,705,706
I,25,706,707
I,26,707,708
I,14,708,709
C,86,709,710
V,85,710,711
C,72,711,712
R,74,712,713
V,42,713,714
C,80,714,715
I,54,715,716
V,44,716,717
C,18,717,718
C,51,718,719
V,19,719,720
C,23,720,721
R,78,721,722
V,78,722,723
V,48,723,212
V,9,539,137
I,74,513,439
C,9,250,220
R,99,184,334
I,49,118,493
R,23,429,105
R,96,298,178
I,48,346,34
V,16,607,390
C,50,171,347
R,70,147,421
I,92,243,700
I,68,511,392
C,97,23,252
C,66,571,23
I,68,537,662
C,88,524,526
I,56,411,154
C,86,316,34
C,99,708,204
R,35,453,133
I,24,628,630
I,38,201,622
I,31,476,361
I,24,320,178
V,26,174,413
R,79,109,642
V,40,216,515
V,61,551,23
I,56,279,337
I,11,277,395
C,27,56,197
R,22,100,608
C,69,105,56
I,26,431,590
I,94,453,426
C,10,273,333
R,79,86,622
C,56,429,497
I,59,667,294
C,6,505,256
R,92,609,112
V,48,144,672
R,51,420,37
V,24,680,310
V,4,433,121
R,39,228,694
V,58,413,715
C,87,575,411
I,28,180,69
C,80,649,667
C,63,605,206
C,99,2,668
I,49,487,607
C,9,441,209
I,14,254,664
I,71,562,362
I,91,445,476
V,34,501,516
I,82,501,505
I,92,696,604
R,11,310,225
R,50,66,410
C,41,701,513
V,42,215,494
V,63,600,563
R,81,263,684
R,88,214,621
I,72,581,372
C,95,229,451
I,24,301,201
R,5,461,169
V,29,247,532
I,75,116,267
I,9,300,66
R,92,98,11
R,94,281,144
R,27,184,257
C,21,94,651
V,32,252,539
R,87,584,279
R,8,655,560
I,28,123,115
R,6,181,294
C,13,73,653
I,47,563,74
C,20,138,436
V,71,199,186
I,52,361,474
V,80,302,118
R,69,246,707
V,99,44,565
I,75,293,180
V,97,547,22
V,97,308,367
I,8,494,384
V,41,697,503
R,86,463,254
I,32,136,421
C,18,513,435
V,24,259,610
R,90,464,118
R,78,99,37
R,29,636,157
C,78,572,673
C,82,385,2
V,67,412,400
R,57,536,425
C,18,169,576
C,76,18,244
I,91,422,463
V,93,673,588
C,73,188,322
I,91,51,36
I,21,129,479
R,29,615,5
V,45,470,102
R,58,406,524
V,82,60,202
I,37,57,697
R,80,68,294
I,69,48,102
I,3,203,671
R,19,214,356
R,50,251,302
V,84,219,618
R,7,348,185
V,22,154,358
V,34,254,525
V,24,565,39
V,20,638,71
I,3,259,561
I,4,467,287
R,2,320,455
V,17,74,513
V,43,35,522
C,79,637,561
C,23,66,17
R,48,278,200
R,99,556,460
R,20,633,166
V,43,100,472
C,83,78,311
C,59,55,708
R,36,170,379
R,81,650,69
I,10,43,631
I,20,111,601
I,15,75,433
R,49,191,246
R,67,506,637
I,39,315,137
I,74,205,684
C,31,487,242
I,45,473,371
V,1,212,264
I,26,239,116
V,50,167,716
I,10,359,60
R,100,204,475
R,89,624,183
V,42,697,464
R,31,452,222
I,63,478,103
C,71,199,179
V,9,91,449
C,27,394,427
V,64,400,599
V,54,272,315
R,61,545,659
V,90,577,410
C,60,680,138
V,20,530,63
R,20,293,339
I,54,289,606
I,23,179,404
C,19,622,21
C,30,427,537
R,39,22,492
C,13,619,318
I,14,634,548
I,37,81,314
I,68,704,496
C,15,617,12
I,30,110,45
C,84,364,583
C,34,290,589
V,72,494,189
V,92,559,18
R,22,100,394
V,34,22,94
C,85,53,75
I,15,261,136
C,65,5,357
V,19,410,155
R,93,318,511
C,36,523,349
V,69,79,467
V,38,409,456
R,94,623,427
R,30,503,364
C,94,477,538
V,54,311,359
V,12,415,660
C,49,426,321
R,17,17,101
R,7,594,697
C,8,178,270
