type,value,start_node,end_node
R,25,0,1
V,20,2,3
R,83,3,4
R,43,4,5
V,9,5,6
C,37,6,7
R,96,7,8
V,7,8,9
R,54,9,10
C,14,10,11
V,47,11,12
V,93,12,13
I,38,13,14
C,41,14,15
V,3,15,16
C,83,16,17
I,23,17,18
C,47,18,19
R,56,19,20
C,26,20,21
R,29,21,22
V,4,22,23
I,23,23,24
V,19,24,25
V,85,25,26
I,46,26,27
C,12,27,28
I,11,28,29
R,11,29,30
C,62,30,31
V,68,31,32
I,26,32,33
I,58,33,34
I,92,34,35
C,89,35,0
V,12,8,36
I,62,37,38
V,2,38,39
R,66,39,40
C,37,40,41
I,7,41,42
V,29,42,43
R,6,43,44
R,80,44,45
I,36,45,46
R,35,46,47
V,6,47,48
V,47,48,49
R,70,49,50
V,85,50,51
C,57,51,52
I,28,52,53
I,30,53,54
V,59,54,55
I,10,55,56
R,15,56,57
V,8,57,58
C,30,58,59
V,55,59,60
R,94,60,61
R,89,61,62
R,27,62,24
V,12,21,63
R,89,64,65
R,9,65,66
I,48,66,67
R,4,67,68
I,2,68,69
C,42,69,70
C,97,70,71
R,43,71,72
C,42,72,73
C,98,73,74
C,73,74,75
R,70,75,76
I,69,76,77
R,16,77,78
C,86,78,79
I,19,79,80
R,50,80,81
V,67,81,82
I,3,82,83
C,52,83,84
V,85,84,85
I,14,85,86
C,36,86,87
V,23,87,88
C,19,88,89
R,83,89,56
R,28,77,46
R,40,47,49
R,30,23,89
V,1,37,7
I,2,21,32
V,88,73,56
C,49,7,6
I,96,46,72
C,86,86,83
C,69,3,51
R,25,74,50
V,57,15,33
V,7,25,20
V,52,69,13
V,88,89,2
R,54,45,46
C,8,27,26
I,79,85,35
C,45,50,85
I,76,69,78
C,81,39,11
I,84,11,42
I,89,27,31
R,53,45,80
C,86,30,76
I,48,16,20
R,94,68,47
V,36,22,56
I,19,50,16
V,91,80,70
C,18,1,6
V,40,80,68
V,2,7,86
I,66,24,3
I,69,49,85
C,29,14,75
C,81,42,79
C,89,49,19
V,74,23,84
I,96,48,77
C,49,20,56
R,6,76,80
V,38,32,77
V,60,73,71
R,5,75,61
C,69,9,88
V,86,85,75
C,13,28,2
V,3,16,84
V,90,2,12
I,37,52,30
R,88,75,43
R,1,33,49
V,38,61,13
V,49,52,25
I,21,60,44
I,80,54,29
I,33,21,0
I,27,8,60
V,63,74,19
V,53,3,79
R,71,17,32
V,50,35,88
V,23,83,64
C,17,67,81
V,26,43,54
I,50,4,36
I,89,3,15
C,59,23,74
V,8,27,26
R,14,36,67
I,72,41,39
R,61,14,51
C,83,46,9
V,69,17,41
R,59,32,30
V,47,70,28
V,36,11,9
R,64,82,45
C,13,72,0
C,50,6,64
R,93,23,45
C,57,59,28
I,42,51,61
C,55,44,60
I,43,78,3
V,56,63,64
I,47,51,26
V,39,5,6
V,28,41,46
C,48,61,66
R,63,8,26
R,100,69,56
I,45,68,37
V,80,2,80
V,67,83,65
I,25,8,68
I,41,9,63
I,96,67,18
R,82,42,55
C,6,48,70
I,57,65,64
C,11,46,51
R,64,19,45
R,27,53,85
I,10,37,74
C,98,82,79
I,49,81,18
R,87,0,8
R,66,35,40
I,39,0,51
C,87,38,18
I,26,51,35
V,1,70,4
C,4,13,28
R,86,80,4
I,17,16,80
I,12,12,89
R,92,36,62
C,56,33,68
V,35,71,42
V,12,17,47
C,93,17,27
