type,value,start_node,end_node
V,42,0,1
R,23,2,3
V,35,3,4
I,67,4,5
C,51,5,6
V,43,6,7
I,77,7,8
V,42,8,9
I,39,9,10
I,53,10,0
V,41,9,11
C,10,12,13
R,49,13,14
C,23,14,15
V,95,15,16
R,12,16,17
V,89,17,18
C,9,18,19
V,6,19,20
R,43,20,21
V,64,21,22
R,85,22,23
R,1,23,24
I,64,24,25
R,3,25,26
C,94,26,27
I,22,27,28
V,81,28,29
I,73,29,30
R,87,30,31
V,29,31,32
I,96,32,33
R,82,33,34
I,15,34,35
V,34,35,36
V,5,36,37
R,76,37,38
V,67,38,39
V,36,39,5
I,59,39,40
C,9,41,42
I,79,42,43
C,96,43,44
C,91,44,38
C,5,30,29
I,27,38,22
V,13,9,20
C,63,40,5
C,55,18,22
R,74,5,20
C,7,11,39
C,32,6,24
I,80,23,13
R,22,24,1
I,83,7,40
C,58,1,28
R,21,25,40
R,87,24,16
C,16,22,18
R,93,26,0
C,9,15,33
I,88,32,19
I,84,15,43
I,72,33,10
V,83,41,40
R,40,21,14
V,52,44,5
I,18,19,41
V,89,30,2
C,92,22,14
C,48,19,1
I,19,39,8
V,4,4,33
I,95,25,22
C,78,36,22
R,94,43,0
V,2,4,29
V,40,35,10
I,79,5,3
R,12,25,20
C,87,17,0
R,59,41,14
I,46,34,32
I,24,4,44
V,95,34,20
C,97,22,26
I,2,21,28
C,24,29,21
I,16,38,21
C,19,35,42
C,61,30,2
I,18,33,12
R,37,13,2
R,77,18,0
C,36,2,30
C,30,36,7
V,62,23,3
I,67,1,33
V,97,28,37
R,48,16,10
C,82,13,15
R,13,3,12
C,7,5,39
I,9,14,44
C,92,20,4
R,93,13,30
V,35,13,8
I,6,19,14
V,36,23,37
R,93,36,19
C,51,20,40
V,77,33,44
C,9,22,14
R,81,30,7
C,67,32,1
V,95,0,19
V,87,11,38
I,45,32,15
C,53,22,32
R,49,19,40
I,40,8,38
V,45,25,40
C,1,20,8
V,13,8,4
V,26,27,14
V,52,32,35
V,91,2,20
I,56,0,23
I,5,22,20
I,79,9,2
V,7,15,4
