type,value,start_node,end_node
V,93,0,1
I,8,2,3
I,67,3,4
V,90,4,5
R,4,5,6
R,50,6,7
C,40,7,8
R,65,8,9
C,82,9,10
R,39,10,11
V,78,11,12
V,62,12,13
C,45,13,14
R,62,14,15
V,42,15,16
I,84,16,17
R,94,17,18
V,30,18,19
V,42,19,20
C,51,20,21
R,27,21,22
R,57,22,23
C,72,23,24
R,51,24,25
R,48,25,26
V,46,26,27
I,92,27,28
V,94,28,29
V,34,29,30
C,53,30,31
I,55,31,32
C,80,32,33
R,93,33,34
C,86,34,35
I,67,35,36
V,69,36,37
C,38,37,38
I,80,38,39
C,92,39,40
C,13,40,41
I,67,41,42
V,20,42,43
V,23,43,44
R,50,44,45
V,7,45,46
I,48,46,47
I,65,47,48
V,65,48,49
V,45,49,50
R,45,50,51
I,52,51,52
I,85,52,53
R,26,53,54
R,35,54,55
I,62,55,56
R,88,56,57
I,37,57,58
V,34,58,59
R,10,59,60
R,72,60,61
C,59,61,62
V,95,62,63
R,16,63,64
C,60,64,65
R,84,65,66
C,65,66,67
R,53,67,68
I,57,68,69
V,1,69,70
C,38,70,71
I,74,71,72
C,68,72,73
I,74,73,74
V,26,74,75
C,45,75,76
V,84,76,77
R,49,77,78
C,18,78,79
C,16,79,80
C,99,80,81
R,51,81,82
I,66,82,83
I,68,83,84
R,19,84,85
I,11,85,86
I,94,86,87
C,97,87,88
I,98,88,89
V,29,89,90
I,40,90,91
V,83,91,92
V,55,92,93
I,22,93,94
R,49,94,95
V,89,95,96
I,52,96,97
C,74,97,98
C,36,98,99
C,94,99,100
R,50,100,101
I,40,101,102
R,14,102,103
R,86,103,104
I,24,104,105
I,18,105,106
R,80,106,107
R,80,107,108
R,80,108,109
I,59,109,110
R,63,110,111
I,66,111,112
V,55,112,113
V,82,113,114
I,58,114,115
V,12,115,116
R,10,116,117
V,66,117,118
I,20,118,119
C,24,119,120
C,42,120,121
I,85,121,122
I,34,122,123
C,27,123,124
R,90,124,125
V,65,125,126
I,95,126,127
C,28,127,128
I,87,128,129
V,53,129,130
C,94,130,131
C,77,131,132
C,59,132,133
I,23,133,134
C,63,134,135
R,97,135,136
R,56,136,137
C,15,137,138
R,78,138,139
I,16,139,140
V,29,140,141
C,30,141,142
R,68,142,143
R,63,143,144
C,71,144,145
C,22,145,146
V,84,146,147
C,99,147,148
R,71,148,149
C,54,149,150
C,12,150,151
V,52,151,152
C,59,152,153
V,80,153,154
R,55,154,155
I,7,155,156
I,87,156,157
R,32,157,158
V,14,158,159
C,72,159,160
V,6,160,161
R,19,161,162
V,88,162,163
R,18,163,164
R,54,164,165
I,63,165,166
C,34,166,167
C,69,167,168
C,41,168,169
V,14,169,170
R,52,170,171
I,2,171,172
V,3,172,173
V,58,173,174
I,63,174,175
R,20,175,176
C,51,176,177
V,74,177,178
V,36,178,179
I,97,179,180
I,82,180,181
C,25,181,182
C,9,182,183
C,38,183,184
C,23,184,185
C,15,185,186
V,76,186,187
I,68,187,188
R,43,188,189
V,64,189,190
R,45,190,191
V,12,191,192
V,34,192,193
C,26,193,194
V,80,194,195
I,46,195,196
V,21,196,197
I,99,197,198
I,99,198,199
R,62,199,200
C,76,200,201
R,63,201,202
V,100,202,203
I,60,203,204
C,88,204,205
I,88,205,206
C,19,206,207
I,100,207,208
C,36,208,209
C,57,209,210
C,9,210,211
R,78,211,212
I,6,212,213
C,40,213,214
I,63,214,215
I,96,215,216
C,33,216,217
I,67,217,218
I,78,218,219
C,68,219,220
V,37,220,221
V,41,221,222
V,50,222,223
C,41,223,224
I,14,224,225
I,3,225,226
I,38,226,227
R,68,227,228
C,59,228,229
R,87,229,230
C,15,230,231
I,33,231,232
V,54,232,233
C,20,233,234
I,75,234,235
R,40,235,236
I,59,236,237
C,27,237,238
V,8,238,239
I,6,239,240
C,83,240,241
V,31,241,242
C,51,242,243
R,93,243,244
I,43,244,245
V,70,245,246
C,65,246,247
I,61,247,248
V,46,248,249
V,48,249,250
I,64,250,251
V,6,251,252
V,6,252,253
C,30,253,254
I,73,254,255
I,79,255,256
I,68,256,257
R,46,257,258
R,32,258,259
V,34,259,260
I,42,260,261
R,79,261,262
V,15,262,263
V,35,263,264
I,22,264,265
I,95,265,266
R,67,266,267
I,56,267,268
C,65,268,269
C,70,269,270
V,31,270,271
V,33,271,272
I,54,272,273
R,10,273,274
V,9,274,275
I,18,275,276
V,22,276,277
R,23,277,278
V,74,278,279
C,83,279,280
R,63,280,281
R,80,281,282
C,72,282,283
I,20,283,284
C,73,284,285
V,58,285,286
V,31,286,287
I,16,287,288
R,48,288,289
R,59,289,290
R,80,290,291
R,69,291,292
R,18,292,293
V,16,293,294
I,92,294,295
C,84,295,296
R,8,296,297
C,51,297,298
