type,value,start_node,end_node
R,83,0,1
V,33,2,3
R,41,3,4
V,85,4,5
V,91,5,6
V,4,6,7
I,48,7,8
I,60,8,9
R,91,9,10
V,57,10,11
V,60,11,12
V,63,12,13
I,81,13,14
C,60,14,15
I,68,15,16
C,36,16,17
R,12,17,18
R,74,18,19
I,6,19,20
V,96,20,21
R,34,21,22
V,80,22,23
V,100,23,24
I,77,24,25
C,39,25,26
I,37,26,27
V,96,27,28
I,58,28,29
V,91,29,30
I,21,30,31
V,59,31,32
V,28,32,33
R,90,33,34
R,17,34,35
C,85,35,36
V,36,36,37
C,59,37,38
I,7,38,39
R,35,39,40
C,91,40,41
I,65,41,42
R,94,42,43
I,3,43,0
I,75,29,44
C,38,45,46
C,87,46,47
R,85,47,48
V,7,48,49
I,54,49,50
R,26,50,51
R,52,51,52
I,15,52,53
I,40,53,54
C,28,54,55
I,22,55,56
I,62,56,57
C,24,57,58
C,61,58,59
V,77,59,60
I,5,60,61
I,47,61,62
R,46,62,63
R,92,63,64
I,13,64,65
V,53,65,66
C,28,66,67
C,26,67,68
V,51,68,69
R,67,69,70
V,24,70,71
V,50,71,72
I,28,72,73
R,96,73,74
I,64,74,75
R,51,75,76
R,89,76,77
C,67,77,78
R,81,78,79
I,98,79,80
V,49,80,81
V,38,81,82
R,53,82,83
C,15,83,84
R,42,84,85
R,34,85,86
I,76,86,87
V,59,87,88
V,11,88,89
C,68,89,90
R,65,90,91
V,24,91,92
I,43,92,93
R,98,93,94
C,77,94,95
C,83,95,96
I,77,96,97
I,50,97,98
V,13,98,13
R,32,15,99
V,24,100,101
R,76,101,102
V,3,102,103
V,7,103,104
C,35,104,105
I,27,105,106
C,63,106,107
V,80,107,108
C,55,108,109
R,25,109,110
R,2,110,111
R,55,111,112
V,58,112,113
V,30,113,114
I,58,114,115
I,83,115,116
V,25,116,117
I,30,117,118
V,50,118,119
C,89,119,120
R,41,120,121
C,78,121,122
V,37,122,123
R,38,123,124
I,29,124,125
V,53,125,126
C,55,126,127
C,35,127,128
R,55,128,129
V,26,129,130
V,81,130,131
R,69,131,132
V,23,132,133
V,20,133,134
R,4,134,135
V,50,135,136
I,59,136,137
V,20,137,138
C,31,138,139
C,85,139,140
V,75,140,141
C,96,141,142
R,60,142,143
C,60,143,144
I,22,144,145
R,51,145,146
V,62,146,147
I,73,147,148
V,96,148,149
V,98,149,150
R,84,150,151
C,86,151,152
C,65,152,153
R,81,153,154
R,73,154,155
C,47,155,156
I,76,156,157
I,63,157,158
R,61,158,159
R,67,159,160
C,34,160,161
R,6,161,162
I,69,162,163
C,91,163,164
R,31,164,165
V,18,165,166
V,91,166,167
V,79,167,168
R,6,168,169
R,8,169,170
C,57,170,171
V,34,171,172
V,59,172,173
I,48,173,174
C,62,174,175
I,60,175,176
V,77,176,177
C,48,177,178
C,98,178,179
C,74,179,180
C,25,180,57
R,92,36,98
C,60,47,54
C,37,106,17
V,93,49,48
I,100,71,118
I,80,79,15
C,45,145,47
C,72,107,17
R,52,57,177
I,31,153,169
R,49,109,35
C,72,170,176
R,51,50,67
R,55,84,17
R,86,180,177
I,6,78,76
C,92,148,83
R,25,114,54
V,42,151,17
R,98,38,172
C,15,3,144
I,30,180,172
R,39,50,38
R,79,104,74
R,19,48,165
V,14,122,135
I,75,28,118
R,84,19,6
V,69,77,128
I,75,133,120
V,41,157,171
R,87,76,69
R,6,10,35
C,91,44,52
C,35,37,149
R,3,88,2
C,11,173,67
R,28,151,24
I,6,155,9
R,74,53,105
V,2,23,146
I,23,113,51
V,76,54,120
V,34,99,9
C,91,90,2
C,85,123,124
I,20,94,40
I,88,131,136
R,33,27,47
I,99,153,62
I,1,104,59
C,84,12,19
V,84,40,48
I,13,17,66
R,6,37,75
V,100,64,37
C,72,52,149
C,71,54,10
R,29,78,143
V,51,122,61
R,15,26,65
I,57,26,59
V,42,135,110
I,71,20,52
V,46,76,107
C,8,38,143
R,59,128,112
R,8,98,6
R,12,135,134
I,97,169,99
I,93,32,35
R,97,10,25
C,1,72,88
V,48,93,102
R,65,137,158
V,67,36,117
C,30,55,26
V,30,59,47
V,1,34,100
I,92,165,6
V,13,110,34
C,16,14,102
C,87,146,144
R,2,36,136
I,86,166,26
I,39,16,163
I,75,46,66
V,3,136,7
I,65,49,101
V,40,127,113
C,63,61,128
I,54,154,176
V,16,141,179
I,52,31,141
C,12,115,75
R,27,57,111
R,42,125,165
R,15,165,31
R,77,25,16
I,59,112,53
I,58,89,131
I,64,74,121
I,1,107,78
C,5,47,64
V,60,92,41
C,17,88,70
R,9,56,141
V,49,143,90
R,14,125,22
R,26,26,165
R,55,158,139
C,9,2,77
C,55,56,96
R,54,11,50
R,31,135,78
I,98,74,125
R,43,157,164
I,12,70,98
V,11,35,168
V,88,159,18
C,54,113,3
I,82,92,119
V,50,175,73
V,80,35,77
R,20,133,60
I,7,90,31
V,77,6,141
C,1,118,11
R,49,67,138
V,15,23,175
C,31,12,45
R,24,73,88
I,75,43,95
V,31,177,92
C,56,60,102
C,37,32,133
V,5,18,153
C,71,25,158
I,88,78,139
I,51,92,78
R,49,103,13
V,33,21,136
V,70,16,73
V,19,65,117
I,64,121,132
V,37,173,135
