type,value,start_node,end_node
C,60,0,1
I,40,1,0
I,33,0,2
I,79,3,1
I,82,0,4
I,25,4,0
R,1,0,5
I,94,5,1
R,35,2,6
I,23,7,3
C,71,4,1
R,72,2,3
C,91,5,4
I,76,5,4
V,92,7,3
R,47,3,4
R,59,0,1
C,25,3,6
I,76,4,1
R,77,4,3
R,65,2,1
V,34,1,2
C,17,0,6
V,82,4,7
V,43,2,1
V,41,1,3
C,47,2,0
V,48,6,2
V,75,2,1
V,76,7,0
I,56,3,6
V,76,1,3
R,91,1,7
V,37,4,6
C,77,2,4
C,88,7,0
I,61,2,7
I,87,3,6
R,27,2,6
I,94,3,1
V,20,7,1
R,54,3,2
I,69,6,1
V,84,1,7
V,79,6,2
C,24,1,6
I,23,1,5
R,3,7,4
C,30,5,1
V,57,2,6
R,18,1,2
R,7,5,2
V,11,3,0
I,7,5,2
I,67,5,6
V,16,6,7
R,53,4,7
C,18,0,2
C,15,7,6
R,34,5,7
I,67,5,1
