type,value,start_node,end_node
R,46,0,1
C,85,2,3
R,39,3,4
V,31,4,5
C,5,5,6
V,32,6,7
C,82,7,0
R,37,6,8
I,2,9,10
R,4,10,11
I,32,11,12
I,75,12,13
R,71,13,14
I,21,14,15
R,54,15,16
I,61,16,17
R,38,17,18
C,27,18,19
V,55,19,20
V,44,20,21
V,58,21,22
V,99,22,23
I,66,23,24
C,35,24,25
C,67,25,26
I,88,26,5
R,27,25,27
V,24,28,29
V,87,29,30
I,28,30,31
V,55,31,32
R,81,32,33
C,91,33,34
R,92,34,35
I,10,35,36
I,55,36,37
R,1,37,38
V,86,38,39
R,8,39,3
R,25,24,40
I,87,41,42
C,54,42,43
V,87,43,44
R,23,44,26
I,20,13,35
I,3,40,44
C,8,36,42
R,7,20,12
V,62,21,25
R,31,26,31
I,56,42,10
R,53,17,20
I,79,18,35
R,72,1,8
R,57,1,44
R,96,37,38
C,61,43,18
R,80,9,38
I,75,33,44
V,25,37,19
I,98,39,33
C,89,39,10
I,21,42,17
R,25,24,23
V,83,12,25
I,34,40,13
R,74,26,36
C,93,0,6
V,70,27,22
R,79,39,43
C,37,7,2
V,47,42,35
I,62,37,32
I,91,35,32
I,57,32,37
R,17,1,42
I,32,7,14
V,83,1,36
R,86,11,16
C,84,35,7
C,8,35,0
V,75,28,4
V,14,27,29
R,57,43,7
C,11,39,27
V,49,42,13
R,63,6,26
I,70,0,36
C,67,20,17
C,6,7,31
C,74,14,16
R,22,18,38
C,49,8,5
R,57,14,19
C,46,10,20
R,39,4,3
C,17,15,8
I,25,5,35
V,24,37,27
I,5,4,33
I,98,36,24
V,61,35,18
I,98,26,22
V,87,35,27
V,25,10,15
C,54,31,17
C,83,17,0
R,69,27,18
R,64,35,4
V,63,21,6
R,95,32,22
R,43,23,9
R,61,36,30
C,2,14,11
V,13,19,29
I,38,12,6
C,36,22,13
I,52,35,16
I,100,24,11
V,40,39,13
C,54,16,27
R,49,42,43
I,52,31,8
V,9,12,1
R,24,14,6
V,95,24,9
C,97,40,44
I,17,43,34
V,46,0,12
V,81,30,11
R,81,1,34
R,77,6,12
V,61,17,20
C,17,37,22
C,23,19,0
V,6,8,27
V,49,19,22
I,25,2,32
R,94,0,3
R,45,17,19
V,69,34,11
I,52,6,43
C,15,9,29
R,47,26,15
I,50,22,13
V,75,26,44
V,92,32,40
V,73,21,40
C,42,25,20
C,65,4,23
I,38,25,44
C,44,12,28
R,69,4,33
V,64,28,19
R,60,39,25
R,6,5,1
V,5,16,6
C,97,0,2
C,31,27,0
V,75,34,13
I,54,25,35
C,35,33,34
V,56,32,29
R,7,21,13
I,52,22,24
V,27,1,0
R,38,33,0
V,100,44,16
C,92,39,1
V,79,0,41
C,35,24,34
R,97,12,11
V,37,40,8
V,38,8,20
R,80,6,1
R,49,25,28
R,97,20,19
R,6,23,4
V,49,6,34
C,5,20,21
R,5,24,22
I,75,37,33
R,75,44,31
V,39,13,7
C,30,42,19
C,46,12,17
R,72,2,26
C,17,18,37
C,51,36,23
C,1,27,0
V,28,10,28
I,61,19,24
C,48,11,34
C,56,26,0
V,45,16,27
R,17,39,43
R,96,15,20
C,97,34,23
R,46,23,17
V,90,1,9
C,97,3,41
V,95,9,4
C,90,3,29
C,42,29,19
V,25,1,10
C,30,39,31
I,31,15,14
R,92,36,31
I,24,21,10
I,58,2,8
R,77,40,11
R,92,44,29
R,84,41,0
C,86,20,13
V,72,38,9
V,88,8,0
V,70,16,43
C,96,24,28
I,15,15,44
R,76,24,42
I,5,2,34
V,5,33,19
I,57,39,37
R,34,2,17
R,97,39,15
I,72,36,33
I,92,27,44
C,1,6,5
C,2,11,43
V,12,36,21
I,45,34,28
I,61,25,40
R,78,16,23
C,31,31,30
I,10,44,12
V,93,18,20
R,2,0,37
V,23,8,26
C,67,15,37
I,38,25,24
I,36,30,38
I,64,23,9
V,32,27,35
V,76,7,38
I,4,6,14
I,7,25,11
R,51,2,39
I,62,29,13
I,98,39,28
R,14,33,15
R,97,31,20
I,15,21,9
I,75,34,23
C,69,28,9
I,65,17,44
I,96,34,17
C,56,32,25
I,59,11,36
R,52,22,42
V,92,9,24
R,65,40,13
C,96,31,18
C,10,28,5
C,41,3,43
I,29,11,15
