type,value,start_node,end_node
I,85,0,1
I,42,2,3
V,91,3,4
I,38,4,5
V,70,5,6
C,71,6,7
C,71,7,8
V,37,8,9
I,62,9,10
V,92,10,11
V,47,11,12
I,55,12,13
I,41,13,14
R,23,14,15
I,48,15,16
V,33,16,17
V,46,17,18
V,23,18,0
C,20,15,19
C,61,20,21
C,70,21,22
V,18,22,23
V,81,23,24
R,40,24,25
I,66,25,26
C,22,26,27
I,35,27,28
R,18,28,29
R,25,29,30
V,33,30,31
V,25,31,32
C,29,32,33
V,62,33,7
C,87,14,34
R,55,35,36
C,98,36,37
C,30,37,38
R,84,38,39
R,18,39,40
C,44,40,41
C,15,41,42
I,26,42,43
C,94,43,44
V,62,44,26
I,99,25,32
R,97,7,24
R,12,24,34
V,29,34,37
I,35,44,30
V,5,26,21
I,84,26,15
I,20,12,26
I,20,36,7
I,75,9,16
V,73,15,21
C,59,13,18
R,72,40,42
C,11,12,30
C,43,39,41
I,34,44,3
R,37,16,14
I,8,25,39
R,70,5,30
C,46,25,33
V,89,37,13
I,10,20,15
V,37,27,31
C,30,23,12
I,13,44,42
I,32,20,5
I,82,44,10
I,47,25,18
R,65,9,20
R,10,10,27
I,52,11,29
V,13,15,21
R,80,3,13
V,18,16,19
V,27,32,6
V,55,28,0
R,51,31,7
V,64,22,27
I,45,28,44
C,78,34,40
R,47,24,33
C,61,24,34
R,32,33,9
I,92,12,42
R,33,23,26
C,36,24,40
V,50,39,18
C,28,6,37
C,15,31,9
V,33,13,5
R,79,32,38
R,59,36,3
R,28,31,26
V,79,26,9
I,16,43,2
V,3,0,4
I,43,41,11
I,48,31,36
V,85,39,44
V,35,28,9
C,22,19,13
R,8,25,41
R,50,11,37
I,73,26,38
C,76,37,5
V,39,27,9
I,37,27,7
R,19,44,17
R,46,40,2
R,36,9,8
C,67,18,37
R,49,3,32
R,37,31,44
I,22,38,28
I,23,39,44
I,94,16,24
C,3,1,28
V,88,17,15
I,16,11,37
V,21,25,39
V,64,41,9
I,35,15,0
V,89,18,24
R,68,41,33
V,81,20,17
I,33,43,35
C,30,22,18
I,82,42,33
R,98,35,3
V,96,10,0
V,3,23,28
V,62,39,44
I,76,43,2
I,2,9,15
I,26,32,16
R,22,4,20
V,99,38,37
C,63,20,24
V,37,41,22
I,61,36,16
I,48,38,27
V,42,41,18
R,46,24,6
R,42,3,4
I,13,20,38
R,34,18,27
V,9,30,24
I,41,9,15
R,28,5,0
V,17,27,39
V,78,33,7
R,44,26,7
C,64,33,6
I,14,11,40
V,91,18,7
R,47,40,28
C,3,23,39
C,58,36,7
I,68,24,34
V,61,24,44
V,11,26,8
V,59,10,28
R,92,15,13
C,45,35,21
R,10,28,35
I,21,25,39
R,31,29,28
V,92,35,31
C,45,25,16
C,96,21,29
C,70,29,43
C,7,10,11
V,68,40,39
V,17,21,33
V,9,12,35
C,47,33,10
C,9,10,18
I,87,0,40
C,44,6,12
R,9,16,5
R,17,30,1
V,57,24,1
C,7,27,20
R,43,17,42
C,59,26,13
R,32,12,42
V,15,19,42
V,86,20,7
R,84,0,24
V,92,23,44
V,70,12,16
V,18,26,12
V,81,15,34
I,87,30,37
R,58,30,34
I,17,28,20
V,41,43,6
R,32,20,35
C,51,10,2
V,94,3,43
I,57,10,33
R,28,15,14
R,73,36,21
R,70,1,11
I,93,5,14
I,53,9,23
C,75,2,43
C,78,15,3
V,18,22,39
V,54,16,35
V,82,35,13
C,78,38,13
I,84,31,26
R,91,2,44
I,10,1,36
R,61,39,7
C,49,16,3
