type,value,start_node,end_node
I,84,0,1
V,16,2,3
V,96,3,4
I,2,4,5
V,51,5,6
V,80,6,7
I,31,7,8
R,84,8,0
R,80,4,9
R,94,10,11
I,89,11,12
C,34,12,13
R,59,13,14
R,28,14,15
C,21,15,16
I,100,16,17
I,56,17,18
I,11,18,19
V,22,19,20
R,84,20,21
R,48,21,22
V,31,22,3
C,21,7,23
R,44,24,25
R,60,25,26
R,34,26,27
V,23,27,28
R,30,28,29
R,69,29,30
C,25,30,31
V,5,31,6
V,81,30,4
I,8,4,22
C,74,6,7
C,57,7,18
V,8,4,31
R,94,14,15
V,33,21,26
R,96,29,10
C,50,26,2
C,67,6,17
I,66,0,14
V,77,15,27
V,21,21,26
I,100,10,23
V,29,12,25
V,44,1,11
R,66,15,23
I,12,19,14
V,72,5,31
V,77,6,22
V,47,17,23
R,98,27,11
V,17,30,18
R,34,30,9
R,32,28,4
C,65,18,13
I,25,30,16
C,64,0,30
C,77,31,9
