type,value,start_node,end_node
V,-90,0,1
I,-85,2,3
V,-33,3,4
I,93,4,5
C,-49,5,6
I,0,6,7
V,-84,7,8
I,-83,8,9
V,6,9,10
C,44,10,11
I,-9,11,12
R,68,12,13
C,19,13,14
I,-52,14,15
I,-9,15,16
I,-78,16,17
R,-48,17,18
I,64,18,19
V,91,19,20
V,-63,20,21
C,2,21,22
I,1,22,23
V,-87,23,24
I,42,24,25
V,10,25,26
V,9,26,27
R,62,27,28
C,-69,28,29
R,-44,29,30
V,-2,30,31
I,-32,31,32
R,-77,32,33
R,60,33,34
V,70,34,35
R,50,35,36
C,-39,36,37
I,61,37,38
R,95,38,39
V,-94,39,40
V,-70,40,41
V,-21,41,42
I,12,42,43
V,45,43,44
R,80,44,45
I,9,45,46
C,-17,46,47
R,-92,47,48
I,-57,48,49
C,-7,49,50
C,43,50,51
R,-45,51,52
C,80,52,53
R,-78,53,54
V,-20,54,55
I,-27,55,0
I,-12,21,56
R,-22,57,58
V,3,58,59
R,35,59,60
V,29,60,61
C,-57,61,62
V,44,62,63
R,69,63,64
R,-46,64,65
V,-96,65,66
V,-75,66,67
V,-72,67,68
R,-35,68,69
V,24,69,70
V,-1,70,71
I,-32,71,72
V,-33,72,73
R,-46,73,74
I,17,74,75
I,-65,75,76
R,80,76,77
I,66,77,78
C,-61,78,79
C,-18,79,80
C,-12,80,81
C,-12,81,82
V,-73,82,83
I,-76,83,28
R,12,37,84
R,-53,85,86
V,88,86,87
C,19,87,88
I,-74,88,89
I,-21,89,90
I,-37,90,91
V,-92,91,92
C,83,92,93
I,-11,93,94
V,39,94,95
R,-1,95,96
C,-25,96,97
R,80,97,98
V,74,98,99
I,-22,99,100
V,10,100,101
R,-9,101,102
V,45,102,103
I,11,103,104
I,71,104,105
V,14,105,106
R,80,106,107
V,-70,107,108
R,9,108,109
I,29,109,110
I,80,110,111
V,-78,111,112
V,-37,112,113
R,-49,113,114
I,36,114,115
V,73,115,116
V,32,116,117
R,11,117,118
I,-11,118,119
I,87,119,120
C,-25,120,121
R,10,121,122
V,-90,122,123
C,71,123,124
V,52,124,125
V,14,125,126
R,-17,126,127
R,-47,127,15
C,20,97,48
R,66,103,104
R,-36,56,37
I,-75,106,86
V,-31,48,91
V,-87,108,49
R,39,118,123
V,-15,99,69
I,-84,27,21
R,41,103,40
I,86,22,35
V,4,1,99
C,-97,88,61
I,-5,99,105
R,5,69,82
C,-54,112,10
V,43,81,56
I,99,69,27
V,63,34,105
C,-23,19,37
R,-49,53,120
C,-93,72,45
I,20,26,6
R,7,50,44
V,-18,87,45
I,25,90,64
R,63,6,85
V,9,121,61
I,-30,120,18
V,85,113,108
C,58,46,48
R,-31,125,18
I,80,103,59
V,-66,47,74
V,-75,81,56
V,-44,40,119
C,88,55,24
I,-89,106,3
C,-72,115,107
R,-23,77,53
R,-15,71,41
C,61,12,82
V,-94,65,62
C,21,101,9
R,-64,20,61
V,27,97,67
I,-60,19,84
V,-33,62,117
R,-85,122,67
R,39,51,113
V,-22,10,49
V,42,22,42
V,44,105,46
V,-52,70,96
C,1,3,69
C,21,67,2
V,-6,91,18
C,-16,67,71
I,66,105,101
C,-93,90,114
V,-14,98,107
V,-62,46,102
R,-66,120,49
V,-38,23,34
I,26,124,122
I,52,120,58
C,-68,123,20
C,-74,74,40
V,2,20,30
I,-63,7,14
R,1,68,60
V,17,68,47
C,-11,37,57
V,-42,39,58
C,16,97,88
C,42,56,100
C,-7,84,45
C,-85,118,95
V,76,127,87
I,93,105,53
C,-8,53,74
I,31,97,46
V,65,68,29
C,-63,81,114
C,-97,36,8
C,-32,66,84
R,6,87,56
C,58,80,70
I,37,118,37
V,61,43,7
V,-79,40,5
I,29,37,19
I,-50,86,27
C,88,44,107
R,100,106,7
V,28,87,95
V,65,29,4
C,-84,38,14
V,-75,126,115
I,-15,83,60
I,47,90,27
I,42,21,38
C,-5,28,82
V,93,65,108
I,1,12,98
C,-80,79,90
I,-97,100,118
V,-100,59,60
I,26,72,98
V,-92,20,95
V,15,84,112
I,20,108,10
C,60,97,2
I,46,14,72
C,88,72,103
R,6,98,95
V,-66,2,27
I,28,112,74
R,-39,76,0
I,69,44,12
I,58,49,101
R,51,38,29
V,-36,47,60
C,46,11,47
C,19,71,85
