type,value,start_node,end_node
V,35,0,1
C,6,2,3
C,72,3,4
I,87,4,5
C,98,5,6
I,17,6,7
C,31,7,8
R,81,8,9
V,5,9,10
C,42,10,11
R,95,11,12
V,90,12,13
V,83,13,14
I,47,14,15
I,9,15,16
C,65,16,17
V,56,17,18
I,76,18,19
C,21,19,20
V,89,20,21
I,98,21,22
V,48,22,23
I,83,23,24
R,30,24,25
V,77,25,26
V,21,26,27
R,39,27,28
R,22,28,29
C,42,29,30
V,45,30,31
V,65,31,32
C,78,32,33
R,80,33,34
C,8,34,35
C,63,35,36
R,6,36,37
V,47,37,38
I,96,38,39
V,24,39,40
C,90,40,41
I,97,41,42
I,40,42,43
I,72,43,44
C,85,44,45
R,76,45,46
R,60,46,47
C,20,47,48
R,55,48,49
V,8,49,50
V,77,50,51
V,99,51,52
I,2,52,53
I,70,53,54
I,3,54,55
R,46,55,56
C,47,56,57
I,23,57,58
R,66,58,59
V,63,59,60
V,53,60,61
R,81,61,62
R,71,62,63
R,27,63,64
R,65,64,65
I,40,65,66
C,94,66,67
I,17,67,68
I,48,68,69
V,21,69,70
I,85,70,71
C,91,71,72
R,54,72,73
V,49,73,74
R,14,74,75
V,97,75,76
R,9,76,77
I,44,77,78
V,83,78,79
C,13,79,80
R,52,80,81
V,87,81,82
V,89,82,83
V,87,83,84
V,80,84,85
C,51,85,86
R,81,86,87
I,23,87,88
C,82,88,89
C,93,89,90
V,19,90,91
V,65,91,92
C,22,92,93
C,29,93,94
C,51,94,95
C,80,95,96
C,44,96,97
V,43,97,98
I,61,98,99
V,16,99,100
V,1,100,101
I,51,101,102
C,77,102,103
V,8,103,104
R,47,104,105
V,13,105,106
C,32,106,107
R,62,107,108
C,84,108,109
C,26,109,110
I,75,110,111
R,67,111,112
R,17,112,113
I,16,113,114
V,2,114,115
I,54,115,116
I,32,116,117
R,66,117,118
C,98,118,119
R,92,119,120
I,66,120,121
I,66,121,122
C,79,122,123
C,43,123,124
V,49,124,125
C,79,125,126
V,65,126,127
C,16,127,128
C,76,128,129
V,22,129,130
C,74,130,131
C,79,131,132
C,52,132,133
R,53,133,134
C,93,134,135
C,56,135,136
C,70,136,137
C,38,137,138
I,93,138,139
V,58,139,140
V,56,140,141
I,27,141,142
C,78,142,143
R,73,143,144
V,95,144,145
R,82,145,146
I,11,146,147
V,59,147,148
V,41,148,149
V,82,149,150
C,76,150,151
V,69,151,152
I,42,152,153
I,24,153,154
R,91,154,155
C,83,155,156
I,47,156,157
R,83,157,158
V,33,158,159
C,37,159,160
I,75,160,161
V,75,161,162
R,18,162,163
C,70,163,164
R,31,164,165
C,56,165,166
I,22,166,167
R,23,167,168
I,35,168,169
C,46,169,170
R,27,170,171
R,92,171,172
R,98,172,173
I,52,173,174
R,30,174,175
C,66,175,176
V,15,176,177
I,43,177,178
R,99,178,179
I,68,179,180
I,29,180,181
C,92,181,182
C,53,182,183
I,99,183,184
V,100,184,185
I,12,185,186
C,44,186,187
I,37,187,188
C,82,188,189
V,73,189,190
V,52,190,191
V,61,191,192
V,86,192,193
V,91,193,194
I,20,194,195
R,59,195,196
I,91,196,197
R,63,197,198
R,52,198,199
C,73,199,200
V,53,200,201
V,10,201,202
C,94,202,203
R,41,203,204
I,22,204,205
R,26,205,206
V,7,206,207
I,25,207,208
I,59,208,209
I,46,209,210
R,21,210,211
R,28,211,212
C,35,212,213
R,42,213,214
R,75,214,215
R,61,215,216
V,21,216,217
V,15,217,218
C,64,218,219
C,12,219,220
I,58,220,221
C,93,221,222
V,80,222,223
I,64,223,224
I,23,224,225
C,45,225,226
I,52,226,227
I,34,227,228
V,43,228,229
V,77,229,230
C,20,230,231
I,57,231,232
C,99,232,233
C,83,233,234
V,23,234,235
R,9,235,236
V,73,236,237
R,49,237,238
V,17,238,239
C,15,239,240
C,2,240,241
R,67,241,242
V,69,242,243
C,46,243,244
V,87,244,245
I,43,245,246
I,48,246,247
I,2,247,248
V,94,248,249
R,58,249,250
V,13,250,251
C,59,251,252
R,87,252,253
V,61,253,254
V,32,254,255
V,47,255,256
V,23,256,257
I,52,257,258
V,52,258,259
I,17,259,260
R,1,260,261
V,56,261,262
V,37,262,263
C,26,263,264
I,73,264,265
I,6,265,266
V,16,266,267
C,82,267,268
R,90,268,269
I,31,269,270
V,76,270,271
C,29,271,272
I,43,272,273
V,58,273,274
C,63,274,275
R,20,275,276
I,91,276,277
R,80,277,278
I,49,278,279
V,31,279,280
R,97,280,281
R,74,281,282
V,83,282,283
V,15,283,284
C,71,284,285
C,54,285,286
C,66,286,287
R,22,287,288
I,31,288,289
V,78,289,290
C,77,290,291
V,61,291,292
C,75,292,293
V,21,293,294
I,45,294,295
I,43,295,296
V,75,296,297
C,20,297,298
C,1,298,299
R,76,299,300
C,35,300,301
C,61,301,302
V,81,302,303
R,24,303,304
V,85,304,305
V,4,305,306
I,9,306,307
C,65,307,308
C,42,308,309
R,23,309,310
I,40,310,311
C,42,311,312
V,53,312,313
R,59,313,314
I,92,314,315
C,8,315,316
C,86,316,317
V,11,317,318
R,14,318,319
I,35,319,320
V,72,320,321
R,29,321,322
I,55,322,323
R,49,323,324
V,14,324,325
V,78,325,326
C,67,326,327
V,78,327,328
R,78,328,329
C,96,329,330
V,75,330,331
V,34,331,332
R,18,332,333
V,64,333,334
I,63,334,335
R,50,335,336
V,98,336,337
R,9,337,338
I,60,338,339
C,77,339,340
R,18,340,341
R,84,341,342
V,95,342,343
V,6,343,344
V,49,344,345
I,83,345,346
I,50,346,347
V,78,347,348
C,53,348,349
R,91,349,350
C,8,350,351
I,10,351,352
I,10,352,353
R,3,353,354
V,13,354,355
R,88,355,356
I,69,356,357
C,71,357,358
I,40,358,359
C,51,359,360
R,76,360,361
I,66,361,362
I,44,362,363
V,90,363,364
R,55,364,365
I,67,365,366
I,17,366,367
C,85,367,368
V,97,368,369
V,9,369,370
C,98,370,371
C,34,371,372
V,1,372,373
I,52,373,374
I,41,374,375
V,36,375,376
I,61,376,377
I,71,377,378
C,44,378,379
V,71,379,380
V,41,380,381
C,16,381,382
R,65,382,383
C,48,383,384
I,9,384,385
V,10,385,386
R,98,386,387
C,57,387,388
C,23,388,389
C,66,389,390
I,49,390,391
C,55,391,392
I,7,392,393
V,45,393,394
C,66,394,395
R,71,395,396
C,91,396,397
C,28,397,398
