type,value,start_node,end_node
I,50,0,1
R,69,2,3
V,52,3,4
I,49,4,5
V,79,5,6
R,47,6,7
I,8,7,8
C,48,8,9
R,88,9,10
R,46,10,11
V,76,11,12
R,99,12,13
R,8,13,14
V,32,14,15
C,9,15,16
V,77,16,17
V,9,17,18
I,95,18,19
V,71,19,20
C,57,20,21
V,16,21,22
R,24,22,23
V,32,23,24
V,50,24,25
R,28,25,26
C,53,26,27
I,48,27,28
V,44,28,29
V,60,29,30
I,44,30,31
R,2,31,32
R,84,32,33
I,72,33,34
R,24,34,0
C,22,20,35
V,69,36,37
C,93,37,38
R,35,38,39
I,79,39,40
R,98,40,41
I,6,41,42
I,66,42,43
I,2,43,44
I,16,44,45
R,100,45,46
I,95,46,47
V,77,47,48
R,50,48,49
R,4,49,50
I,61,50,51
V,30,51,52
I,69,52,53
V,48,53,54
I,50,54,55
I,18,55,56
I,23,56,57
V,71,57,58
C,69,58,59
V,30,59,60
I,11,60,61
R,89,61,62
C,78,62,63
I,9,63,19
C,19,39,47
V,46,22,14
V,95,42,11
V,52,45,62
R,62,9,37
I,30,62,8
C,47,35,25
V,89,36,34
R,13,33,46
V,60,62,32
V,77,50,12
I,45,52,51
I,18,5,28
R,97,10,44
C,82,46,29
R,36,30,56
V,28,51,62
I,81,33,34
I,31,8,25
R,78,45,26
C,45,28,54
V,50,18,56
I,54,6,9
I,12,33,27
I,42,1,40
R,5,9,32
C,43,1,37
V,45,37,6
V,55,27,11
R,9,28,59
V,63,50,58
C,14,38,56
I,23,43,27
I,79,45,0
C,32,61,42
V,45,47,53
C,95,18,51
C,64,30,5
C,3,25,0
C,8,7,34
C,7,14,59
I,41,26,22
I,89,6,52
V,12,3,60
R,87,47,62
R,92,31,57
I,10,14,57
I,9,17,26
C,21,8,4
I,44,17,36
R,91,28,33
I,31,18,61
V,33,45,29
V,22,3,31
C,63,46,34
R,69,33,22
R,39,20,57
C,85,28,56
C,28,16,15
V,38,24,22
C,63,50,18
I,21,37,54
R,36,55,12
C,27,24,37
R,16,13,20
R,100,47,12
R,12,26,38
I,86,34,62
C,95,5,42
R,16,53,1
I,39,63,18
R,26,45,6
I,89,41,47
C,25,5,32
V,9,56,36
I,57,52,61
C,72,12,28
I,18,0,26
V,42,28,12
V,4,50,57
V,69,17,62
V,52,18,57
I,39,47,61
C,73,44,28
I,65,56,0
V,80,41,9
V,76,54,56
I,92,39,28
R,85,17,16
C,80,27,25
C,35,20,5
I,30,62,21
C,32,51,28
R,34,47,21
C,20,0,8
I,87,2,61
I,2,16,17
R,75,21,34
I,67,37,4
V,49,0,48
V,60,45,61
R,85,53,37
R,24,6,47
R,97,43,62
R,91,0,58
R,13,52,39
I,36,20,52
R,40,9,36
C,58,14,18
I,36,58,32
R,3,8,43
R,24,57,1
I,51,50,11
V,83,19,9
I,93,32,4
V,26,24,1
I,37,39,11
V,79,12,57
V,76,26,12
R,63,2,63
C,24,21,57
V,45,31,54
V,73,18,17
I,9,55,57
I,9,13,39
C,83,48,55
C,5,46,20
C,38,41,54
R,53,59,32
V,15,7,52
I,43,26,34
R,53,43,7
I,96,57,63
R,65,30,3
C,61,51,29
R,40,52,18
V,82,32,56
I,90,24,5
R,12,41,5
C,78,53,34
I,91,40,43
C,44,22,41
R,28,55,22
I,32,22,44
R,87,46,0
R,66,4,60
C,90,11,50
V,52,49,30
C,20,4,35
R,65,2,15
C,1,25,54
C,57,29,28
I,49,20,10
I,49,57,56
I,6,21,32
R,67,48,22
V,86,58,20
C,4,34,23
C,38,28,63
I,76,32,56
V,70,59,27
R,69,30,11
V,15,34,46
V,91,37,5
V,65,52,48
I,85,42,55
I,23,58,4
I,40,47,11
R,82,18,5
V,24,15,36
I,44,4,63
R,48,19,61
V,74,3,25
V,10,5,38
C,3,18,23
C,73,40,32
V,98,9,8
R,19,38,36
I,84,20,24
R,9,4,30
I,95,35,20
I,34,45,19
V,94,1,44
V,99,3,43
I,67,13,61
R,50,18,35
R,32,12,49
R,30,47,33
V,32,20,13
C,64,10,31
