type,value,start_node,end_node
C,18,0,1
C,42,2,3
R,51,3,4
V,3,4,5
R,9,5,6
C,80,6,7
I,45,7,8
V,67,8,9
V,8,9,10
I,26,10,11
V,16,11,12
I,81,12,13
I,77,13,14
R,40,14,15
R,61,15,16
C,35,16,17
R,2,17,18
I,44,18,19
I,54,19,20
R,51,20,21
I,81,21,22
R,35,22,23
R,13,23,24
V,82,24,25
I,5,25,26
V,33,26,27
I,1,27,28
I,56,28,29
R,92,29,30
C,52,30,31
V,20,31,32
R,55,32,33
C,76,33,34
V,55,34,35
V,6,35,36
V,86,36,37
I,97,37,38
I,39,38,39
V,34,39,40
C,68,40,41
V,73,41,42
I,2,42,43
R,95,43,44
V,68,44,45
C,7,45,46
V,30,46,47
I,95,47,48
I,17,48,49
V,37,49,50
V,11,50,51
R,84,51,52
R,95,52,53
I,9,53,54
V,69,54,55
V,8,55,56
I,36,56,57
R,16,57,58
R,27,58,59
R,3,59,60
V,57,60,61
R,23,61,62
V,100,62,63
R,76,63,64
C,58,64,65
R,60,65,66
V,38,66,67
C,58,67,68
R,84,68,69
V,12,69,70
C,33,70,71
I,55,71,72
V,64,72,73
I,25,73,74
V,31,74,75
I,64,75,76
I,74,76,77
I,89,77,78
C,32,78,79
R,53,79,80
C,69,80,81
I,84,81,82
V,83,82,83
R,39,83,84
C,5,84,85
R,42,85,86
I,2,86,87
V,36,87,88
I,58,88,89
C,58,89,90
C,86,90,91
V,57,91,92
I,95,92,93
V,76,93,94
R,33,94,95
C,11,95,96
I,67,96,97
R,5,97,98
R,44,98,99
I,30,99,100
C,7,100,101
R,32,101,102
C,49,102,103
C,15,103,104
C,28,104,105
R,20,105,106
I,87,106,107
V,46,107,108
R,84,108,109
I,16,109,110
V,68,110,111
C,65,111,112
C,18,112,113
R,95,113,114
R,46,114,115
V,40,115,116
C,74,116,117
C,55,117,118
R,49,118,119
V,13,119,120
R,8,120,121
I,82,121,122
R,66,122,123
V,84,123,124
R,52,124,125
R,69,125,126
V,12,126,127
I,93,127,128
R,52,128,129
C,97,129,130
I,48,130,131
C,18,131,132
C,78,132,133
V,58,133,134
V,51,134,135
R,17,135,136
I,100,136,137
R,50,137,138
I,5,138,139
C,52,139,140
R,11,140,141
V,44,141,142
R,90,142,143
C,51,143,144
R,81,144,145
R,93,145,146
V,13,146,147
V,74,147,148
R,55,148,149
V,22,149,150
C,22,150,151
R,37,151,152
C,45,152,153
R,7,153,154
C,93,154,155
C,67,155,156
I,70,156,157
C,79,157,158
I,58,158,159
R,58,159,160
V,88,160,161
C,26,161,162
C,3,162,163
V,35,163,164
I,17,164,165
C,62,165,166
I,19,166,167
C,60,167,168
R,8,168,169
C,48,169,170
V,34,170,171
V,25,171,172
V,55,172,173
V,14,173,174
R,24,174,175
V,21,175,176
V,71,176,177
V,5,177,178
V,54,178,179
I,22,179,180
C,28,180,0
R,63,34,181
I,3,182,183
V,3,183,184
I,63,184,185
R,6,185,186
I,12,186,187
C,44,187,188
I,32,188,189
C,62,189,190
V,17,190,191
R,55,191,192
R,1,192,193
C,61,193,194
V,82,194,195
C,10,195,196
R,76,196,197
V,4,197,198
C,64,198,199
C,84,199,200
R,16,200,201
C,8,201,202
C,69,202,203
C,29,203,204
V,25,204,205
C,76,205,206
C,10,206,207
V,23,207,208
C,19,208,209
V,69,209,210
R,5,210,211
I,94,211,212
I,92,212,213
I,79,213,214
V,65,214,215
C,56,215,216
V,88,216,217
R,84,217,218
R,84,218,219
R,50,219,220
V,86,220,221
R,52,221,222
V,100,222,223
R,39,223,224
R,30,224,225
R,63,225,226
V,79,226,227
C,3,227,228
V,94,228,229
R,77,229,230
C,32,230,231
I,11,231,232
R,12,232,233
R,3,233,234
V,28,234,235
R,8,235,236
C,52,236,237
I,81,237,238
V,1,238,239
I,78,239,240
V,29,240,241
V,98,241,242
I,3,242,243
C,4,243,244
I,70,244,245
I,32,245,246
V,6,246,247
C,79,247,248
R,94,248,249
R,20,249,250
V,90,250,251
I,77,251,252
R,68,252,253
C,73,253,254
C,22,254,255
C,28,255,256
R,87,256,257
I,1,257,258
I,57,258,259
V,60,259,260
C,1,260,261
V,14,261,262
I,17,262,263
C,69,263,264
V,63,264,265
V,97,265,266
R,13,266,267
V,53,267,268
V,63,268,269
C,52,269,270
C,33,270,271
R,24,271,272
R,1,272,273
I,41,273,274
V,10,274,275
I,20,275,276
I,71,276,277
V,30,277,278
I,98,278,279
I,66,279,280
C,7,280,281
I,68,281,282
I,74,282,283
R,41,283,284
C,67,284,285
R,95,285,286
R,8,286,287
I,46,287,288
C,20,288,289
R,30,289,290
C,81,290,291
R,69,291,292
I,51,292,293
V,5,293,294
R,73,294,295
R,93,295,296
C,8,296,297
R,88,297,298
R,58,298,299
V,8,299,300
I,1,300,301
V,97,301,302
I,94,302,303
R,69,303,304
V,96,304,305
C,43,305,306
V,3,306,307
R,82,307,308
V,17,308,309
I,46,309,310
C,13,310,311
V,23,311,312
C,79,312,313
C,95,313,314
I,45,314,315
I,70,315,316
C,95,316,317
V,87,317,318
I,75,318,319
I,59,319,320
V,77,320,321
R,34,321,322
R,46,322,323
R,58,323,324
I,2,324,325
I,31,325,326
C,25,326,327
I,34,327,328
C,27,328,329
C,51,329,330
V,28,330,331
C,15,331,332
C,34,332,333
C,69,333,334
R,79,334,335
C,60,335,336
V,6,336,337
C,19,337,338
V,96,338,339
C,100,339,340
C,57,340,341
V,66,341,342
V,6,342,343
C,51,343,344
