type,value,start_node,end_node
C,91,0,1
I,71,2,3
V,67,3,4
V,51,4,5
C,54,5,6
C,32,6,7
R,52,7,8
I,36,8,9
I,86,9,10
C,99,10,11
V,7,11,12
V,43,12,13
V,37,13,14
I,41,14,15
I,37,15,16
V,76,16,17
I,13,17,18
C,20,18,19
I,54,19,20
C,8,20,21
C,38,21,22
I,85,22,23
V,13,23,24
I,56,24,25
V,95,25,26
C,7,26,27
C,23,27,28
R,57,28,29
C,81,29,30
I,83,30,31
I,5,31,32
C,29,32,33
C,30,33,34
V,86,34,35
R,40,35,36
C,26,36,37
C,15,37,38
V,33,38,39
C,86,39,40
C,10,40,41
I,99,41,42
C,20,42,43
V,82,43,44
C,18,44,45
V,26,45,46
I,1,46,47
I,7,47,48
R,32,48,49
C,88,49,50
I,8,50,51
R,20,51,52
C,40,52,53
C,95,53,54
R,27,54,55
I,52,55,56
R,55,56,57
V,55,57,58
C,98,58,59
C,72,59,60
R,25,60,61
C,91,61,62
I,60,62,63
R,53,63,64
I,62,64,65
V,29,65,66
R,11,66,67
R,88,67,68
V,55,68,69
V,66,69,70
R,23,70,71
C,16,71,72
R,33,72,73
C,61,73,74
R,88,74,75
I,11,75,76
I,22,76,77
I,29,77,78
I,28,78,79
V,19,79,80
V,15,80,81
I,94,81,82
V,97,82,83
V,51,83,84
C,27,84,85
V,76,85,86
V,98,86,87
R,76,87,88
C,13,88,89
C,88,89,90
V,71,90,91
R,71,91,92
C,50,92,93
C,22,93,94
V,95,94,95
C,69,95,96
I,8,96,97
I,97,97,98
I,91,98,99
R,44,99,100
V,57,100,101
R,19,101,102
I,24,102,103
C,74,103,104
R,89,104,105
V,87,105,106
V,34,106,107
V,70,107,108
C,34,108,109
V,14,109,110
C,8,110,111
C,3,111,112
R,51,112,113
R,67,113,114
I,67,114,115
R,48,115,116
C,17,116,117
R,40,117,118
V,60,118,119
V,79,119,120
R,92,120,121
I,73,121,122
V,35,122,123
R,30,123,124
V,6,124,125
C,17,125,126
C,1,126,127
I,95,127,128
V,88,128,129
C,26,129,130
V,76,130,131
V,12,131,132
C,46,132,133
R,26,133,134
C,17,134,135
I,29,135,136
R,11,136,137
V,19,137,138
V,15,138,139
C,17,139,140
R,62,140,141
C,52,141,142
C,51,142,143
C,93,143,144
R,51,144,145
I,24,145,146
R,36,146,147
R,43,147,148
I,98,148,149
C,100,149,150
I,76,150,151
V,26,151,152
I,39,152,153
R,37,153,154
C,59,154,155
V,31,155,156
V,32,156,157
I,45,157,158
R,10,158,159
I,21,159,160
R,92,160,161
I,66,161,162
V,53,162,163
V,90,163,164
C,34,164,165
R,23,165,166
V,73,166,167
I,26,167,168
R,78,168,169
C,56,169,170
C,3,170,171
R,59,171,172
R,94,172,173
R,78,173,174
R,91,174,175
I,58,175,176
I,1,176,177
C,8,177,178
I,13,178,179
C,38,179,180
I,65,180,181
R,78,181,182
C,2,182,183
R,35,183,184
R,100,184,185
R,14,185,186
C,15,186,187
C,92,187,188
C,61,188,189
I,31,189,190
V,26,190,191
I,6,191,192
R,77,192,193
I,65,193,194
C,53,194,195
V,44,195,196
R,60,196,197
C,68,197,198
I,47,198,199
V,8,199,200
C,44,200,201
R,6,201,202
C,92,202,203
V,52,203,204
C,100,204,205
R,72,205,206
I,61,206,207
V,71,207,208
C,100,208,209
I,60,209,210
C,3,210,211
V,85,211,212
C,97,212,213
C,28,213,214
V,68,214,215
V,81,215,216
V,61,216,217
V,38,217,218
R,97,218,219
I,58,219,220
V,96,220,221
I,85,221,222
R,92,222,223
R,80,223,224
R,19,224,225
R,81,225,226
I,73,226,227
I,80,227,228
C,66,228,229
V,50,229,230
I,44,230,231
R,49,231,232
I,20,232,233
I,55,233,234
C,19,234,235
C,91,235,236
I,50,236,237
I,52,237,238
I,69,238,239
R,62,239,240
I,48,240,241
R,11,241,242
V,41,242,243
C,43,243,244
I,100,244,245
R,32,245,246
C,69,246,247
C,25,247,248
C,5,248,249
R,47,249,250
V,56,250,251
C,58,251,252
C,67,252,253
V,52,253,254
C,39,254,255
C,23,255,256
R,43,256,257
C,90,257,258
I,58,258,259
R,10,259,260
C,33,260,261
C,62,261,262
R,8,262,263
C,33,263,264
V,16,264,265
R,7,265,266
V,98,266,267
I,94,267,268
R,94,268,269
C,27,269,270
I,82,270,271
C,35,271,272
C,70,272,273
I,60,273,274
R,8,274,275
R,88,275,276
V,100,276,277
V,58,277,278
V,54,278,279
V,28,279,280
R,12,280,281
I,26,281,282
C,21,282,283
R,41,283,284
C,49,284,285
C,100,285,286
V,41,286,287
I,72,287,288
R,44,288,289
I,82,289,290
V,7,290,291
V,92,291,292
C,52,292,293
R,22,293,294
R,59,294,295
R,79,295,296
C,89,296,297
C,17,297,298
I,48,298,299
C,80,299,300
C,88,300,301
V,32,301,302
V,61,302,303
R,79,303,304
R,86,304,305
I,24,305,306
I,81,306,307
V,65,307,308
V,34,308,309
R,91,309,310
I,27,310,311
R,85,311,312
I,61,312,313
I,76,313,314
R,12,314,315
I,43,315,316
C,54,316,317
R,73,317,318
I,71,318,319
C,72,319,320
R,29,320,321
C,44,321,322
I,18,322,323
I,46,323,324
I,56,324,325
R,54,325,326
C,30,326,327
V,42,327,328
I,86,328,329
C,69,329,330
R,59,330,331
R,28,331,332
V,39,332,333
C,6,333,334
I,82,334,335
R,7,335,336
V,78,336,337
R,47,337,338
C,63,338,339
C,91,339,340
C,38,340,341
V,3,341,342
I,54,342,343
R,81,343,344
C,26,344,345
R,63,345,346
C,38,346,347
V,43,347,348
V,78,348,349
R,96,349,350
C,63,350,351
R,71,351,352
C,75,352,353
R,55,353,354
R,63,354,355
C,86,355,356
V,41,356,357
R,60,357,358
I,48,358,359
C,37,359,360
V,4,360,361
C,20,361,362
R,25,362,363
I,14,363,364
I,54,364,365
I,3,365,366
C,68,366,367
I,21,367,368
R,1,368,369
R,23,369,370
C,18,370,371
I,2,371,372
R,100,372,373
V,51,373,374
C,27,374,375
V,11,375,376
I,54,376,377
C,54,377,378
V,66,378,379
I,58,379,380
I,77,380,381
V,85,381,382
I,9,382,383
V,20,383,384
I,31,384,385
C,89,385,386
R,47,386,387
V,18,387,388
R,81,388,389
V,29,389,390
R,66,390,391
I,83,391,392
R,60,392,393
C,94,393,394
I,13,394,395
C,20,395,396
I,67,396,397
V,24,397,398
I,35,398,399
C,12,399,400
I,13,400,401
C,21,401,402
I,84,402,403
I,37,403,404
V,77,404,405
R,93,405,406
I,78,406,407
C,97,407,408
C,88,408,409
V,74,409,410
V,13,410,411
I,67,411,412
R,47,412,413
C,40,413,414
I,71,414,415
C,15,415,416
I,64,416,417
C,99,417,418
V,77,418,419
C,8,419,420
I,62,420,421
C,8,421,422
C,51,422,423
R,7,423,424
I,96,424,425
I,93,425,426
I,82,426,427
C,45,427,428
V,4,428,429
I,96,429,430
R,36,430,431
C,70,431,432
C,95,432,433
V,36,433,434
R,82,434,435
R,37,435,436
C,42,436,437
I,70,437,438
I,71,438,439
V,23,439,440
V,98,440,441
V,46,441,442
V,58,442,443
V,79,443,444
V,14,444,445
C,86,445,446
C,40,446,447
R,62,447,448
I,39,448,449
I,86,449,450
V,47,450,451
I,99,451,452
I,86,452,453
V,42,453,454
V,62,454,455
R,68,455,456
R,65,456,457
C,7,457,458
R,89,458,459
V,26,459,460
C,50,460,461
C,51,461,462
I,18,462,463
I,25,463,464
R,14,464,465
R,46,465,466
C,97,466,467
V,99,467,468
C,23,468,469
V,43,469,470
I,68,470,471
C,75,471,472
I,8,472,473
V,74,473,474
C,16,474,475
C,54,475,476
I,4,476,477
I,76,477,478
C,65,478,479
V,25,479,480
V,87,480,481
R,98,481,482
V,9,482,483
I,41,483,484
V,36,484,485
C,68,485,486
I,48,486,487
V,68,487,488
V,71,488,489
C,20,489,490
C,92,490,491
C,75,491,492
I,20,492,493
I,74,493,494
I,74,494,495
R,96,495,496
V,79,496,497
V,83,497,498
V,88,498,499
R,29,499,500
C,77,500,501
R,64,501,502
I,46,502,503
R,43,503,504
C,10,504,505
V,90,505,506
V,28,506,507
V,88,507,508
