type,value,start_node,end_node
C,99,0,1
V,80,2,3
C,15,3,4
I,6,4,5
C,92,5,6
I,29,6,7
I,19,7,8
R,64,8,9
V,31,9,10
R,100,10,11
I,78,11,12
C,97,12,13
R,40,13,14
I,90,14,15
V,57,15,16
V,85,16,17
I,87,17,18
C,74,18,19
I,78,19,20
R,82,20,0
V,17,1,21
C,3,22,23
C,43,23,24
I,92,24,25
C,17,25,26
I,73,26,27
I,30,27,28
V,92,28,29
C,34,29,30
C,3,30,31
R,27,31,32
V,91,32,33
I,12,33,34
V,6,34,35
V,65,35,36
I,3,36,37
I,36,37,38
I,9,38,39
R,100,39,40
R,84,40,41
R,27,41,42
R,11,42,43
C,68,43,44
C,87,44,45
C,37,45,46
R,42,46,47
V,46,47,48
R,22,48,49
R,71,49,50
V,51,50,51
R,21,51,52
V,80,52,53
V,85,53,54
R,18,54,55
R,48,55,56
C,97,56,57
I,19,57,58
I,2,58,59
V,88,59,60
V,2,60,61
I,37,61,62
C,28,62,63
C,92,63,12
R,69,9,64
V,14,65,66
R,12,66,67
C,34,67,68
V,56,68,69
V,15,69,70
V,56,70,71
C,63,71,72
V,14,72,73
I,48,73,74
R,33,74,75
R,69,75,76
R,45,76,77
V,90,77,78
V,76,78,79
R,98,79,80
C,98,80,81
V,72,81,82
R,31,82,83
I,20,83,84
I,31,84,85
R,63,85,86
I,51,86,87
C,53,87,88
R,55,88,89
I,44,89,29
V,38,35,53
V,40,75,45
V,65,48,22
R,25,53,3
R,75,31,2
C,1,86,0
V,60,1,20
V,57,18,29
C,71,14,16
V,15,53,78
I,31,74,23
I,53,52,68
I,80,58,67
I,60,8,21
I,84,78,24
C,65,27,9
V,95,82,2
C,7,79,78
C,16,12,29
V,19,40,79
R,67,5,44
V,38,33,84
V,93,27,60
R,98,81,58
V,23,80,53
I,80,24,51
C,2,12,59
I,99,73,50
R,1,13,9
V,51,75,6
V,11,66,12
R,68,66,45
C,54,70,5
V,35,34,76
R,22,50,86
R,42,55,9
C,18,28,67
C,36,52,11
R,43,55,47
I,54,56,82
I,31,60,26
V,4,15,67
V,23,33,80
V,100,12,1
I,55,19,9
C,38,82,38
I,20,70,19
C,89,87,46
C,63,36,47
V,26,67,81
V,37,24,44
I,74,8,47
C,98,9,35
I,4,1,79
R,22,66,70
C,73,11,41
I,95,86,34
R,91,47,41
I,55,32,83
V,51,84,34
C,51,23,16
V,32,59,0
C,42,11,84
R,1,30,28
V,13,1,69
V,16,55,18
I,13,56,2
