type,value,start_node,end_node
C,40,0,1
I,92,2,3
C,96,3,4
V,18,4,5
R,66,5,0
C,49,1,6
R,82,7,8
C,32,8,9
R,14,9,10
V,1,10,11
I,30,11,12
V,67,12,13
C,75,13,14
I,48,14,1
V,18,6,15
V,24,15,1
I,24,4,15
V,40,15,3
I,5,14,10
C,54,2,13
I,49,3,5
V,99,12,13
I,21,9,8
R,15,4,1
C,22,3,14
C,70,11,6
I,3,15,3
R,75,7,2
C,77,11,5
I,48,12,15
V,9,13,8
R,78,5,9
R,75,4,2
I,21,14,12
R,80,2,12
R,93,0,12
V,44,10,14
I,11,10,14
V,96,3,9
I,20,7,11
R,16,9,7
V,67,10,6
R,99,6,7
R,35,1,6
I,98,0,15
V,32,8,7
R,60,3,2
C,1,9,7
C,54,4,5
I,81,14,8
C,1,7,0
C,86,3,4
R,10,7,1
I,12,9,11
R,64,1,3
R,79,3,2
C,83,2,0
R,58,5,3
C,75,1,8
R,24,8,14
R,48,7,8
V,55,0,1
R,77,2,10
R,11,10,13
R,57,14,10
C,85,8,12
V,18,0,14
C,45,2,6
V,30,8,14
I,23,7,1
R,74,1,8
V,87,12,9
C,32,3,0
V,81,7,9
R,74,14,13
I,28,3,14
I,27,13,8
V,94,4,12
R,33,13,12
I,35,1,13
C,46,5,6
I,7,7,2
C,70,1,12
I,16,14,7
I,64,5,11
C,58,9,3
V,43,8,6
R,9,14,4
C,100,5,13
C,33,0,13
C,77,12,9
I,7,10,8
R,43,2,0
