type,value,start_node,end_node
I,86,0,1
I,10,2,3
C,8,3,4
R,22,4,5
R,71,5,6
C,2,6,7
I,21,7,8
R,11,8,9
R,93,9,10
I,84,10,11
R,2,11,12
V,35,12,13
C,94,13,14
V,93,14,15
I,93,15,16
V,92,16,0
R,80,10,17
I,49,18,19
I,72,19,20
R,93,20,7
V,42,6,21
C,22,22,23
V,73,23,24
C,84,24,25
V,48,25,26
C,57,26,27
V,86,27,28
I,87,28,29
C,52,29,30
C,2,30,31
R,86,31,32
V,48,32,8
I,75,20,33
R,45,34,35
C,85,35,36
C,16,36,37
I,87,37,38
C,82,38,39
I,88,39,40
I,75,40,41
I,42,41,42
V,45,42,43
I,28,43,44
I,13,44,9
I,3,6,12
V,12,10,36
C,83,35,37
I,48,26,12
R,91,29,8
C,16,17,12
I,50,25,28
R,96,42,39
V,85,24,19
C,91,26,37
V,85,26,31
V,14,22,43
V,47,43,25
I,28,18,35
V,46,29,20
C,64,28,22
C,71,40,39
R,91,0,26
V,58,2,31
C,98,32,37
C,81,8,21
R,19,32,30
C,80,5,16
R,61,26,18
V,35,0,42
C,10,8,25
C,86,33,11
C,87,26,28
R,34,30,39
I,30,15,41
I,74,17,34
V,4,39,7
I,89,27,34
I,48,42,36
R,33,27,44
I,32,31,22
I,18,25,33
C,3,4,5
V,89,39,3
C,47,23,41
I,40,7,40
