type,value,start_node,end_node
C,37,0,1
C,57,2,3
R,19,3,4
I,5,4,5
I,2,5,6
I,38,6,7
C,73,7,8
C,100,8,9
V,69,9,10
I,28,10,11
R,42,11,12
C,21,12,13
C,18,13,14
I,79,14,15
I,83,15,16
R,88,16,17
I,30,17,18
C,52,18,19
I,62,19,20
V,21,20,21
C,69,21,22
V,57,22,23
I,46,23,24
C,80,24,25
R,42,25,26
R,17,26,27
V,44,27,28
C,100,28,29
C,45,29,30
V,53,30,31
R,64,31,32
V,8,32,33
V,38,33,34
C,70,34,35
R,82,35,36
I,12,36,37
C,49,37,38
C,46,38,39
C,83,39,40
I,68,40,41
R,10,41,42
V,85,42,43
V,66,43,44
C,76,44,45
V,18,45,46
I,14,46,47
R,5,47,48
V,91,48,49
I,79,49,50
R,57,50,51
R,99,51,52
I,91,52,53
C,19,53,54
I,85,54,55
I,76,55,56
R,84,56,57
I,22,57,58
C,28,58,59
R,21,59,0
C,4,12,60
R,24,61,62
R,58,62,63
C,61,63,64
V,52,64,65
C,27,65,66
C,30,66,67
I,82,67,68
C,68,68,69
I,60,69,70
C,88,70,71
C,71,71,72
I,16,72,73
V,85,73,74
I,85,74,75
I,25,75,76
V,58,76,77
R,49,77,78
C,76,78,79
I,75,79,80
I,15,80,81
C,90,81,82
R,3,82,83
I,29,83,84
I,7,84,85
I,39,85,86
R,17,86,87
V,23,87,88
V,64,88,89
C,55,89,90
C,1,90,91
C,1,91,92
I,81,92,93
C,10,93,94
V,96,94,95
I,89,95,42
C,59,34,96
I,56,97,98
C,2,98,99
I,8,99,100
R,80,100,101
I,34,101,102
V,50,102,103
V,85,103,104
C,76,104,105
V,48,105,106
I,83,106,107
V,16,107,108
C,4,108,109
C,45,109,110
I,45,110,111
V,51,111,112
I,77,112,113
R,74,113,114
V,16,114,115
C,71,115,116
I,87,116,117
V,60,117,118
C,64,118,119
R,12,119,120
C,88,120,121
R,85,121,122
I,22,122,123
C,99,123,124
C,68,124,125
I,57,125,126
C,6,126,127
C,41,127,87
C,95,104,76
I,82,59,34
C,96,18,49
I,84,121,107
I,41,55,45
R,19,2,118
R,38,114,119
V,58,95,83
C,79,0,62
C,89,87,76
I,44,4,80
R,95,63,88
C,92,59,55
R,73,55,127
I,10,40,47
I,99,86,74
V,43,16,48
V,65,109,91
R,95,78,112
R,38,10,5
C,95,47,18
V,97,111,30
V,69,9,78
V,46,34,17
R,11,13,60
R,93,70,77
I,96,52,116
C,7,45,40
V,4,49,121
V,91,40,89
I,94,40,50
C,20,8,58
C,83,3,107
C,45,102,30
I,79,13,28
C,76,121,15
I,22,103,73
R,48,48,17
I,60,96,88
V,84,119,0
V,82,58,39
V,54,103,76
C,24,84,111
C,59,34,3
R,73,121,48
I,51,97,76
I,79,96,45
I,62,83,97
I,76,60,4
R,5,96,57
V,62,117,26
R,60,114,61
C,17,17,68
V,47,46,66
C,72,6,60
V,72,104,80
V,95,37,21
C,37,106,105
R,80,112,27
V,5,82,1
R,20,40,105
V,17,123,39
C,49,124,24
V,55,110,54
R,95,70,27
I,97,52,105
R,24,68,98
R,39,111,65
I,37,72,29
I,17,57,68
I,12,113,36
I,19,87,95
I,21,69,60
C,39,50,49
C,71,65,23
C,100,112,94
C,9,118,48
V,1,117,127
R,10,34,33
I,46,116,16
R,24,105,124
I,72,62,42
C,13,104,83
R,92,44,42
V,9,66,19
V,43,20,67
R,41,50,107
R,63,13,71
R,39,12,1
I,77,31,105
I,7,104,103
I,90,116,87
R,34,124,119
C,50,33,67
R,45,19,41
R,12,6,63
I,85,71,12
V,33,77,89
V,27,87,1
R,82,94,127
R,69,71,103
R,43,64,65
C,42,85,76
C,60,11,112
C,27,25,16
C,79,108,21
V,96,78,101
C,24,81,70
R,6,13,125
V,38,17,22
C,32,94,86
I,40,88,8
R,86,92,120
R,17,6,102
V,27,104,110
I,25,44,64
I,83,74,115
C,59,66,116
C,50,15,43
R,66,101,119
C,83,54,108
C,88,40,20
C,17,29,79
R,75,25,65
I,73,90,57
R,94,86,109
R,56,37,72
I,53,80,76
V,36,54,41
I,66,46,68
V,84,95,89
V,73,63,75
I,88,13,103
V,56,126,61
V,59,36,44
V,51,74,94
R,98,70,41
V,89,82,105
C,73,100,0
R,4,90,43
R,12,13,119
I,56,61,92
R,25,75,102
V,70,71,25
C,38,79,124
I,43,86,66
C,94,77,30
I,51,59,98
