type,value,start_node,end_node
R,33,0,1
V,82,2,3
V,36,3,4
C,48,4,5
V,72,5,6
C,57,6,7
I,46,7,8
C,54,8,9
R,90,9,10
I,52,10,11
C,68,11,12
R,34,12,13
V,70,13,14
V,51,14,15
I,43,15,16
R,98,16,17
C,28,17,18
R,97,18,19
C,69,19,20
I,29,20,21
R,93,21,22
I,92,22,23
V,22,23,24
R,2,24,25
V,20,25,26
R,22,26,27
R,99,27,28
C,82,28,29
V,22,29,30
C,91,30,0
I,24,16,31
I,50,32,33
I,25,33,34
V,57,34,35
I,27,35,36
V,43,36,37
V,99,37,38
C,62,38,39
R,66,39,40
I,45,40,41
C,11,41,42
C,58,42,43
V,75,43,44
C,85,44,45
R,67,45,46
V,58,46,47
R,80,47,48
C,98,48,49
C,80,49,50
I,29,50,51
I,75,51,52
C,31,52,53
V,65,53,54
R,93,54,55
V,10,55,56
R,23,56,57
V,57,57,58
V,43,58,59
V,4,59,60
I,93,60,61
I,61,61,62
R,2,62,63
V,14,63,64
R,64,64,65
I,90,65,66
V,2,66,67
R,75,67,68
R,53,68,69
R,38,69,70
V,10,70,71
I,68,71,72
V,24,72,73
I,19,73,74
C,42,74,75
V,28,75,76
C,28,76,77
V,43,77,78
I,34,78,79
R,83,79,80
V,23,80,3
R,73,33,81
V,11,82,83
C,22,83,84
I,24,84,85
R,4,85,86
R,16,86,87
R,25,87,88
V,45,88,89
C,9,89,90
C,1,90,91
C,68,91,92
I,65,92,93
R,69,93,94
C,3,94,95
V,70,95,96
R,27,96,97
C,17,97,98
V,51,98,99
V,62,99,100
R,10,100,101
R,62,101,102
V,30,102,103
C,12,103,104
R,76,104,105
I,34,105,106
I,76,106,107
I,30,107,108
I,36,108,109
V,19,109,110
R,33,110,111
V,89,111,112
R,57,112,113
V,45,113,114
V,66,114,115
I,43,115,116
I,100,116,117
I,44,117,118
R,48,118,119
C,18,119,120
R,71,120,121
C,60,121,122
V,75,122,123
I,97,123,124
R,53,124,125
R,38,125,126
C,86,126,127
R,81,127,9
R,75,41,66
C,83,85,74
R,84,117,79
I,58,73,43
R,70,55,90
R,66,58,110
R,72,32,93
R,78,93,57
I,33,47,37
V,1,113,22
C,96,1,121
C,48,71,52
I,39,97,87
R,77,83,23
R,63,9,120
R,80,55,47
C,2,27,125
C,41,10,15
I,63,126,16
I,46,94,23
R,20,94,60
C,41,109,122
V,47,3,107
R,71,0,91
I,99,74,115
R,18,41,101
I,51,8,75
R,65,59,113
I,81,121,94
C,61,114,0
V,96,120,15
R,87,44,25
C,41,67,78
I,35,65,54
I,35,86,102
C,20,103,23
I,17,28,32
R,46,48,94
R,12,58,81
I,30,62,19
R,67,81,35
V,88,20,10
V,83,67,124
I,80,110,113
C,16,124,87
I,15,102,81
V,70,110,122
V,92,19,14
I,8,2,29
C,94,95,20
I,58,122,110
C,57,112,96
V,82,82,124
V,10,46,9
R,42,103,42
C,94,30,96
R,21,114,81
V,73,50,103
R,33,11,19
I,61,7,14
I,18,107,24
V,36,65,92
R,21,3,11
R,95,115,75
R,40,40,67
I,19,125,109
C,25,76,108
R,16,20,92
I,35,65,60
V,33,110,73
V,60,37,78
I,2,91,19
I,26,21,71
V,83,94,49
I,30,49,124
V,88,122,96
I,58,65,121
I,56,64,58
R,20,70,22
R,23,21,7
R,96,83,14
V,37,58,39
I,18,46,65
C,4,22,51
V,25,20,80
C,67,119,97
C,83,91,18
I,2,57,3
I,32,17,111
C,45,74,66
C,86,11,71
V,6,106,61
C,58,106,37
I,63,90,40
V,41,98,49
R,56,92,55
V,39,34,8
R,80,112,118
C,32,86,116
C,49,97,72
I,78,56,97
C,53,81,56
R,85,6,34
C,43,90,4
V,61,20,90
V,55,127,79
V,1,41,10
I,35,13,74
R,73,31,28
R,66,117,77
C,8,43,38
I,50,65,15
C,62,114,109
C,73,55,40
V,63,49,58
I,29,1,24
V,51,27,107
I,66,30,47
R,9,109,115
I,44,125,12
C,61,26,127
V,96,57,26
I,4,46,74
V,11,98,127
I,81,65,114
V,73,81,29
R,23,102,111
V,84,2,44
C,68,119,53
V,72,120,82
V,22,8,48
V,37,118,92
V,81,8,107
C,15,16,35
I,14,85,73
C,9,118,8
R,69,10,108
C,33,100,28
V,58,49,75
R,43,71,74
C,90,105,98
C,48,67,30
R,32,81,39
R,58,45,11
C,84,66,78
V,17,48,28
R,14,42,85
V,81,95,108
C,26,67,12
R,20,63,112
V,54,3,30
C,84,73,78
C,63,67,70
C,18,71,10
V,75,15,120
V,25,119,108
R,74,59,28
C,46,8,30
C,7,90,82
I,68,16,33
I,50,43,0
I,94,87,68
V,7,20,93
I,58,124,75
V,29,79,19
R,48,73,31
I,64,106,19
C,55,126,79
R,74,64,58
V,41,117,127
R,64,0,67
R,75,113,40
V,11,48,52
C,55,100,108
I,57,43,88
I,4,104,85
C,61,125,16
C,89,118,12
I,26,8,88
C,58,41,52
V,72,63,67
V,62,94,26
V,18,20,115
C,16,67,93
R,75,125,118
I,75,83,115
C,28,81,65
I,37,118,36
V,63,65,20
I,29,99,60
R,18,83,107
R,28,22,37
V,90,67,1
C,28,50,46
I,46,21,105
I,33,47,122
I,72,94,123
V,83,126,113
I,47,61,121
R,72,49,104
V,45,125,30
C,69,99,124
V,4,31,118
R,3,51,2
I,18,22,126
V,89,62,12
C,16,89,88
C,57,31,101
V,11,126,75
C,100,96,82
C,3,113,46
I,21,1,100
R,31,95,19
V,81,89,80
I,54,3,13
R,79,114,64
I,5,7,99
R,77,102,58
V,98,81,53
I,40,122,35
I,74,43,34
I,89,50,55
V,55,11,22
C,97,120,40
I,57,51,107
C,47,76,79
V,27,36,101
V,70,73,63
C,60,56,61
I,17,62,124
C,50,91,53
C,2,4,7
V,65,17,117
I,78,96,119
V,13,64,8
I,50,10,49
C,75,86,62
I,26,49,14
V,33,17,107
R,71,14,38
V,67,34,82
I,18,65,8
C,91,104,32
R,29,36,30
C,75,52,65
C,57,66,125
I,53,104,76
V,41,76,53
I,99,118,121
C,3,79,0
C,87,31,95
R,31,30,117
I,94,63,22
