type,value,start_node,end_node
R,14,0,1
V,49,2,3
I,4,3,0
V,42,0,4
R,64,5,6
V,6,6,7
C,28,7,8
C,6,8,9
I,35,9,10
V,88,10,11
R,43,11,12
I,25,12,13
C,28,13,14
C,89,14,15
R,51,15,16
R,55,16,2
V,70,13,17
I,40,18,19
I,22,19,15
V,57,3,20
V,42,21,22
I,55,22,23
C,54,23,24
R,24,24,25
R,19,25,26
C,21,26,27
C,78,27,28
C,37,28,29
C,54,29,30
V,8,30,12
V,11,5,31
V,17,31,11
V,64,24,8
R,6,26,11
C,39,13,31
C,30,6,23
I,8,29,25
R,73,1,27
V,4,23,4
C,64,10,18
C,28,3,14
C,7,30,27
V,84,20,25
I,12,10,16
V,4,17,29
I,41,1,13
R,40,6,13
V,71,28,2
C,27,17,12
V,35,30,23
V,71,2,19
R,19,16,1
R,13,29,21
V,78,28,6
C,20,24,28
C,21,8,28
V,68,28,24
V,19,18,4
R,7,30,20
C,71,13,14
V,29,2,17
I,30,14,5
I,73,15,7
C,38,20,15
I,68,1,21
C,11,27,24
C,97,14,28
V,29,3,22
V,36,23,12
R,90,16,29
C,38,2,18
R,62,15,23
I,32,30,26
V,67,7,17
I,90,23,7
R,60,28,4
V,57,26,7
I,27,0,25
V,60,16,18
I,88,17,19
R,6,6,15
C,34,14,12
I,79,9,13
C,30,0,10
I,11,12,30
V,3,0,12
R,27,4,19
I,9,5,2
I,17,20,29
C,67,11,15
V,84,24,11
