type,value,start_node,end_node
V,20,0,1
R,65,2,3
I,18,3,4
V,61,4,5
C,100,5,6
R,58,6,7
C,84,7,8
I,59,8,9
R,57,9,10
I,44,10,11
V,73,11,12
I,53,12,13
I,94,13,14
V,71,14,15
C,18,15,16
C,100,16,17
C,32,17,18
C,58,18,19
I,12,19,20
I,21,20,21
R,94,21,22
R,44,22,23
I,1,23,24
C,48,24,25
C,97,25,26
V,87,26,0
R,61,11,27
R,85,28,29
C,87,29,30
I,43,30,31
C,58,31,32
V,86,32,33
C,29,33,18
I,14,4,34
I,46,35,36
V,94,36,37
V,22,37,38
V,36,38,39
R,38,39,40
I,95,40,41
R,35,41,42
C,51,42,43
R,56,43,44
I,8,44,30
C,20,31,43
C,57,43,24
I,5,11,2
R,82,26,9
V,22,6,26
R,6,31,7
V,96,12,22
C,43,41,7
C,46,31,0
R,89,14,16
I,47,18,6
I,94,35,32
V,62,24,33
C,68,11,38
R,45,7,12
I,86,7,32
R,19,10,19
C,68,0,6
R,63,32,2
R,18,26,31
V,16,26,29
R,31,11,2
R,27,16,42
R,94,3,17
R,1,28,31
I,70,24,39
V,67,27,4
R,17,18,13
R,17,16,20
R,90,6,30
C,88,8,35
C,86,19,26
C,55,3,24
R,81,20,15
V,96,32,26
R,54,31,20
V,80,3,28
I,93,9,42
R,68,4,41
V,73,2,21
R,1,17,44
I,82,12,1
V,26,44,8
I,100,23,20
I,59,31,7
I,55,41,19
C,42,43,31
I,34,44,39
C,88,39,36
I,5,25,24
I,36,6,5
I,7,43,23
C,83,6,24
V,82,20,6
C,77,36,8
C,80,44,16
V,71,22,9
R,20,5,19
V,53,35,41
I,43,26,32
C,67,3,41
I,72,16,4
R,71,29,33
C,25,23,32
R,99,19,21
C,30,28,9
C,46,10,21
V,61,10,41
R,97,33,4
C,32,28,9
I,17,37,13
C,76,23,14
C,20,44,17
I,39,1,19
V,33,15,32
R,13,2,3
V,40,26,12
C,33,24,38
C,16,7,12
C,24,35,27
R,79,29,4
R,35,20,32
I,100,40,15
I,43,39,25
V,11,33,28
C,41,25,32
C,24,35,27
V,57,16,27
C,70,7,17
I,48,28,5
I,86,13,37
I,46,35,18
C,73,30,20
R,88,35,42
C,48,43,25
R,85,26,29
I,47,21,40
C,8,11,2
R,43,8,35
C,86,12,37
R,34,30,7
R,22,32,31
R,44,21,38
C,79,39,20
V,31,19,30
V,6,43,27
C,30,28,29
V,68,11,29
I,69,15,24
C,62,21,13
C,13,6,34
V,20,4,10
R,31,38,23
R,25,30,40
V,23,5,24
R,75,43,44
R,46,18,32
I,52,34,7
C,87,21,16
R,4,31,0
V,82,10,2
R,92,19,24
C,73,2,28
V,67,19,40
C,28,17,10
I,28,30,31
R,89,36,43
I,10,28,2
I,2,9,11
I,49,19,20
R,49,3,42
R,89,2,17
R,88,6,2
I,87,19,17
C,68,24,21
C,98,15,40
I,72,26,34
I,10,2,0
I,81,44,39
V,27,14,24
V,98,38,22
R,99,28,42
R,91,40,29
C,85,30,10
I,74,32,14
C,75,19,1
R,49,2,1
I,55,23,30
R,36,0,20
V,83,17,37
C,87,11,15
R,12,25,13
I,20,36,1
R,61,34,11
R,98,21,34
V,21,19,17
I,52,6,32
R,55,4,44
V,39,24,40
R,7,11,27
V,30,10,44
V,40,16,6
V,12,20,21
R,65,41,22
C,81,33,0
R,11,38,22
C,68,33,40
V,56,28,31
C,7,17,33
I,10,37,10
R,81,18,40
V,1,21,17
C,25,22,43
V,1,9,43
R,27,41,4
R,96,30,16
V,80,31,11
R,34,39,4
C,43,33,31
V,39,19,31
V,49,13,35
C,49,17,42
I,49,12,2
V,38,36,28
R,11,20,22
I,91,17,30
V,61,17,44
C,69,37,13
I,57,28,15
V,55,20,16
V,41,26,39
V,10,38,41
V,70,4,42
I,12,26,28
C,4,38,13
I,23,25,22
R,93,22,16
I,62,6,41
V,38,33,43
I,11,15,17
V,13,3,24
I,53,26,44
I,61,28,20
V,85,39,16
C,67,5,23
R,23,26,16
R,59,38,23
I,52,40,33
C,75,0,17
I,52,16,18
R,79,1,36
R,78,28,24
C,33,36,5
I,44,18,7
R,82,30,35
I,83,6,31
R,100,38,1
R,57,32,21
V,44,23,29
C,46,24,12
V,45,22,41
I,29,32,22
V,66,19,5
C,49,27,40
R,28,23,44
I,100,42,27
I,38,33,11
I,73,21,43
V,14,31,6
R,37,11,7
I,27,39,19
I,48,44,22
V,1,7,27
V,94,11,12
C,41,11,5
C,38,13,16
R,92,7,15
R,11,11,12
V,73,31,37
C,54,36,4
R,98,15,16
I,54,3,15
I,36,19,42
R,88,16,18
I,33,0,14
I,86,4,13
V,57,9,44
V,32,15,30
R,7,23,26
V,1,29,37
C,40,8,21
R,39,24,17
I,26,10,5
I,39,35,33
I,81,19,17
R,47,43,33
R,6,25,26
R,8,30,0
V,85,44,24
R,76,6,31
C,70,5,4
V,27,6,42
I,14,5,16
V,39,15,20
C,100,26,20
C,52,43,14
V,44,18,14
R,15,41,14
R,24,26,14
C,89,37,34
I,4,42,35
R,70,13,41
V,45,36,27
C,55,20,25
R,89,9,3
V,49,11,33
R,85,40,13
R,69,44,5
R,74,24,0
C,54,10,44
R,15,10,25
V,47,11,35
R,28,6,8
V,39,11,35
R,84,33,41
C,73,3,14
I,98,9,34
I,72,32,41
V,23,10,40
R,95,25,42
C,44,23,14
I,96,32,17
V,100,5,34
V,90,2,1
C,34,40,15
I,17,15,14
C,58,13,20
C,85,32,33
C,4,1,17
R,21,32,18
V,51,4,6
R,22,4,11
R,89,16,17
I,77,30,22
I,50,19,35
R,87,26,34
R,27,31,30
R,62,27,17
C,48,16,10
V,44,35,34
I,29,4,23
C,83,4,30
