type,value,start_node,end_node
R,80,0,1
V,51,2,3
V,61,3,4
R,9,4,5
C,8,5,6
C,20,6,7
V,52,7,0
C,94,6,8
I,6,9,10
R,53,10,11
C,59,11,12
I,52,12,13
R,35,13,4
V,55,6,14
C,66,15,16
C,5,16,17
V,26,17,18
C,48,18,6
R,84,7,19
V,67,20,21
I,28,21,3
R,10,9,0
I,54,20,0
R,24,9,19
V,70,15,4
I,27,7,1
I,80,21,13
I,27,19,6
R,60,3,4
I,96,1,18
R,87,10,7
C,88,1,12
R,55,11,5
R,30,8,17
I,97,10,14
I,38,11,0
I,8,19,4
R,14,17,11
V,44,12,18
C,9,7,0
R,26,21,2
V,98,14,4
V,23,12,10
V,60,7,17
C,86,21,18
R,45,5,15
C,93,9,17
R,23,21,3
R,34,1,13
C,24,11,2
C,56,19,2
C,30,0,9
R,27,2,11
R,29,16,19
I,4,2,11
V,64,14,20
R,84,18,8
C,24,21,6
R,63,18,12
I,43,13,16
C,1,11,19
