type,value,start_node,end_node
R,40,0,1
V,64,2,3
C,75,3,4
V,6,4,5
I,38,5,6
I,88,6,7
C,84,7,8
I,39,8,0
V,86,8,9
C,17,10,11
R,31,11,12
R,12,12,13
R,45,13,14
I,2,14,15
C,28,15,16
R,39,16,4
I,41,14,17
C,66,18,19
I,97,19,20
V,7,20,2
I,59,5,21
R,73,21,11
C,22,11,14
C,47,9,16
R,55,11,8
C,12,12,16
I,2,21,4
I,35,18,3
I,68,14,2
V,33,2,11
V,85,13,17
I,61,11,6
R,95,4,21
R,23,16,6
C,32,6,15
I,35,0,7
V,9,10,3
C,40,16,3
R,67,7,0
R,12,3,2
I,99,7,18
C,79,13,18
I,44,1,3
V,86,17,11
V,32,3,17
C,74,6,2
V,80,15,19
R,85,10,11
V,12,10,15
I,90,15,11
I,89,15,7
R,93,8,19
R,18,13,1
R,65,3,1
I,51,20,12
V,36,2,19
C,92,0,2
R,12,5,6
R,33,7,0
I,18,14,12
C,41,20,11
C,53,8,4
V,4,5,15
R,99,6,3
I,72,14,19
V,21,18,11
C,20,3,8
I,98,2,16
I,7,10,4
R,47,15,8
I,79,2,10
R,43,7,11
C,22,9,13
V,89,18,11
R,68,13,7
I,81,2,5
R,77,21,6
I,72,9,7
R,20,12,10
I,49,5,20
R,46,2,11
C,42,4,18
I,42,17,13
I,21,2,19
