type,value,start_node,end_node
V,75,0,1
R,52,2,3
C,49,3,4
I,78,4,5
C,64,5,6
I,59,6,7
I,83,7,8
C,51,8,9
V,11,9,10
V,86,10,11
V,55,11,12
C,11,12,13
V,83,13,14
V,62,14,15
V,64,15,16
R,67,16,17
R,10,17,18
I,32,18,19
R,74,19,20
C,26,20,21
I,94,21,22
C,16,22,23
I,35,23,24
V,90,24,25
R,44,25,26
I,48,26,27
I,89,27,28
V,100,28,29
C,55,29,30
C,60,30,31
I,10,31,32
V,95,32,33
C,46,33,34
V,45,34,35
V,62,35,36
V,45,36,37
V,11,37,38
R,46,38,39
R,12,39,40
V,22,40,41
R,79,41,42
V,49,42,43
I,46,43,44
I,58,44,45
I,57,45,46
I,50,46,47
R,80,47,48
I,99,48,49
C,94,49,50
R,59,50,51
C,77,51,52
I,36,52,53
I,7,53,54
V,62,54,55
C,97,55,56
C,62,56,57
C,57,57,58
I,33,58,59
I,92,59,60
I,15,60,61
R,21,61,62
R,21,62,63
R,9,63,64
V,26,64,65
I,26,65,66
R,35,66,67
C,79,67,68
R,41,68,69
C,62,69,70
V,48,70,71
C,58,71,72
I,3,72,73
R,86,73,74
R,49,74,75
I,50,75,76
V,22,76,77
V,91,77,78
I,38,78,79
C,23,79,80
V,23,80,81
I,16,81,82
R,4,82,83
C,80,83,84
C,70,84,85
R,66,85,86
R,3,86,87
I,76,87,88
R,41,88,89
I,35,89,90
R,31,90,91
R,55,91,92
C,79,92,93
R,76,93,94
C,68,94,95
C,86,95,96
V,94,96,97
V,12,97,98
I,63,98,99
I,41,99,100
R,67,100,101
R,38,101,102
I,37,102,103
V,82,103,104
C,95,104,105
I,38,105,106
R,20,106,107
C,36,107,108
V,60,108,109
R,47,109,110
C,31,110,111
I,13,111,112
C,90,112,113
R,10,113,114
R,32,114,115
I,8,115,116
C,16,116,117
C,57,117,118
C,49,118,119
R,60,119,120
V,90,120,121
I,57,121,122
R,33,122,123
R,56,123,124
R,95,124,125
R,68,125,126
R,42,126,127
R,100,127,128
R,45,128,129
V,37,129,130
I,86,130,131
C,8,131,132
V,37,132,133
I,76,133,134
V,93,134,135
V,88,135,136
V,74,136,137
R,58,137,138
I,40,138,139
C,18,139,140
C,53,140,141
R,34,141,142
V,63,142,143
V,67,143,144
V,81,144,145
I,62,145,146
C,50,146,147
I,56,147,148
R,67,148,149
I,1,149,150
I,68,150,151
I,33,151,152
R,89,152,153
C,47,153,154
C,58,154,155
C,4,155,156
C,42,156,157
I,42,157,158
V,35,158,159
V,93,159,160
C,68,160,161
R,68,161,162
R,98,162,163
C,38,163,164
R,4,164,165
V,13,165,166
I,87,166,167
I,73,167,168
I,91,168,169
V,85,169,170
R,98,170,171
V,26,171,172
C,74,172,173
R,53,173,174
C,92,174,175
V,91,175,176
I,4,176,177
R,7,177,178
R,55,178,179
C,68,179,180
C,66,180,181
C,53,181,182
C,42,182,183
R,7,183,184
R,98,184,185
C,17,185,186
V,23,186,187
R,64,187,188
V,4,188,189
I,17,189,190
R,77,190,191
I,52,191,192
V,50,192,193
R,49,193,194
I,41,194,195
R,17,195,196
C,95,196,197
I,46,197,198
I,76,198,199
R,48,199,200
C,47,200,201
V,33,201,202
V,27,202,203
V,81,203,204
V,57,204,205
C,84,205,206
C,56,206,207
R,58,207,208
C,54,208,209
R,47,209,210
R,73,210,211
R,15,211,212
R,69,212,213
R,88,213,214
C,74,214,215
I,48,215,216
I,12,216,217
I,72,217,218
R,45,218,219
I,42,219,220
I,67,220,221
C,28,221,222
V,37,222,223
R,44,223,224
I,9,224,225
V,93,225,226
V,25,226,227
R,7,227,228
R,11,228,229
I,48,229,230
R,37,230,231
C,13,231,232
R,64,232,233
I,4,233,234
I,2,234,235
R,67,235,236
I,91,236,237
V,22,237,238
R,26,238,239
C,76,239,240
R,29,240,241
V,38,241,242
I,26,242,243
V,48,243,244
R,42,244,245
C,87,245,246
I,51,246,247
R,48,247,248
V,36,248,249
I,41,249,250
I,5,250,251
V,53,251,252
C,2,252,253
I,54,253,254
C,23,254,255
I,64,255,256
C,45,256,257
R,43,257,258
C,95,258,259
C,72,259,260
I,45,260,261
C,73,261,262
C,53,262,263
C,37,263,264
C,50,264,265
I,87,265,266
R,45,266,267
V,50,267,268
I,92,268,269
R,16,269,270
C,46,270,271
R,9,271,272
R,47,272,273
C,4,273,274
I,89,274,275
C,6,275,276
V,56,276,277
R,65,277,278
V,45,278,279
V,56,279,280
I,83,280,281
V,68,281,282
C,70,282,283
I,61,283,284
I,57,284,285
C,39,285,286
V,95,286,0
V,97,244,287
C,79,288,289
I,9,289,290
I,100,290,291
V,93,291,292
C,65,292,293
I,79,293,294
C,88,294,295
I,46,295,296
C,8,296,297
V,24,297,298
R,36,298,299
I,50,299,300
I,39,300,301
V,40,301,302
C,78,302,303
R,55,303,304
V,100,304,305
R,95,305,306
V,13,306,307
R,9,307,308
I,3,308,309
V,40,309,310
C,35,310,311
V,30,311,312
C,14,312,313
R,71,313,314
V,47,314,315
C,60,315,316
C,75,316,317
V,69,317,318
V,90,318,319
V,55,319,320
C,81,320,321
C,29,321,322
V,94,322,323
V,99,323,324
C,30,324,325
C,76,325,326
C,5,326,327
C,17,327,328
C,28,328,329
V,36,329,330
R,25,330,331
R,49,331,332
I,66,332,333
I,87,333,334
R,87,334,335
C,54,335,336
R,84,336,337
V,41,337,338
V,6,338,339
C,54,339,340
I,47,340,341
C,6,341,342
I,67,342,343
I,1,343,344
V,33,344,345
I,81,345,346
R,34,346,347
C,62,347,348
C,98,348,349
R,93,349,350
C,10,350,351
C,57,351,352
R,14,352,353
C,3,353,354
R,100,354,355
I,75,355,356
C,46,356,357
V,75,357,358
I,33,358,359
I,58,359,360
I,87,360,361
R,71,361,362
V,80,362,363
C,33,363,364
I,9,364,365
R,7,365,366
R,90,366,367
C,5,367,368
V,35,368,369
R,36,369,370
V,96,370,371
C,11,371,372
V,70,372,373
R,40,373,374
I,16,374,375
V,65,375,376
V,58,376,377
I,25,377,378
V,37,378,379
V,9,379,380
R,21,380,381
V,18,381,382
C,4,382,383
V,18,383,384
C,73,384,385
I,80,385,386
V,63,386,387
I,82,387,388
C,24,388,389
C,75,389,390
R,71,390,391
I,40,391,392
I,13,392,393
C,61,393,394
C,73,394,395
V,38,395,396
R,27,396,397
C,84,397,398
R,62,398,399
R,23,399,400
I,19,400,401
V,16,401,402
C,32,402,403
V,5,403,404
C,31,404,405
R,2,405,406
V,56,406,407
V,11,407,408
C,81,408,409
I,95,409,410
C,27,410,411
I,68,411,412
I,77,412,413
I,2,413,414
R,89,414,415
I,15,415,416
I,82,416,417
I,34,417,418
R,28,418,419
V,8,419,420
C,42,420,421
I,35,421,422
C,14,422,423
I,32,423,424
R,59,424,425
R,71,425,426
I,8,426,427
R,5,427,428
R,92,428,429
V,93,429,430
R,10,430,431
C,75,431,432
V,42,432,433
C,38,433,434
I,43,434,435
C,13,435,436
V,5,436,437
V,65,437,438
I,90,438,439
I,89,439,440
V,80,440,441
V,43,441,442
I,4,442,443
R,69,443,444
C,51,444,445
I,9,445,446
C,96,446,447
I,53,447,448
V,10,448,449
V,100,449,450
C,43,450,451
I,88,451,452
V,9,452,453
V,58,453,454
V,61,454,455
R,6,455,456
I,18,456,457
C,43,457,458
R,16,458,459
C,16,459,460
C,51,460,461
V,100,461,462
V,51,462,463
R,54,463,464
I,82,464,465
C,11,465,466
C,40,466,467
V,20,467,468
I,76,468,469
C,86,469,470
I,41,470,471
C,19,471,472
I,57,472,473
I,51,473,474
I,47,474,475
C,85,475,476
I,60,476,477
I,33,477,478
R,20,478,479
I,9,479,480
V,21,480,481
I,25,481,482
C,78,482,483
R,17,483,484
R,71,484,485
C,47,485,486
C,18,486,487
I,27,487,488
C,26,488,489
C,71,489,490
V,15,490,491
C,13,491,492
