type,value,start_node,end_node
R,13,0,1
V,21,2,3
V,55,3,4
V,35,4,5
C,38,5,6
I,71,6,7
C,78,7,8
C,53,8,9
C,59,9,10
V,83,10,11
R,56,11,12
R,20,12,13
V,88,13,14
R,39,14,15
V,89,15,16
I,78,16,17
I,52,17,18
C,2,18,19
R,3,19,20
C,52,20,21
I,71,21,22
V,59,22,23
V,55,23,24
V,80,24,25
R,82,25,26
R,80,26,27
C,89,27,28
V,8,28,29
V,72,29,30
I,14,30,31
V,29,31,32
V,10,32,33
R,72,33,34
I,89,34,35
I,99,35,36
C,27,36,37
R,63,37,38
I,69,38,39
V,18,39,40
I,27,40,41
R,33,41,42
I,29,42,43
I,76,43,44
V,58,44,45
R,99,45,46
I,47,46,47
V,18,47,48
R,42,48,49
I,78,49,50
I,30,50,51
R,49,51,52
C,73,52,53
R,12,53,54
C,82,54,55
R,30,55,56
R,43,56,57
C,16,57,58
V,12,58,59
I,8,59,60
R,9,60,61
V,53,61,62
R,16,62,63
I,61,63,64
C,6,64,65
C,6,65,66
V,73,66,67
V,86,67,68
R,63,68,69
C,27,69,70
V,23,70,71
R,39,71,72
R,29,72,73
R,37,73,74
V,92,74,75
C,45,75,76
I,60,76,77
R,82,77,78
R,62,78,79
C,12,79,80
I,88,80,81
V,57,81,82
R,80,82,83
R,48,83,84
C,44,84,85
V,52,85,86
V,90,86,0
V,98,63,87
R,48,88,89
C,35,89,90
V,41,90,91
V,43,91,92
R,25,92,93
R,29,93,94
V,35,94,95
I,87,95,96
I,85,96,97
I,47,97,98
I,32,98,99
C,88,99,100
I,5,100,101
R,83,101,102
R,80,102,103
R,100,103,104
I,99,104,105
V,30,105,106
R,24,106,107
C,33,107,108
V,34,108,109
V,98,109,110
V,92,110,111
V,53,111,112
V,40,112,113
R,37,113,114
V,40,114,115
V,9,115,116
C,99,116,117
R,42,117,118
R,11,118,119
I,91,119,120
C,81,120,121
R,49,121,122
R,99,122,123
R,11,123,124
V,54,124,125
C,46,125,126
I,99,126,127
R,68,127,128
V,25,128,129
V,17,129,130
V,49,130,131
V,6,131,132
C,32,132,133
V,3,133,134
I,27,134,135
R,64,135,136
R,1,136,137
R,86,137,138
R,97,138,139
R,86,139,140
V,43,140,141
V,17,141,142
V,14,142,143
C,3,143,144
I,21,144,145
V,2,145,146
I,41,146,147
C,21,147,148
C,54,148,149
C,9,149,150
C,81,150,151
I,18,151,152
R,99,152,153
V,37,153,154
R,58,154,155
C,91,155,156
I,75,156,157
R,1,157,158
I,99,158,159
R,18,159,160
C,11,160,161
V,60,161,162
V,67,162,163
V,49,163,164
R,91,164,165
V,88,165,166
R,14,166,167
C,70,167,168
R,3,168,169
R,42,169,170
V,54,170,171
V,30,171,172
R,11,172,173
V,14,173,174
C,70,174,175
I,39,175,176
C,36,176,177
I,82,177,178
I,32,178,179
C,22,179,180
C,36,180,181
C,95,181,182
V,48,182,183
R,50,183,184
R,100,184,185
R,24,185,186
C,37,186,187
C,90,187,188
I,94,188,189
I,30,189,190
V,8,190,191
C,69,191,192
R,17,192,193
V,79,193,194
R,90,194,195
C,78,195,196
R,31,196,197
R,67,197,198
C,44,198,199
I,46,199,200
R,98,200,201
C,55,201,202
R,72,202,203
R,4,203,204
C,98,204,205
V,8,205,206
V,39,206,207
R,63,207,208
V,83,208,209
C,86,209,210
I,91,210,211
R,20,211,27
V,83,149,212
V,26,213,214
I,17,214,215
V,20,215,216
V,21,216,217
C,63,217,218
V,42,218,219
C,8,219,220
I,86,220,221
R,11,221,222
I,13,222,223
I,94,223,224
V,37,224,225
V,54,225,226
I,18,226,227
I,10,227,228
I,81,228,229
C,60,229,230
I,29,230,231
I,2,231,232
I,19,232,233
R,26,233,234
V,77,234,235
C,52,235,236
R,83,236,237
I,10,237,238
C,43,238,239
R,63,239,240
R,62,240,241
I,17,241,242
R,51,242,243
V,80,243,244
C,73,244,245
V,43,245,246
R,86,246,247
I,81,247,248
R,59,248,249
V,49,249,250
C,68,250,251
V,82,251,252
I,17,252,253
I,1,253,254
V,6,254,255
I,91,255,155
R,88,218,119
V,56,74,160
V,97,44,125
I,31,197,165
I,30,164,251
C,70,88,9
I,54,179,38
I,85,109,195
C,95,96,245
I,63,14,85
C,67,110,121
R,42,119,136
R,17,112,180
R,35,35,76
R,81,191,122
R,63,83,114
R,90,203,194
R,68,73,15
I,38,143,62
I,90,4,14
V,75,171,173
I,37,221,250
I,58,81,85
C,73,86,171
C,55,236,219
I,8,162,151
I,100,50,54
I,15,169,78
C,18,89,95
R,51,242,172
V,87,53,222
R,72,74,245
I,28,67,68
V,80,84,212
C,40,207,24
V,14,10,158
I,50,21,204
R,91,142,144
I,2,145,159
V,40,82,39
I,13,168,71
V,71,107,17
C,20,70,125
I,88,212,107
C,55,5,87
C,49,239,29
I,98,131,16
I,86,128,162
I,25,49,3
I,76,67,183
C,82,186,115
R,12,187,95
R,54,233,176
V,57,194,130
I,12,51,74
I,48,96,212
R,92,133,162
V,16,3,30
R,45,31,24
V,35,142,154
R,54,149,244
V,10,96,111
R,33,250,239
C,7,108,211
I,52,174,203
C,27,145,56
I,55,89,10
C,81,206,214
R,23,168,180
R,6,2,17
C,100,168,128
R,26,224,221
R,43,123,203
V,28,142,199
C,43,167,80
I,78,104,214
C,50,227,155
R,56,182,55
I,84,126,159
V,82,49,205
I,13,228,170
C,82,185,99
V,89,12,75
C,48,99,3
I,40,2,125
V,58,181,44
I,18,162,209
V,29,145,236
I,90,44,88
V,54,231,178
I,40,130,182
V,57,172,179
C,58,12,205
C,7,37,39
R,41,165,81
R,69,6,51
V,70,82,99
I,78,202,226
V,67,25,186
R,35,104,180
R,95,229,243
V,24,76,67
I,83,220,24
I,86,14,77
C,57,116,70
R,13,173,120
I,56,193,59
R,39,88,170
R,8,179,59
I,40,70,152
I,68,70,91
V,40,23,178
R,19,123,199
C,99,155,144
V,83,89,168
V,43,23,166
I,88,187,107
R,50,80,169
V,99,146,125
R,23,173,253
V,66,60,239
V,91,213,77
R,23,97,165
R,52,144,105
R,28,231,35
V,59,97,178
C,31,239,244
I,73,41,23
C,75,197,99
V,19,93,208
R,27,106,117
V,51,231,246
C,78,213,183
C,80,253,20
C,13,72,113
R,59,73,84
R,78,105,220
R,44,106,24
R,75,35,109
R,49,130,199
R,11,21,177
C,94,237,174
V,91,205,4
C,21,115,8
I,75,143,184
V,55,225,123
C,37,199,23
V,45,83,86
C,45,229,166
C,66,2,113
R,55,70,66
C,12,13,6
R,37,83,120
R,1,135,62
V,83,149,123
I,67,34,164
I,75,20,94
I,67,2,117
R,21,63,220
C,3,192,208
R,13,73,255
V,51,113,102
R,20,6,161
I,25,152,42
R,50,59,58
V,11,91,157
V,67,144,26
C,70,195,180
I,60,0,56
V,99,125,82
V,85,229,4
I,74,175,60
I,33,74,56
R,97,102,175
I,1,204,137
V,16,98,196
R,44,228,156
I,70,223,40
R,49,196,115
R,42,125,46
R,91,171,123
R,73,47,91
V,39,126,28
V,75,210,206
C,69,85,12
I,89,146,30
C,51,98,14
C,5,47,88
I,77,191,46
V,47,232,141
I,73,232,129
V,31,64,201
R,82,174,68
R,91,43,33
I,20,210,79
I,59,101,245
I,1,94,49
I,90,162,113
C,58,242,127
V,70,94,227
C,95,40,72
C,64,38,24
C,40,250,100
C,70,129,49
C,18,41,239
C,33,19,152
C,76,1,7
V,75,21,176
C,12,111,12
C,37,184,97
V,26,229,46
V,50,56,52
C,42,253,46
V,6,200,62
C,10,67,10
R,8,59,116
I,97,221,211
R,61,148,215
R,64,211,71
C,40,244,188
V,75,25,72
I,94,224,40
I,68,197,62
V,6,23,143
R,75,30,16
V,24,34,60
I,84,48,146
I,47,204,220
I,32,177,160
V,3,234,240
V,75,175,109
C,80,230,22
C,12,102,253
R,82,149,212
C,10,20,58
R,22,147,148
I,66,6,0
R,72,171,254
C,4,2,20
R,80,144,140
I,19,117,209
I,51,37,245
V,3,235,118
R,4,113,97
R,78,25,248
V,6,95,78
R,25,35,215
C,35,79,82
C,23,110,37
R,51,221,123
R,47,10,173
C,17,200,182
C,1,4,200
C,54,234,108
I,42,118,231
R,19,19,59
C,5,212,129
C,58,174,130
V,41,92,19
R,29,207,157
C,26,13,29
R,90,203,25
R,6,3,50
R,48,218,146
C,50,80,14
C,50,187,90
R,20,81,208
I,72,146,134
R,36,84,30
I,2,53,52
I,75,82,28
R,22,15,55
R,20,26,33
V,10,216,185
R,70,7,80
R,44,49,64
V,54,8,57
C,42,55,144
V,49,179,133
V,18,4,37
R,2,130,106
V,32,229,162
C,86,141,90
C,35,208,76
C,14,212,168
C,43,147,217
R,7,40,44
C,71,114,45
I,49,199,2
V,68,108,42
V,97,139,188
I,79,53,211
R,45,150,189
R,4,29,101
C,67,186,252
V,99,74,38
R,48,127,113
V,6,247,154
I,14,137,135
I,58,22,102
C,7,6,150
R,16,104,4
V,11,217,219
V,63,5,201
V,70,12,13
R,81,4,232
V,62,50,63
V,53,157,240
R,93,139,103
V,41,93,215
I,56,14,80
I,84,202,130
C,36,226,245
R,95,111,157
I,64,10,202
V,25,196,115
C,24,218,232
I,23,249,124
I,9,91,41
C,20,101,155
C,69,77,252
V,83,182,94
I,54,101,149
R,52,140,58
C,44,211,161
I,63,23,177
R,26,177,66
I,59,163,200
V,86,81,74
C,33,247,150
C,66,207,199
V,13,90,72
I,25,211,242
C,58,233,222
V,94,135,138
R,86,146,164
R,44,26,172
V,93,179,129
V,42,229,142
V,31,215,231
V,11,76,26
I,89,87,191
R,35,62,0
I,48,69,111
V,48,93,213
I,72,115,52
C,50,12,189
C,70,92,250
I,33,103,39
I,79,67,213
I,30,142,205
R,67,218,161
V,64,92,88
I,16,100,37
C,44,26,24
V,9,17,47
R,25,30,69
R,53,198,3
I,13,185,75
V,96,255,216
C,99,239,209
R,7,207,197
I,2,119,218
C,51,196,5
C,33,79,103
R,48,229,60
C,66,14,221
C,4,253,110
I,8,235,95
R,32,144,24
C,67,251,52
I,95,231,20
I,81,19,140
I,85,133,180
I,13,178,73
V,38,108,55
R,31,105,74
C,82,6,23
C,76,95,59
V,95,123,141
V,95,165,200
C,11,80,74
C,37,35,72
I,92,43,140
C,6,28,118
I,21,51,234
I,70,123,210
C,45,91,53
R,93,233,142
R,9,40,88
R,88,21,54
V,13,159,91
I,88,80,199
C,46,145,88
C,17,64,184
C,37,166,146
C,66,9,252
V,8,70,150
I,27,71,182
V,88,22,6
C,14,109,214
C,23,184,179
R,70,26,194
V,62,23,46
I,58,249,229
R,25,138,73
I,24,66,131
I,62,147,226
C,29,49,233
R,30,33,23
V,19,11,254
V,100,71,61
R,32,146,84
V,42,169,234
C,14,65,115
C,18,75,57
I,93,83,173
I,51,87,196
I,92,164,168
V,50,208,89
C,17,183,254
C,69,100,152
C,23,220,199
I,4,48,221
R,32,255,122
I,86,142,39
R,96,53,95
C,43,32,126
V,8,233,192
C,9,73,229
C,33,23,201
R,22,143,64
V,31,66,72
R,47,215,126
I,20,241,101
V,60,196,169
I,95,175,23
C,49,126,69
I,27,39,59
C,66,23,186
R,20,46,192
V,81,187,84
C,38,65,241
I,72,110,255
R,98,60,91
V,12,23,26
C,8,171,156
V,61,249,89
C,35,60,53
I,2,211,189
C,24,31,182
R,96,193,59
V,32,146,193
I,22,0,235
C,39,208,163
C,50,55,119
C,54,74,116
I,53,22,244
I,12,132,239
C,6,29,197
R,38,197,24
C,42,100,68
I,12,159,212
V,68,19,254
R,28,228,191
V,78,43,224
R,26,71,107
C,83,72,142
I,35,96,47
R,70,182,226
R,35,117,115
R,60,139,1
R,11,78,7
V,36,55,243
V,47,81,19
C,5,106,47
R,86,34,197
R,30,183,210
V,2,202,68
R,75,77,26
I,75,20,44
I,10,202,72
C,89,57,159
V,29,161,234
I,97,54,144
R,38,166,200
V,10,44,28
V,40,7,114
C,71,73,236
R,74,211,79
I,59,92,193
I,43,247,222
R,89,200,121
R,3,221,43
R,33,28,112
V,55,201,14
V,64,98,1
I,14,135,169
R,42,253,131
I,47,32,81
I,73,3,150
R,83,46,233
V,54,211,23
V,60,58,12
R,64,49,124
R,28,131,249
R,92,43,86
C,74,95,93
R,70,137,243
R,53,108,123
I,93,165,110
C,38,119,206
C,44,117,36
R,68,249,233
R,21,186,188
C,86,173,233
V,65,61,122
C,10,211,174
C,88,230,31
I,50,3,163
V,29,35,61
V,48,89,240
I,5,101,12
R,83,46,22
R,21,101,88
V,26,29,58
R,12,20,25
V,91,167,249
I,1,253,50
R,99,125,0
R,21,200,154
I,97,72,113
C,11,165,73
