type,value,start_node,end_node
I,18,0,1
C,53,2,3
V,26,3,4
C,3,4,5
R,44,5,6
I,9,6,7
V,53,7,8
I,45,8,9
C,92,9,10
I,26,10,11
V,98,11,12
I,46,12,13
V,44,13,14
C,39,14,15
R,49,15,16
R,32,16,17
V,28,17,18
V,60,18,19
V,36,19,20
I,59,20,21
I,44,21,22
I,16,22,23
R,40,23,24
I,58,24,25
V,15,25,26
V,90,26,27
C,75,27,28
I,63,28,29
V,39,29,30
V,10,30,31
I,12,31,32
C,30,32,33
I,89,33,34
I,23,34,35
C,22,35,36
I,24,36,37
C,17,37,38
V,39,38,39
I,51,39,0
C,71,0,40
I,57,41,42
R,50,42,43
V,12,43,44
V,49,44,45
I,14,45,46
V,62,46,47
R,69,47,48
V,73,48,49
V,80,49,50
C,73,50,51
V,65,51,52
V,87,52,53
V,30,53,54
C,88,54,55
C,22,55,56
I,78,56,57
C,88,57,58
I,7,58,59
V,88,59,60
C,98,60,61
V,15,61,62
I,50,62,63
R,38,63,64
V,17,64,65
V,1,65,66
C,53,66,67
R,67,67,68
V,96,68,69
I,10,69,70
C,65,70,71
R,3,71,72
R,68,72,73
I,37,73,74
V,81,74,75
R,92,75,76
I,42,76,77
C,63,77,78
C,72,78,79
R,31,79,80
V,26,80,81
R,82,81,82
I,41,82,83
I,13,83,84
V,60,84,85
V,27,85,86
R,27,86,87
V,65,87,88
V,88,88,89
I,57,89,90
I,49,90,91
R,33,91,92
C,92,92,93
R,8,93,94
C,87,94,95
I,86,95,96
I,72,96,22
C,14,39,97
I,64,98,99
I,79,99,100
I,16,100,101
V,63,101,102
C,62,102,103
I,51,103,104
C,39,104,105
R,84,105,106
R,87,106,107
V,90,107,108
R,1,108,109
V,97,109,110
C,7,110,111
V,12,111,112
R,84,112,113
C,14,113,114
V,53,114,115
R,2,115,116
I,70,116,117
R,66,117,118
V,6,118,119
V,23,119,120
R,9,120,121
C,77,121,122
V,13,122,123
I,12,123,124
V,56,124,125
I,66,125,126
R,85,126,127
C,4,127,9
I,52,61,112
C,3,107,81
V,67,23,43
R,28,103,84
V,63,87,108
V,78,124,50
I,28,55,64
V,4,103,109
V,85,40,16
I,87,62,34
V,48,60,35
V,42,48,118
C,37,26,10
V,15,47,90
V,99,72,30
V,1,32,107
R,13,27,104
C,58,95,69
V,74,97,36
C,53,35,2
R,27,67,126
C,28,69,96
I,86,51,32
R,36,67,2
V,94,101,78
R,86,83,74
C,99,65,102
I,98,9,65
I,95,5,38
R,66,44,108
C,92,11,115
R,81,89,114
V,30,19,16
C,15,13,69
C,17,38,112
R,1,44,18
C,34,117,30
I,14,93,40
R,19,39,31
C,48,105,55
C,49,19,1
R,22,17,120
V,58,103,53
V,35,40,62
C,27,9,7
C,37,102,80
I,8,74,109
R,38,43,16
R,40,110,25
R,20,49,4
I,59,44,114
I,27,17,56
V,58,65,108
V,18,55,34
V,10,15,117
R,22,58,100
R,64,11,55
R,79,65,56
C,13,64,36
V,27,100,89
C,50,30,65
C,79,105,125
I,76,76,111
R,89,39,126
R,90,11,108
I,99,91,2
C,15,107,116
C,75,54,0
I,95,73,48
I,60,3,58
V,59,112,9
I,43,118,108
C,58,84,17
R,46,122,54
I,67,84,50
R,72,52,101
V,87,14,101
I,87,121,71
R,85,70,88
C,63,24,90
V,21,8,74
C,18,99,65
I,41,127,100
R,2,62,4
R,66,9,68
C,7,42,52
R,35,69,125
I,24,119,91
I,69,85,35
V,51,63,43
C,37,85,43
I,45,25,53
R,29,29,68
R,64,26,71
V,38,22,87
V,85,97,45
R,99,57,8
V,99,114,11
V,10,19,75
R,72,83,77
V,42,94,33
C,18,50,70
C,36,50,72
I,2,23,115
I,17,40,61
C,22,18,71
C,45,1,95
R,86,110,2
R,10,84,82
I,14,78,108
V,22,19,35
I,75,76,43
I,41,111,20
V,23,43,117
