type,value,start_node,end_node
C,6,0,1
C,50,2,3
C,95,3,4
V,41,4,5
I,41,5,6
C,25,6,7
V,87,7,8
V,41,8,9
I,92,9,10
C,22,10,11
V,22,11,12
C,84,12,13
R,61,13,14
C,66,14,15
V,91,15,16
I,79,16,17
C,23,17,18
R,49,18,19
R,66,19,20
R,73,20,21
I,63,21,22
C,38,22,23
V,33,23,24
C,12,24,25
C,26,25,26
V,67,26,27
V,60,27,28
C,89,28,29
C,100,29,30
V,65,30,31
V,64,31,32
V,88,32,33
C,16,33,34
C,73,34,35
R,52,35,36
R,22,36,37
V,38,37,38
C,89,38,39
I,12,39,40
V,87,40,41
R,26,41,42
C,74,42,43
C,89,43,44
R,29,44,45
V,63,45,46
I,17,46,47
V,31,47,48
V,78,48,49
R,53,49,50
R,25,50,51
V,32,51,52
R,61,52,53
V,7,53,54
V,79,54,55
C,35,55,56
C,54,56,57
V,75,57,58
C,70,58,0
R,12,4,59
V,15,60,61
C,94,61,62
V,26,62,63
C,26,63,41
C,35,24,31
V,71,55,56
I,98,61,53
I,96,54,14
I,94,28,17
V,100,40,29
I,38,59,1
V,10,50,49
I,27,2,1
I,99,20,54
V,20,53,27
C,48,50,11
V,58,2,56
I,65,45,14
C,53,13,36
V,60,37,46
I,20,33,16
R,76,58,8
C,87,4,43
I,12,63,6
R,3,31,4
V,66,47,21
I,61,12,47
R,46,41,44
C,51,38,23
I,12,22,14
C,33,43,6
I,35,10,1
V,87,49,33
C,72,51,59
C,18,16,36
R,96,17,39
R,91,52,27
I,97,24,15
R,98,0,40
V,45,42,21
R,67,46,10
I,38,47,51
C,62,50,1
I,59,4,58
I,100,57,45
I,81,52,20
V,44,27,0
I,42,45,25
V,28,54,6
C,50,7,16
I,42,1,54
V,42,50,9
V,65,56,55
I,42,6,17
I,73,43,52
V,76,8,48
R,88,4,19
R,80,56,34
I,35,51,19
R,54,36,47
V,44,51,13
R,21,46,56
V,17,13,46
I,14,23,14
C,85,16,29
I,55,32,37
V,58,61,46
C,79,20,34
R,11,17,55
R,98,32,33
R,71,36,62
I,90,23,25
R,38,26,23
V,30,6,34
V,8,43,35
C,14,56,23
I,52,48,13
I,45,15,34
C,77,61,39
R,66,23,14
R,52,56,21
I,42,61,58
I,56,17,10
V,71,19,32
C,50,45,16
V,81,5,61
C,32,3,5
I,11,4,19
I,17,10,46
V,6,39,21
C,12,34,16
R,14,27,47
V,16,44,53
V,60,28,5
R,41,17,4
C,47,38,29
R,83,19,6
C,48,16,36
C,74,47,36
V,3,30,20
I,56,59,5
C,68,55,7
I,36,59,50
R,1,54,8
I,93,45,59
V,73,47,3
C,4,47,28
C,57,10,3
C,8,11,33
V,35,58,15
V,32,16,7
I,86,13,7
C,88,23,29
C,94,22,37
I,17,8,41
V,39,22,16
V,20,8,17
I,90,53,22
R,15,4,6
V,100,39,54
I,100,58,11
R,21,18,57
I,80,36,31
R,72,55,25
C,29,35,42
R,88,20,18
I,77,15,24
C,77,53,57
V,27,26,42
I,70,8,19
