type,value,start_node,end_node
R,33,0,1
I,76,2,3
V,91,3,4
I,30,4,5
R,8,5,6
V,26,6,7
V,99,7,8
C,23,8,9
V,55,9,10
V,8,10,11
V,44,11,12
V,90,12,13
R,70,13,14
R,68,14,15
C,89,15,16
R,38,16,17
C,45,17,18
V,35,18,19
R,61,19,20
V,77,20,21
V,86,21,22
I,74,22,23
R,62,23,24
V,27,24,25
C,75,25,26
R,94,26,27
R,79,27,28
R,46,28,29
R,30,29,30
V,35,30,31
C,84,31,32
C,8,32,33
V,18,33,34
R,27,34,35
V,87,35,36
I,20,36,37
C,92,37,38
V,20,38,39
V,2,39,40
R,42,40,41
C,39,41,42
V,16,42,43
C,84,43,44
V,48,44,45
C,15,45,46
R,8,46,47
R,56,47,48
C,12,48,49
I,35,49,50
V,58,50,51
C,28,51,52
V,6,52,53
C,28,53,54
R,28,54,55
R,51,55,56
C,9,56,57
V,2,57,58
C,40,58,59
R,79,59,60
R,79,60,61
V,71,61,62
C,36,62,63
R,98,63,64
R,13,64,65
I,46,65,66
R,76,66,67
C,97,67,68
C,46,68,69
V,89,69,70
C,5,70,71
I,48,71,72
R,67,72,73
R,97,73,74
I,64,74,75
C,9,75,76
C,30,76,77
I,64,77,78
V,86,78,79
C,96,79,80
C,87,80,81
C,86,81,82
C,45,82,83
V,18,83,84
I,53,84,85
C,94,85,86
C,62,86,87
V,85,87,88
I,67,88,89
V,69,89,90
V,47,90,91
C,44,91,92
R,8,92,93
C,14,93,94
C,49,94,95
V,54,95,96
V,95,96,97
C,88,97,98
V,48,98,99
V,86,99,100
C,98,100,101
R,10,101,102
C,50,102,103
R,14,103,104
I,58,104,105
C,43,105,106
R,88,106,107
R,32,107,108
C,36,108,109
I,11,109,110
V,91,110,111
I,24,111,112
R,15,112,113
I,60,113,114
V,62,114,115
I,84,115,116
I,88,116,117
V,65,117,118
C,88,118,119
R,5,119,120
R,94,120,121
R,95,121,122
R,63,122,123
V,84,123,124
I,51,124,125
C,18,125,126
V,55,126,127
V,96,127,128
C,11,128,129
C,68,129,130
V,16,130,131
R,69,131,132
R,73,132,133
V,54,133,134
I,82,134,135
R,56,135,136
V,98,136,137
R,4,137,138
C,82,138,139
I,77,139,140
I,73,140,141
I,68,141,142
I,13,142,143
R,51,143,144
C,95,144,145
C,6,145,146
C,31,146,147
C,27,147,148
R,83,148,149
I,81,149,150
C,75,150,151
C,68,151,152
R,89,152,153
C,46,153,154
R,46,154,155
R,33,155,156
C,52,156,157
R,20,157,158
C,44,158,159
C,97,159,160
I,8,160,161
C,27,161,162
R,39,162,163
C,5,163,164
V,50,164,165
C,37,165,166
R,31,166,167
R,30,167,168
C,79,168,169
I,13,169,170
I,12,170,171
I,12,171,172
C,93,172,173
R,47,173,174
V,71,174,175
V,79,175,176
R,26,176,177
V,58,177,178
C,40,178,179
V,25,179,180
C,98,180,181
V,10,181,182
I,61,182,183
R,26,183,184
R,77,184,185
R,61,185,186
R,93,186,187
R,69,187,188
C,25,188,189
I,77,189,190
C,31,190,191
I,6,191,192
R,47,192,193
C,28,193,194
I,42,194,195
V,65,195,196
V,42,196,197
V,37,197,198
I,73,198,199
V,88,199,200
I,74,200,201
R,56,201,202
C,70,202,203
C,69,203,204
V,28,204,205
V,70,205,206
V,99,206,207
I,9,207,208
I,8,208,209
R,71,209,210
V,64,210,211
I,63,211,212
I,27,212,213
I,52,213,214
R,34,214,215
R,86,215,216
R,48,216,217
C,30,217,218
C,17,218,219
R,93,219,220
V,70,220,221
C,24,221,222
I,15,222,223
C,82,223,224
I,36,224,225
