type,value,start_node,end_node
C,-40,0,1
I,-48,2,3
C,-22,3,4
R,82,4,5
C,92,5,6
V,96,6,7
V,-7,7,8
R,50,8,9
V,3,9,10
V,64,10,11
C,-27,11,12
C,-17,12,13
C,32,13,14
R,37,14,15
I,-44,15,16
C,-96,16,17
V,25,17,18
I,99,18,19
C,27,19,20
I,15,20,21
V,-17,21,22
V,69,22,23
C,-57,23,24
C,2,24,25
I,-27,25,26
I,-97,26,27
V,51,27,28
V,82,28,29
V,-58,29,30
C,33,30,31
V,58,31,32
R,19,32,33
V,79,33,34
V,82,34,35
V,-23,35,36
R,-39,36,37
C,-30,37,38
R,12,38,39
V,92,39,40
V,-9,40,41
I,65,41,42
V,-85,42,43
R,-32,43,44
I,-95,44,45
I,-12,45,46
R,31,46,47
C,59,47,48
I,-56,48,49
I,-83,49,50
I,68,50,51
C,63,51,52
R,-52,52,53
I,-81,53,54
I,26,54,55
R,1,55,56
V,-73,56,57
C,-72,57,58
V,-4,58,59
C,-12,59,60
I,-97,60,61
C,65,61,62
V,-79,62,63
C,8,63,64
I,70,64,65
I,87,65,66
I,94,66,67
C,91,67,68
C,14,68,69
V,-97,69,70
I,-100,70,71
C,88,71,72
R,38,72,73
V,23,73,74
C,-54,74,75
R,-9,75,76
R,6,76,77
R,91,77,78
V,-96,78,79
V,75,79,80
C,37,80,81
V,-11,81,82
I,-37,82,83
C,-25,83,84
R,3,84,85
V,39,85,86
I,-18,86,87
I,-74,87,88
R,7,88,89
C,-91,89,90
I,33,90,91
V,26,91,92
V,-17,92,93
C,-1,93,94
V,-41,94,95
I,-81,95,96
R,77,96,97
V,82,97,98
C,61,98,99
R,-47,99,100
R,-52,100,101
I,38,101,102
R,79,102,103
I,5,103,104
R,23,104,105
C,87,105,106
I,12,106,107
R,49,107,108
I,4,108,109
R,-38,109,110
R,-84,110,111
V,-21,111,112
R,-14,112,113
R,0,113,114
R,61,114,115
R,69,115,116
C,86,116,117
V,57,117,118
I,-57,118,119
C,-97,119,120
R,-41,120,121
V,1,121,122
R,-76,122,123
R,-38,123,124
R,45,124,125
R,-75,125,126
C,89,126,127
C,29,127,128
C,67,128,129
C,19,129,130
C,9,130,131
R,-96,131,132
R,74,132,133
I,-31,133,134
R,-27,134,135
R,-11,135,136
C,-82,136,137
C,-79,137,138
C,-80,138,139
V,-71,139,140
I,-95,140,141
R,-89,141,142
R,43,142,143
R,-64,143,144
C,-16,144,145
C,-19,145,146
R,-65,146,147
R,-13,147,148
C,-28,148,149
C,-16,149,150
I,80,150,151
V,25,151,152
V,73,152,153
I,51,153,154
V,45,154,155
C,-21,155,156
R,25,156,157
I,40,157,158
C,95,158,159
V,43,159,160
V,33,160,161
V,32,161,162
C,28,162,163
C,80,163,164
R,4,164,165
V,45,165,166
R,74,166,167
R,-78,167,168
I,-76,168,169
R,41,169,170
R,39,170,171
R,-91,171,172
I,-8,172,173
R,16,173,174
V,2,174,175
I,-18,175,176
C,63,176,177
R,-74,177,178
I,72,178,179
V,33,179,180
I,-95,180,181
R,-23,181,182
R,-45,182,183
R,-38,183,184
C,-1,184,0
C,-91,8,185
R,28,186,187
C,34,187,188
C,78,188,189
I,11,189,190
R,-17,190,191
R,-13,191,192
V,37,192,193
C,32,193,194
I,-12,194,195
C,-88,195,196
R,-58,196,197
I,80,197,198
V,66,198,199
C,91,199,200
I,-85,200,201
V,-78,201,202
I,-61,202,203
V,71,203,204
I,9,204,205
C,66,205,206
C,11,206,207
V,95,207,208
I,35,208,209
C,-58,209,210
V,-62,210,211
I,27,211,212
C,53,212,213
V,-39,213,214
V,-81,214,215
I,68,215,216
R,33,216,217
I,20,217,218
R,-72,218,219
I,-89,219,220
I,-5,220,221
R,-58,221,222
V,-1,222,223
R,-91,223,224
V,-57,224,225
C,41,225,226
C,-22,226,227
V,-18,227,228
C,-76,228,229
I,-71,229,230
R,91,230,231
C,71,231,232
R,6,232,233
I,-63,233,234
C,-81,234,235
C,-34,235,236
I,58,236,237
R,88,237,238
V,-58,238,239
I,42,239,240
C,-100,240,241
C,-6,241,242
I,76,242,243
C,-90,243,244
V,4,244,245
R,10,245,246
R,-47,246,247
V,-14,247,248
C,-98,248,249
I,-47,249,250
C,-72,250,251
V,-59,251,252
V,-21,252,253
R,62,253,254
V,64,254,255
I,97,255,256
C,-58,256,257
C,-79,257,258
C,-44,258,259
C,42,259,260
R,-97,260,261
V,-83,261,262
I,-93,262,263
V,37,263,264
C,25,264,265
C,70,265,266
V,-44,266,267
V,-57,267,268
V,49,268,269
C,26,269,270
I,32,270,271
V,-90,271,272
C,19,272,273
I,84,273,274
C,-40,274,275
I,-72,275,276
C,-95,276,277
I,-99,277,278
I,72,278,279
C,-49,279,280
C,88,280,281
V,-62,281,282
R,-76,282,283
R,-79,283,284
V,-23,284,285
I,-43,285,286
R,-3,286,287
C,-1,287,288
I,83,288,289
I,-53,289,290
R,40,290,291
I,49,291,292
R,74,292,293
V,75,293,294
R,-15,294,295
R,55,295,296
R,-97,296,297
I,70,297,298
R,25,298,299
C,-77,299,300
C,-47,300,301
I,30,301,302
I,-61,302,303
V,6,303,304
C,-94,304,305
C,-22,305,306
V,-98,306,307
C,80,307,308
V,-15,308,309
I,25,309,310
R,0,310,311
C,87,311,312
R,75,312,313
V,-57,313,314
R,90,314,315
C,59,315,316
I,-9,316,317
C,80,317,318
V,-29,318,319
V,87,319,320
V,-32,320,321
C,-75,321,322
C,-85,322,323
C,-13,323,324
V,17,324,325
V,36,325,326
I,24,326,327
R,-89,327,328
I,6,328,329
R,-16,329,330
V,-64,330,331
V,31,331,332
I,12,332,333
C,-44,333,334
C,-59,334,335
I,16,335,336
C,21,336,337
R,68,337,338
C,-30,338,339
R,-88,339,340
C,-45,340,341
V,-40,341,342
V,82,342,343
V,48,343,344
V,38,344,345
R,80,345,346
C,65,346,347
I,-3,347,348
I,55,348,349
V,95,349,350
R,-30,350,351
I,31,351,352
I,-93,352,353
R,77,353,354
V,-45,354,355
C,42,355,356
V,71,356,357
R,-27,357,358
C,-49,358,359
C,48,359,360
C,27,360,361
R,-23,361,362
C,20,362,363
R,61,363,364
V,27,364,365
I,-35,365,366
V,-99,366,367
C,-78,367,368
C,31,368,369
V,-89,369,370
R,-59,370,371
V,92,371,372
V,-91,372,373
I,-7,373,374
V,16,374,375
I,-4,375,376
I,72,376,377
C,76,377,378
R,32,378,379
R,93,379,380
I,10,380,381
V,28,381,382
I,-11,382,383
C,-49,383,384
I,0,384,385
I,56,385,386
C,59,386,387
C,38,387,388
C,-30,388,389
C,89,389,390
C,-83,390,391
V,-8,391,392
I,97,392,393
C,-59,393,394
I,-71,394,395
I,-53,395,396
V,-15,396,397
I,-49,397,398
V,51,398,399
R,-26,399,400
C,-66,400,401
V,85,401,402
R,-71,402,403
C,-63,403,404
R,70,404,405
