type,value,start_node,end_node
V,13,0,1
R,49,2,3
R,31,3,4
V,72,4,5
R,22,5,6
V,100,6,7
R,32,7,8
C,14,8,9
I,2,9,10
C,59,10,11
R,86,11,12
R,19,12,13
R,70,13,14
I,93,14,15
I,24,15,16
V,14,16,17
V,18,17,0
I,81,6,18
C,99,19,20
I,96,20,21
I,39,21,6
V,28,21,11
V,10,19,12
R,62,19,18
C,72,3,14
V,2,19,0
C,85,4,5
R,59,17,6
I,36,19,12
R,17,1,10
I,43,21,20
I,100,20,11
I,100,9,17
R,100,1,4
I,78,16,11
I,43,14,7
V,33,11,17
R,52,12,6
V,51,5,16
V,43,21,16
R,6,6,10
I,38,15,2
C,68,5,2
I,21,1,21
C,10,9,12
C,43,5,19
V,32,17,19
I,98,15,17
C,90,11,2
C,48,21,17
R,25,15,4
C,42,1,9
I,14,18,19
C,76,1,15
V,64,11,12
V,92,7,15
I,88,4,18
V,72,18,15
I,20,9,7
R,24,16,10
R,27,18,16
R,61,16,2
I,9,20,13
I,96,9,18
V,8,17,16
I,63,6,8
V,40,19,17
R,24,16,20
R,11,20,19
V,10,1,0
V,35,11,9
C,89,20,8
C,21,12,13
R,45,13,17
C,82,10,21
I,78,4,14
I,11,17,7
I,55,9,15
R,64,9,10
C,90,0,19
I,84,16,14
I,90,9,0
C,74,18,3
V,16,21,8
R,64,13,15
R,7,15,4
V,2,5,9
R,29,8,14
V,50,6,7
V,91,14,7
R,75,9,16
C,55,0,12
C,72,6,21
R,8,7,15
C,79,14,5
C,34,8,4
C,58,5,18
V,77,6,9
I,78,4,18
V,95,5,19
R,52,3,9
R,54,5,6
R,65,7,0
V,64,6,9
V,1,3,6
V,25,15,21
I,27,8,3
