type,value,start_node,end_node
R,99,0,1
C,22,2,3
R,61,3,4
I,80,4,5
C,29,5,6
R,10,6,7
V,53,7,8
R,6,8,9
I,45,9,10
R,43,10,11
V,71,11,12
I,89,12,13
C,26,13,14
V,38,14,15
C,10,15,16
R,60,16,17
I,36,17,18
C,90,18,19
I,88,19,20
R,68,20,21
R,37,21,22
V,54,22,23
C,100,23,24
C,96,24,25
I,26,25,26
R,82,26,27
V,72,27,28
C,13,28,29
V,44,29,30
R,14,30,31
I,81,31,32
R,47,32,33
V,88,33,34
I,69,34,35
C,47,35,36
I,76,36,37
R,92,37,38
C,55,38,39
C,34,39,40
V,11,40,41
R,55,41,42
C,77,42,43
C,10,43,44
R,5,44,45
V,98,45,46
R,42,46,47
I,22,47,48
I,51,48,49
I,81,49,50
C,57,50,51
I,18,51,52
V,69,52,53
I,4,53,54
R,40,54,55
I,65,55,56
V,18,56,57
C,65,57,58
R,81,58,59
V,97,59,60
V,65,60,61
C,34,61,62
R,99,62,63
V,14,63,64
I,88,64,65
V,90,65,66
V,49,66,67
V,23,67,68
R,62,68,69
I,5,69,70
V,5,70,71
I,51,71,72
V,27,72,73
C,20,73,74
I,33,74,75
V,5,75,76
R,14,76,77
C,62,77,78
C,20,78,79
C,10,79,80
I,25,80,81
R,28,81,82
V,87,82,83
R,38,83,84
V,67,84,85
I,85,85,86
V,30,86,87
C,6,87,88
R,100,88,89
R,100,89,90
C,81,90,91
C,19,91,92
C,87,92,93
C,18,93,94
R,87,94,95
R,17,95,96
I,81,96,97
I,18,97,98
R,19,98,99
R,69,99,100
C,94,100,101
I,81,101,102
R,52,102,103
I,84,103,104
V,90,104,105
R,19,105,106
V,86,106,107
R,95,107,108
I,6,108,109
I,19,109,110
I,44,110,111
V,35,111,112
C,7,112,113
I,15,113,114
I,72,114,115
C,5,115,116
V,26,116,117
I,20,117,118
V,55,118,119
C,53,119,120
R,13,120,121
V,69,121,122
V,100,122,123
V,16,123,124
C,38,124,125
C,76,125,126
I,73,126,127
R,29,127,128
I,68,128,129
I,24,129,130
V,45,130,131
V,4,131,132
R,86,132,133
V,36,133,134
I,3,134,135
C,44,135,136
V,5,136,137
V,35,137,138
V,77,138,139
I,78,139,140
C,99,140,141
R,40,141,142
C,51,142,143
V,71,143,144
V,98,144,145
C,13,145,146
V,42,146,147
I,48,147,148
C,38,148,149
V,28,149,150
I,46,150,151
C,37,151,152
I,56,152,153
I,96,153,154
V,6,154,155
I,79,155,156
V,82,156,157
V,47,157,158
I,6,158,159
C,99,159,160
C,83,160,161
R,56,161,162
V,59,162,163
I,45,163,164
C,66,164,165
R,39,165,166
I,60,166,167
I,5,167,168
C,83,168,169
R,83,169,170
V,78,170,171
C,41,171,172
V,32,172,173
C,88,173,174
V,4,174,175
R,1,175,176
V,91,176,177
R,41,177,178
R,96,178,179
R,7,179,180
I,13,180,181
R,75,181,182
R,17,182,183
I,78,183,184
I,48,184,185
V,100,185,186
V,62,186,187
R,87,187,188
V,15,188,189
C,82,189,190
C,74,190,191
I,7,191,192
C,43,192,193
V,12,193,194
C,20,194,195
R,1,195,196
V,78,196,197
I,16,197,198
R,67,198,199
C,97,199,200
I,74,200,201
V,53,201,202
R,86,202,203
C,5,203,204
I,29,204,205
R,79,205,206
R,42,206,207
I,18,207,208
R,91,208,209
R,89,209,210
C,58,210,211
I,93,211,212
I,97,212,213
C,34,213,214
C,23,214,215
I,54,215,216
R,5,216,217
I,82,217,218
R,98,218,219
C,94,219,220
C,10,220,221
V,58,221,222
I,77,222,223
V,91,223,224
V,67,224,225
C,4,225,226
C,21,226,227
I,96,227,228
C,4,228,229
I,87,229,230
R,27,230,231
R,49,231,232
V,10,232,233
C,90,233,234
V,44,234,235
I,90,235,236
I,20,236,237
R,87,237,238
I,29,238,239
V,84,239,240
C,51,240,241
I,63,241,242
R,13,242,243
V,74,243,244
I,22,244,245
V,85,245,246
V,91,246,247
C,83,247,248
R,5,248,249
I,28,249,250
I,9,250,251
I,41,251,252
R,66,252,253
C,89,253,254
R,47,254,255
V,84,255,256
R,30,256,257
V,13,257,258
C,6,258,259
R,24,259,260
I,84,260,261
I,99,261,262
V,72,262,263
R,95,263,264
C,6,264,265
V,3,265,266
I,24,266,267
I,36,267,268
R,29,268,269
C,99,269,270
R,17,270,271
C,23,271,272
I,47,272,273
V,64,273,274
I,14,274,275
R,41,275,276
C,6,276,277
I,16,277,278
R,31,278,279
I,33,279,280
