type,value,start_node,end_node
R,64,0,1
R,68,2,3
I,15,3,4
R,77,4,5
C,17,5,6
V,43,6,7
R,71,7,8
V,68,8,9
R,16,9,10
V,88,10,11
R,76,11,12
C,70,12,13
C,67,13,14
V,59,14,15
V,70,15,16
V,56,16,17
I,62,17,18
V,32,18,19
R,50,19,20
R,1,20,21
C,92,21,22
I,18,22,23
C,19,23,24
I,30,24,25
I,18,25,26
I,72,26,27
C,78,27,28
R,81,28,29
I,41,29,30
C,38,30,31
I,97,31,32
V,31,32,33
R,12,33,34
V,76,34,35
V,59,35,36
V,48,36,37
V,27,37,38
R,67,38,39
I,35,39,40
V,52,40,41
V,56,41,42
C,85,42,43
R,30,43,44
R,99,44,45
R,15,45,46
I,51,46,47
I,76,47,48
I,45,48,49
R,79,49,50
R,75,50,51
R,17,51,52
I,69,52,53
I,50,53,54
R,72,54,55
I,8,55,56
I,14,56,57
I,52,57,58
C,53,58,59
V,44,59,60
I,21,60,61
V,34,61,62
I,43,62,63
C,5,63,64
V,53,64,65
R,73,65,66
V,63,66,67
R,4,67,68
R,92,68,69
V,68,69,70
V,88,70,71
V,73,71,72
R,35,72,73
I,69,73,74
C,28,74,75
I,47,75,76
I,33,76,77
C,29,77,78
C,27,78,79
V,1,79,80
V,17,80,81
V,29,81,82
V,64,82,83
I,33,83,84
V,52,84,85
C,55,85,86
V,20,86,87
I,53,87,88
C,69,88,89
V,40,89,90
V,62,90,91
I,38,91,92
I,35,92,93
C,53,93,94
C,72,94,95
C,70,95,96
R,88,96,97
C,16,97,98
R,82,98,99
V,82,99,100
C,27,100,101
C,57,101,102
I,75,102,103
I,64,103,104
I,47,104,105
C,29,105,106
I,38,106,107
R,76,107,108
C,45,108,109
I,55,109,110
V,40,110,111
R,40,111,112
V,98,112,113
C,43,113,114
V,64,114,115
I,20,115,116
R,21,116,117
R,77,117,118
C,64,118,119
R,68,119,120
C,61,120,121
I,98,121,122
R,95,122,123
V,77,123,124
I,75,124,125
V,71,125,126
R,15,126,127
V,76,127,128
I,83,128,129
I,29,129,130
C,59,130,131
R,60,131,132
C,1,132,133
R,42,133,134
I,6,134,135
I,36,135,136
R,70,136,137
V,74,137,138
C,13,138,139
I,8,139,140
V,92,140,141
R,90,141,142
V,84,142,143
C,63,143,144
C,72,144,145
C,91,145,146
I,31,146,147
V,14,147,148
I,81,148,149
I,14,149,150
C,11,150,151
V,8,151,152
V,47,152,153
I,79,153,154
C,20,154,155
R,85,155,156
C,28,156,157
R,26,157,158
C,35,158,159
V,73,159,160
R,17,160,161
R,11,161,162
I,54,162,163
I,48,163,164
V,3,164,165
I,15,165,166
I,28,166,167
R,60,167,168
C,55,168,169
C,47,169,170
R,1,170,171
R,22,171,172
I,22,172,173
I,74,173,174
I,4,174,175
C,6,175,176
C,66,176,177
V,42,177,178
C,72,178,179
C,88,179,180
C,73,180,181
C,58,181,182
R,98,182,183
C,84,183,184
R,5,184,185
V,49,185,186
R,69,186,187
I,28,187,188
R,79,188,189
R,67,189,190
R,98,190,191
R,47,191,192
C,70,192,193
R,6,193,194
I,2,194,195
R,51,195,196
R,55,196,197
V,63,197,198
R,52,198,199
I,10,199,200
R,46,200,201
V,35,201,202
R,35,202,203
R,2,203,204
V,41,204,205
I,2,205,206
R,83,206,207
C,45,207,208
C,30,208,209
R,33,209,210
V,62,210,211
C,18,211,212
I,67,212,213
V,37,213,214
I,7,214,215
R,32,215,216
V,50,216,217
R,68,217,218
R,90,218,219
I,31,219,220
I,10,220,221
C,88,221,222
C,50,222,223
C,94,223,224
I,64,224,225
R,18,225,226
I,37,226,227
R,26,227,228
I,2,228,229
C,6,229,230
C,55,230,231
V,46,231,232
C,88,232,233
V,8,233,234
C,60,234,235
R,17,235,236
V,84,236,237
C,11,237,238
I,70,238,239
I,80,239,240
C,46,240,241
I,75,241,242
V,59,242,243
C,31,243,244
I,17,244,245
R,57,245,246
R,10,246,247
V,72,247,248
I,88,248,249
R,26,249,250
V,58,250,251
R,55,251,252
V,80,252,253
V,75,253,254
V,28,254,255
C,97,255,256
C,7,256,257
V,30,257,258
C,91,258,259
C,67,259,260
I,73,260,261
V,66,261,262
I,88,262,263
R,90,263,264
I,56,264,265
R,41,265,266
C,100,266,267
R,43,267,268
V,92,268,269
V,40,269,270
I,10,270,271
V,50,271,272
V,48,272,273
R,52,273,274
C,22,274,275
V,79,275,276
C,50,276,277
I,5,277,278
V,96,278,279
R,15,279,280
V,17,280,281
R,54,281,282
C,27,282,283
R,87,283,284
V,31,284,285
I,82,285,286
C,98,286,287
V,67,287,288
R,88,288,289
I,93,289,290
I,95,290,291
I,67,291,292
V,46,292,293
I,25,293,294
I,49,294,295
V,44,295,296
R,75,296,297
I,15,297,298
V,52,298,299
I,19,299,300
V,42,300,301
C,91,301,302
R,83,302,303
V,93,303,304
I,59,304,305
R,76,305,306
C,74,306,307
R,85,307,308
I,92,308,309
I,57,309,310
V,15,310,311
I,36,311,312
C,69,312,313
V,41,313,314
I,17,314,315
V,19,315,316
I,89,316,317
V,84,317,318
V,95,318,319
R,1,319,320
I,5,320,321
R,78,321,322
V,23,322,323
R,12,323,324
C,55,324,325
R,54,325,326
C,76,326,327
R,6,327,328
V,29,328,329
C,85,329,330
C,77,330,331
R,36,331,332
R,23,332,333
R,1,333,334
C,52,334,335
I,10,335,336
C,46,336,337
R,48,337,338
R,50,338,339
R,63,339,340
R,38,340,341
V,57,341,342
I,69,342,343
R,38,343,344
R,26,344,345
R,49,345,346
I,88,346,347
C,4,347,348
C,65,348,349
R,38,349,350
V,63,350,351
C,17,351,352
R,46,352,353
I,44,353,354
V,44,354,355
R,55,355,356
R,16,356,357
C,22,357,358
I,18,358,359
I,73,359,360
C,54,360,361
C,14,361,362
R,12,362,363
C,83,363,364
C,51,364,365
C,74,365,366
I,17,366,367
I,34,367,368
V,7,368,369
R,64,369,370
R,97,370,371
I,91,371,372
C,60,372,373
C,82,373,374
I,34,374,375
R,48,375,376
I,45,376,377
C,13,377,378
C,2,378,379
R,51,379,380
C,72,380,381
R,24,381,382
C,1,382,383
V,79,383,384
R,92,384,385
R,21,385,386
C,4,386,387
V,92,387,388
R,53,388,389
R,78,389,390
R,90,390,391
I,47,391,392
V,64,392,393
R,71,393,394
I,83,394,395
V,92,395,396
C,11,396,397
V,19,397,398
V,23,398,399
V,73,399,400
V,94,400,401
I,63,401,402
V,20,402,403
V,74,403,404
I,38,404,405
I,79,405,406
I,63,406,407
C,47,407,408
V,66,408,409
I,96,409,410
V,28,410,411
I,12,411,412
R,88,412,413
C,39,413,414
V,85,414,415
R,5,415,416
V,37,416,417
I,18,417,418
V,47,418,419
C,65,419,420
C,92,420,421
I,3,421,422
C,53,422,423
C,18,423,424
I,79,424,425
R,68,425,426
I,15,426,427
I,23,427,428
I,78,428,429
C,4,429,430
V,91,430,431
R,23,431,432
R,50,432,433
R,91,433,434
I,74,434,435
I,52,435,436
V,22,436,437
R,7,437,438
V,80,438,439
C,56,439,440
V,15,440,441
R,100,441,442
R,16,442,443
C,97,443,444
C,26,444,445
I,25,445,446
C,61,446,447
I,57,447,448
R,3,448,449
V,31,449,450
I,82,450,451
V,41,451,452
V,52,452,453
I,3,453,454
V,13,454,455
I,90,455,456
V,10,456,457
I,45,457,458
C,87,458,459
R,91,459,460
I,46,460,461
V,76,461,462
C,50,462,463
V,73,463,464
C,8,464,465
R,61,465,466
