type,value,start_node,end_node
I,58,0,1
V,4,2,3
R,53,3,4
R,85,4,5
C,54,5,6
V,54,6,7
C,8,7,8
V,79,8,9
C,30,9,10
I,24,10,11
V,56,11,12
I,28,12,13
I,49,13,14
R,50,14,15
C,56,15,16
C,92,16,17
I,52,17,18
R,90,18,19
R,48,19,20
R,35,20,21
I,92,21,22
V,17,22,23
I,26,23,24
R,88,24,25
I,100,25,26
R,11,26,27
I,96,27,28
R,55,28,29
R,57,29,30
R,68,30,31
V,7,31,32
I,80,32,33
I,11,33,34
C,68,34,35
C,48,35,36
V,56,36,37
R,81,37,38
R,43,38,39
C,24,39,40
V,2,40,41
R,58,41,42
I,33,42,43
I,14,43,44
C,90,44,45
R,11,45,46
R,75,46,47
V,90,47,48
C,67,48,49
R,9,49,50
C,61,50,51
C,73,51,52
R,97,52,53
C,22,53,54
I,92,54,55
C,40,55,56
C,64,56,57
I,78,57,58
C,77,58,59
I,63,59,60
I,15,60,61
R,92,61,62
R,51,62,63
R,44,63,64
R,72,64,65
R,60,65,66
I,93,66,67
I,84,67,68
R,71,68,69
V,29,69,70
V,51,70,71
R,61,71,72
C,96,72,73
C,30,73,74
R,70,74,75
V,66,75,76
R,3,76,77
C,96,77,78
C,82,78,79
I,8,79,80
C,33,80,81
I,11,81,82
R,57,82,83
R,56,83,84
V,2,84,85
C,79,85,86
I,32,86,87
C,17,87,88
R,87,88,89
V,43,89,90
R,3,90,91
I,20,91,92
C,32,92,93
R,49,93,94
C,41,94,95
I,84,95,96
V,82,96,97
V,15,97,98
V,37,98,99
R,74,99,100
R,27,100,0
R,44,8,101
I,46,102,103
R,57,103,104
V,64,104,105
R,61,105,106
R,10,106,107
R,5,107,108
I,93,108,109
I,84,109,110
C,55,110,111
C,25,111,112
C,30,112,113
I,88,113,114
V,51,114,115
V,86,115,116
C,28,116,117
R,57,117,118
C,9,118,119
V,42,119,120
V,73,120,121
C,4,121,122
R,78,122,123
R,20,123,124
R,58,124,125
V,34,125,126
V,82,126,127
I,77,127,128
I,63,128,129
R,80,129,130
R,74,130,131
V,12,131,132
I,64,132,133
I,2,133,134
R,18,134,135
I,10,135,136
V,48,136,137
C,83,137,138
R,51,138,139
I,92,139,140
C,46,140,141
I,90,141,142
C,88,142,143
V,83,143,144
I,11,144,145
V,62,145,146
V,84,146,147
C,19,147,148
R,34,148,149
R,34,149,150
V,30,150,151
R,34,151,152
C,25,152,153
C,49,153,154
V,54,154,155
C,17,155,156
V,50,156,157
C,43,157,158
R,74,158,159
V,25,159,160
R,69,160,161
I,60,161,162
I,51,162,163
R,31,163,164
V,70,164,165
R,49,165,166
I,100,166,167
C,11,167,168
C,23,168,169
C,11,169,170
I,55,170,171
C,28,171,172
C,99,172,173
V,55,173,174
I,35,174,175
C,47,175,176
V,75,176,177
V,66,177,178
V,56,178,179
R,100,179,180
V,60,180,181
R,51,181,182
C,55,182,183
C,54,183,184
C,88,184,185
C,37,185,186
C,6,186,187
I,25,187,188
C,25,188,189
I,44,189,190
C,93,190,191
I,36,191,192
C,40,192,193
V,71,193,194
I,85,194,195
R,66,195,196
R,8,196,197
R,47,197,198
I,61,198,199
C,9,199,200
R,19,200,201
V,61,201,202
V,34,202,203
R,68,203,204
I,74,204,205
C,51,205,206
I,44,206,207
I,38,207,208
V,35,208,209
R,98,209,210
I,32,210,211
R,78,211,212
V,80,212,213
R,23,213,214
I,68,214,215
V,70,215,216
C,47,216,217
I,44,217,218
V,16,218,219
I,68,219,220
C,35,220,221
I,62,221,222
V,94,222,223
I,99,223,224
R,91,224,225
V,11,225,226
V,75,226,227
V,63,227,228
C,78,228,229
I,70,229,230
C,25,230,231
R,39,231,232
V,43,232,233
C,87,233,234
R,99,234,235
C,23,235,236
C,26,236,237
V,45,237,238
R,27,238,239
R,49,239,240
V,86,240,241
V,87,241,242
V,30,242,37
R,6,133,243
V,26,244,245
I,78,245,246
I,87,246,247
R,85,247,248
I,97,248,249
V,22,249,250
C,98,250,251
I,56,251,252
V,46,252,253
C,2,253,254
R,9,254,255
R,90,255,104
I,67,139,206
C,99,103,226
I,88,157,108
I,12,73,162
C,57,57,168
I,44,89,61
C,100,116,159
R,46,234,88
V,66,185,205
R,11,194,165
V,13,56,34
R,36,30,19
I,41,108,184
V,92,206,159
R,39,16,222
R,8,42,199
I,42,57,99
V,13,232,18
C,27,21,74
I,74,222,227
V,16,63,83
C,94,35,169
I,10,86,25
I,57,194,129
R,45,26,102
V,12,159,238
V,13,255,169
V,15,130,136
I,18,176,146
C,72,43,190
I,78,183,75
V,2,189,166
I,30,117,214
R,89,52,190
R,56,3,222
I,17,129,127
V,79,163,254
C,22,110,104
C,22,221,146
I,88,242,186
C,72,178,175
V,14,9,158
I,72,188,177
C,32,165,27
R,34,93,164
R,73,149,5
C,5,227,98
R,42,8,0
I,40,159,133
R,16,164,140
R,38,175,195
V,90,99,226
V,16,218,210
V,60,28,2
R,76,187,192
I,41,227,114
V,26,22,174
C,13,121,51
R,18,188,55
V,31,44,60
R,80,93,131
I,31,221,106
I,57,57,192
C,92,102,175
I,7,26,87
C,27,215,168
R,87,220,16
I,23,51,49
C,93,13,46
V,31,89,79
V,92,52,150
R,91,251,37
C,21,26,27
C,75,155,253
I,16,203,159
C,28,214,246
C,30,106,192
I,32,10,1
V,17,86,246
C,79,39,56
