type,value,start_node,end_node
V,64,0,1
I,47,2,3
C,30,3,4
C,55,4,5
I,68,5,6
V,5,6,7
I,66,7,8
C,77,8,9
I,46,9,10
R,60,10,11
I,53,11,12
I,5,12,13
R,3,13,14
R,2,14,15
R,97,15,16
C,53,16,0
R,55,1,17
R,53,18,19
V,12,19,20
R,97,20,21
C,18,21,22
I,94,22,5
I,70,16,23
V,46,24,25
I,87,25,26
C,69,26,27
R,12,27,28
I,38,28,29
V,47,29,30
V,11,30,31
I,20,31,6
C,82,10,12
C,33,25,7
C,27,14,11
V,40,5,22
I,90,31,11
C,28,15,25
C,54,7,20
C,86,16,9
R,67,15,11
C,1,1,14
I,46,14,4
C,31,24,17
C,36,29,11
R,98,0,22
C,95,30,16
R,17,2,31
R,89,22,30
C,41,21,1
V,3,23,17
I,16,14,13
R,78,26,4
V,16,2,22
C,95,1,10
R,90,14,23
I,54,27,20
V,98,1,14
R,91,5,22
I,59,18,11
C,37,11,13
R,84,28,14
R,99,26,19
I,48,14,20
R,52,0,20
R,15,26,4
C,91,29,30
C,90,25,16
I,18,2,29
I,52,30,23
I,66,27,11
I,45,18,0
V,16,20,28
V,73,20,14
V,13,5,12
V,32,16,20
I,68,23,16
V,14,9,27
I,10,19,3
R,95,22,17
R,96,21,31
V,32,13,15
I,80,30,3
C,14,0,16
I,27,20,19
V,20,29,31
V,61,15,9
V,83,6,15
I,35,25,7
R,33,1,4
C,98,25,1
V,47,7,30
C,83,31,23
R,46,14,8
V,43,4,11
C,74,25,5
V,67,30,1
C,77,30,2
I,78,27,22
V,13,31,23
C,68,19,23
R,60,9,18
R,73,26,27
I,75,2,6
V,37,30,7
C,17,0,21
V,73,19,28
I,50,27,7
R,48,11,1
V,54,8,30
V,81,0,12
R,38,25,14
R,38,22,17
R,54,29,31
V,6,25,5
I,63,25,9
V,98,26,13
C,37,19,31
V,61,22,31
V,6,25,9
C,24,15,0
C,81,30,3
C,42,2,30
R,60,25,22
R,47,31,10
R,41,22,2
R,38,2,7
C,37,10,27
C,59,2,5
R,32,18,22
C,27,27,16
I,53,22,1
I,81,22,3
I,5,21,26
V,80,1,10
C,92,22,7
C,74,9,4
V,68,4,11
C,94,26,25
C,51,22,24
R,63,10,18
C,37,6,31
R,25,13,21
C,28,31,16
I,27,2,24
V,93,25,16
C,93,20,3
I,46,10,24
I,9,24,21
R,72,26,15
R,49,8,4
C,59,27,4
V,82,18,17
I,33,31,10
C,1,0,19
C,52,24,14
V,55,30,4
R,36,6,18
V,53,22,10
R,54,25,23
I,8,21,17
C,31,9,24
R,22,26,8
V,29,16,22
R,11,17,27
I,99,22,0
R,21,31,5
I,20,10,24
C,30,23,2
R,98,14,30
R,39,29,13
V,32,20,2
V,87,15,4
R,31,13,12
C,93,7,23
C,85,15,30
R,19,7,27
I,98,23,22
V,82,3,26
R,100,14,19
R,68,6,21
V,67,25,19
V,60,28,6
R,78,28,25
R,19,7,2
R,73,2,6
V,53,13,16
V,88,23,20
C,37,5,20
