type,value,start_node,end_node
R,86,0,1
V,5,2,3
V,96,3,4
V,87,4,5
V,93,5,6
I,1,6,7
C,56,7,8
R,77,8,9
C,36,9,10
R,69,10,11
I,84,11,12
C,62,12,13
I,51,13,14
C,16,14,15
R,94,15,16
R,30,16,17
V,42,17,18
R,48,18,19
C,86,19,20
R,19,20,21
I,98,21,22
R,29,22,23
C,1,23,24
V,2,24,25
I,7,25,26
I,61,26,27
I,80,27,28
I,10,28,29
R,72,29,30
I,14,30,31
I,83,31,32
I,81,32,33
R,84,33,34
R,51,34,35
I,36,35,36
V,88,36,37
R,34,37,38
C,45,38,39
V,53,39,40
I,72,40,41
C,71,41,42
I,78,42,43
V,82,43,44
V,62,44,45
I,78,45,46
I,90,46,47
V,50,47,48
V,60,48,49
V,89,49,50
I,71,50,51
R,32,51,52
V,16,52,53
R,35,53,54
C,11,54,55
I,44,55,56
I,84,56,57
C,13,57,58
R,69,58,59
C,33,59,60
C,13,60,61
C,18,61,62
I,37,62,63
I,100,63,64
I,23,64,65
C,31,65,66
V,89,66,67
C,47,67,68
R,31,68,69
C,28,69,70
I,40,70,71
R,92,71,72
V,19,72,73
R,15,73,74
V,35,74,75
I,32,75,76
R,88,76,77
R,12,77,78
R,64,78,79
I,72,79,80
R,46,80,81
I,53,81,82
R,18,82,83
C,69,83,84
V,87,84,85
R,74,85,86
V,97,86,87
I,95,87,88
V,60,88,89
I,95,89,90
C,91,90,91
R,8,91,92
I,84,92,93
V,72,93,94
R,14,94,95
R,76,95,96
C,73,96,97
C,68,97,98
C,28,98,99
V,82,99,100
C,86,100,101
I,37,101,102
V,49,102,103
C,64,103,104
R,99,104,105
R,42,105,106
V,34,106,107
C,40,107,108
C,91,108,109
R,68,109,110
I,55,110,111
C,49,111,112
I,53,112,113
C,94,113,114
C,77,114,115
C,6,115,116
V,60,116,117
V,55,117,118
I,54,118,119
R,39,119,120
R,41,120,121
R,83,121,122
V,100,122,123
V,92,123,124
C,66,124,125
C,9,125,126
C,90,126,127
V,43,127,128
V,75,128,129
I,98,129,130
C,9,130,131
V,63,131,132
V,63,132,133
I,58,133,134
R,32,134,135
I,15,135,136
C,25,136,137
I,32,137,138
V,57,138,139
I,30,139,140
V,79,140,141
C,98,141,142
V,52,142,143
I,71,143,144
R,69,144,145
R,22,145,146
R,17,146,147
I,19,147,148
V,85,148,149
R,43,149,150
R,49,150,151
I,69,151,152
C,93,152,153
V,83,153,154
V,32,154,155
V,94,155,156
I,71,156,157
I,2,157,158
C,72,158,159
R,53,159,160
I,79,160,161
I,4,161,162
R,2,162,163
I,92,163,164
R,59,164,165
C,7,165,166
V,48,166,167
I,84,167,168
I,18,168,169
I,65,169,170
R,61,170,171
V,91,171,172
R,74,172,173
I,95,173,174
C,38,174,175
R,42,175,176
I,94,176,177
C,99,177,178
R,23,178,179
R,10,179,180
C,83,180,181
R,70,181,182
I,28,182,183
V,27,183,184
C,75,184,185
I,3,185,186
I,15,186,187
R,11,187,188
R,96,188,189
C,42,189,190
V,79,190,191
C,93,191,192
C,25,192,193
C,89,193,194
I,22,194,195
R,46,195,196
I,44,196,197
V,11,197,198
V,20,198,199
C,33,199,200
V,14,200,201
I,7,201,202
C,25,202,203
I,99,203,204
I,43,204,205
C,89,205,206
R,86,206,207
C,61,207,208
I,63,208,209
R,25,209,210
R,95,210,211
C,5,211,212
V,40,212,213
V,60,213,214
R,100,214,215
C,4,215,216
I,53,216,217
I,34,217,218
V,31,218,219
C,7,219,220
C,37,220,221
I,7,221,222
V,56,222,223
C,58,223,224
R,73,224,225
V,57,225,226
R,20,226,227
V,25,227,228
I,96,228,229
C,64,229,230
R,86,230,231
I,3,231,232
I,89,232,233
R,87,233,234
V,100,234,235
R,87,235,236
I,61,236,237
V,51,237,238
V,34,238,239
C,76,239,240
I,97,240,241
V,85,241,242
R,61,242,243
R,27,243,244
C,24,244,245
