type,value,start_node,end_node
V,79,0,1
V,59,2,3
V,85,3,4
V,83,4,5
I,69,5,6
I,58,6,7
R,7,7,8
R,74,8,9
I,14,9,10
C,20,10,11
V,72,11,12
R,71,12,13
V,94,13,14
I,50,14,15
I,72,15,16
I,49,16,17
I,88,17,18
C,49,18,19
C,65,19,20
V,88,20,21
C,60,21,22
V,2,22,23
V,2,23,24
V,36,24,25
I,83,25,26
C,69,26,27
C,81,27,28
V,14,28,29
C,35,29,30
C,57,30,31
R,26,31,32
R,59,32,33
R,32,33,34
C,92,34,35
C,5,35,36
R,51,36,37
V,19,37,38
V,95,38,39
R,87,39,40
V,11,40,41
R,33,41,42
V,99,42,43
R,75,43,44
R,89,44,45
C,36,45,46
V,92,46,47
R,1,47,48
R,38,48,49
C,9,49,50
R,33,50,51
V,44,51,52
I,52,52,53
V,24,53,54
C,16,54,55
V,56,55,56
R,48,56,57
V,18,57,58
I,28,58,59
V,15,59,60
C,92,60,61
C,50,61,62
R,15,62,63
R,64,63,64
I,76,64,65
R,72,65,66
R,92,66,67
C,33,67,68
V,17,68,69
V,2,69,70
C,24,70,71
I,89,71,72
C,53,72,73
V,58,73,74
R,64,74,75
V,64,75,76
R,35,76,77
R,38,77,78
C,99,78,79
I,52,79,80
R,89,80,81
C,77,81,82
R,7,82,83
V,13,83,84
R,48,84,85
V,81,85,86
I,100,86,87
V,90,87,88
C,16,88,89
R,36,89,90
V,18,90,91
V,41,91,92
I,15,92,93
C,99,93,94
I,53,94,95
I,83,95,96
C,14,96,97
C,89,97,98
R,64,98,99
V,45,99,100
I,77,100,101
I,76,101,102
R,37,102,103
I,22,103,104
V,54,104,105
R,95,105,106
V,56,106,107
C,88,107,108
R,20,108,109
V,74,109,110
V,43,110,111
R,80,111,112
C,77,112,113
R,23,113,114
V,47,114,115
C,60,115,116
R,78,116,117
R,73,117,118
V,64,118,119
V,33,119,120
V,12,120,121
R,100,121,122
I,60,122,123
C,23,123,124
I,37,124,125
R,1,125,126
C,24,126,127
V,68,127,128
I,46,128,129
I,97,129,130
I,27,130,131
V,28,131,132
V,66,132,133
V,53,133,134
V,90,134,135
I,18,135,136
R,20,136,137
I,59,137,138
C,26,138,139
V,72,139,140
I,69,140,141
I,38,141,142
C,30,142,143
R,14,143,144
V,85,144,145
C,9,145,146
R,39,146,147
V,32,147,148
V,8,148,149
C,3,149,150
C,58,150,151
V,40,151,152
C,43,152,153
I,59,153,154
R,40,154,155
R,85,155,156
I,39,156,157
I,30,157,158
R,52,158,159
I,26,159,160
C,37,160,161
C,29,161,162
C,71,162,163
R,75,163,164
R,17,164,165
R,87,165,166
R,22,166,167
I,97,167,168
I,1,168,169
C,55,169,170
I,29,170,171
I,26,171,172
V,13,172,173
C,37,173,174
V,81,174,175
V,57,175,176
V,59,176,177
I,48,177,178
I,71,178,179
V,53,179,180
V,76,180,181
C,63,181,182
V,2,182,183
C,81,183,184
I,26,184,185
V,57,185,186
C,2,186,187
I,75,187,188
V,18,188,189
V,22,189,190
R,95,190,191
C,13,191,192
R,40,192,193
I,41,193,194
V,31,194,195
C,50,195,196
R,36,196,197
C,86,197,198
V,54,198,199
I,77,199,200
V,8,200,201
I,86,201,202
C,9,202,203
I,81,203,204
I,27,204,205
V,73,205,206
V,81,206,207
C,33,207,208
C,63,208,209
V,8,209,210
R,89,210,211
V,45,211,212
V,82,212,213
R,1,213,214
R,47,214,215
R,32,215,216
R,15,216,217
C,34,217,218
C,97,218,219
C,42,219,220
C,84,220,221
C,62,221,222
I,37,222,223
R,86,223,224
I,86,224,225
R,95,225,226
C,7,226,227
C,77,227,228
C,45,228,229
R,51,229,230
R,64,230,231
R,94,231,232
I,12,232,233
C,99,233,234
C,88,234,235
R,68,235,236
I,75,236,237
I,29,237,238
C,39,238,239
V,11,239,240
I,24,240,241
V,74,241,242
C,79,242,243
V,12,243,244
V,74,244,245
I,54,245,246
R,38,246,247
R,14,247,248
C,92,248,249
I,26,249,250
C,8,250,251
I,41,251,252
R,22,252,253
V,23,253,254
I,24,254,255
R,19,255,256
I,92,256,257
V,38,257,258
V,85,258,259
R,32,259,260
R,66,260,261
V,13,261,262
I,48,262,263
C,91,263,264
V,98,264,265
V,61,265,266
C,75,266,267
R,79,267,268
V,68,268,269
R,8,269,270
C,55,270,271
I,48,271,272
C,96,272,273
C,64,273,274
C,19,274,275
C,36,275,276
I,20,276,277
R,21,277,278
V,11,278,279
V,72,279,280
R,66,280,281
I,34,281,282
R,67,282,283
I,18,283,284
I,43,284,285
R,71,285,286
I,58,286,287
R,36,287,288
R,41,288,289
C,84,289,290
R,45,290,291
C,55,291,292
V,12,292,293
I,68,293,294
R,1,294,295
C,74,295,296
R,42,296,297
C,25,297,298
I,100,298,299
V,1,299,300
V,55,300,301
C,51,301,302
V,17,302,303
R,91,303,304
C,73,304,305
C,7,305,306
C,25,306,307
V,88,307,308
R,1,308,309
I,42,309,310
C,33,310,311
R,86,311,312
I,70,312,313
R,64,313,314
I,90,314,315
V,46,315,316
C,14,316,317
V,35,317,318
V,87,318,319
R,79,319,320
V,42,320,321
V,83,321,322
R,49,322,323
R,69,323,324
C,33,324,325
R,67,325,326
I,22,326,327
C,85,327,328
R,58,328,329
I,79,329,330
R,10,330,331
V,83,331,332
V,53,332,333
V,63,333,334
V,58,334,335
R,62,335,336
V,80,336,337
C,97,337,338
I,15,338,339
C,82,339,340
I,15,340,341
R,38,341,342
R,48,342,343
C,10,343,344
I,20,344,345
V,11,345,346
I,42,346,347
C,96,347,348
C,94,348,349
R,83,349,350
R,5,350,351
V,23,351,352
R,76,352,353
I,61,353,354
R,31,354,355
R,4,355,356
C,75,356,357
R,1,357,358
I,12,358,359
V,19,359,360
R,73,360,361
C,77,361,362
C,19,362,363
V,27,363,364
V,91,364,365
R,85,365,366
I,14,366,367
C,66,367,368
C,48,368,369
R,60,369,370
C,98,370,371
V,13,371,372
I,24,372,373
V,56,373,374
I,10,374,375
V,71,375,376
C,92,376,377
R,13,377,378
R,7,378,379
V,67,379,380
V,5,380,381
C,52,381,382
R,63,382,383
C,20,383,384
V,39,384,385
C,10,385,386
V,51,386,387
R,86,387,388
C,93,388,389
V,84,389,390
R,27,390,391
R,86,391,392
R,66,392,393
R,21,393,394
V,11,394,395
I,87,395,396
R,59,396,397
C,98,397,398
I,94,398,399
C,57,399,400
C,85,400,401
R,45,401,402
C,53,402,403
C,4,403,404
I,39,404,405
I,75,405,406
R,58,406,407
I,3,407,408
V,72,408,409
I,89,409,410
I,36,410,411
R,78,411,412
I,51,412,413
I,33,413,414
V,55,414,415
I,12,415,416
I,40,416,417
V,30,417,418
R,80,418,419
R,15,419,420
I,90,420,421
I,48,421,422
I,71,422,423
C,26,423,424
R,97,424,425
R,4,425,426
V,72,426,427
I,5,427,428
C,6,428,429
C,90,429,430
I,63,430,431
C,92,431,432
R,31,432,433
C,58,433,434
C,68,434,435
C,33,435,436
V,59,436,437
I,60,437,438
R,84,438,439
I,95,439,440
I,88,440,441
I,77,441,442
R,90,442,443
C,78,443,444
R,50,444,445
R,88,445,446
V,56,446,447
I,19,447,448
I,75,448,449
V,42,449,450
C,22,450,451
V,4,451,452
I,10,452,453
I,56,453,454
R,74,454,455
V,37,455,456
V,16,456,457
V,99,457,458
I,12,458,459
V,59,459,460
C,86,460,461
R,97,461,462
R,45,462,463
I,13,463,464
V,17,464,465
R,19,465,466
R,38,466,467
I,36,467,468
I,66,468,469
V,76,469,470
I,49,470,471
R,66,471,472
V,16,472,473
V,93,473,474
R,36,474,475
I,49,475,476
R,4,476,477
R,5,477,478
I,64,478,479
C,47,479,480
R,39,480,481
R,33,481,0
V,52,79,482
I,71,483,484
V,35,484,485
I,87,485,486
C,66,486,487
R,24,487,488
I,26,488,489
V,64,489,490
R,92,490,491
R,14,491,492
C,40,492,493
R,43,493,494
I,70,494,495
C,52,495,496
I,74,496,497
C,62,497,498
C,78,498,499
R,61,499,500
V,74,500,501
R,61,501,502
C,86,502,503
C,8,503,504
C,3,504,505
V,12,505,506
I,58,506,507
R,88,507,508
R,55,508,509
V,37,509,510
V,41,510,511
C,85,511,512
I,23,512,513
I,69,513,514
C,23,514,515
V,67,515,516
C,91,516,517
I,24,517,518
R,12,518,519
C,62,519,520
I,89,520,521
C,17,521,522
I,22,522,523
C,67,523,524
C,28,524,525
V,25,525,526
I,74,526,527
I,81,527,528
R,8,528,529
V,83,529,530
C,36,530,531
V,46,531,532
R,14,532,533
I,13,533,534
R,29,534,535
C,79,535,536
C,63,536,537
I,41,537,538
C,44,538,539
V,42,539,540
V,51,540,541
I,6,541,542
I,91,542,543
R,41,543,544
C,67,544,545
V,23,545,546
R,9,546,547
V,34,547,548
C,60,548,549
R,5,549,550
V,54,550,551
I,77,551,552
I,38,552,553
R,50,553,554
R,98,554,555
R,83,555,556
R,24,556,557
V,84,557,558
C,88,558,559
I,58,559,560
I,19,560,561
I,44,561,562
C,100,562,563
R,94,563,564
I,64,564,565
R,54,565,566
V,29,566,567
C,90,567,568
C,44,568,569
R,50,569,570
C,12,570,571
R,54,571,572
R,26,572,573
R,55,573,574
R,75,574,575
C,8,575,576
C,34,576,577
R,81,577,578
I,81,578,579
V,29,579,580
V,15,580,581
C,78,581,582
I,56,582,583
R,81,583,584
R,89,584,585
I,86,585,586
R,77,586,587
I,40,587,588
C,36,588,589
C,84,589,590
V,87,590,591
I,47,591,592
R,69,592,593
V,86,593,594
I,33,594,595
I,18,595,596
R,18,596,597
V,11,597,598
I,88,598,599
I,66,599,600
C,14,600,601
I,88,601,602
R,58,602,603
C,76,603,604
V,75,604,605
C,79,605,606
R,19,606,607
R,54,607,608
C,74,608,609
V,56,609,610
I,34,610,611
R,82,611,612
I,93,612,613
C,76,613,614
I,40,614,615
I,12,615,616
R,16,616,617
V,57,617,618
R,88,618,619
R,60,619,620
C,43,620,621
R,4,621,622
C,90,622,623
V,100,623,624
C,24,624,625
V,99,625,626
R,97,626,627
V,87,627,628
C,21,628,629
C,88,629,630
V,72,630,631
R,14,631,632
R,44,632,633
C,39,633,634
R,57,634,635
C,85,635,636
R,39,636,637
V,40,637,638
R,94,638,639
C,69,639,640
V,89,640,641
V,53,641,642
I,71,642,643
C,10,643,644
V,67,644,645
C,41,645,646
I,51,646,647
I,86,647,648
C,21,648,649
V,69,649,650
I,65,650,651
V,20,651,652
V,29,652,653
C,78,653,654
R,43,654,655
C,35,655,656
V,80,656,657
I,8,657,658
I,17,658,659
V,28,659,660
R,92,660,661
C,70,661,662
R,50,662,663
I,8,663,664
I,57,664,665
I,82,665,666
C,24,666,667
I,15,667,668
V,20,668,669
V,46,669,670
I,46,670,671
V,85,671,672
C,20,672,673
V,72,673,674
V,36,674,675
C,32,675,676
V,4,676,677
C,88,677,678
C,4,678,679
I,44,679,680
I,4,680,681
V,86,681,682
R,24,682,683
C,43,683,684
R,41,684,685
V,32,685,686
V,94,686,687
V,61,687,688
V,93,688,689
V,15,689,690
V,11,690,691
C,28,691,692
I,30,692,693
C,73,693,694
V,80,694,695
R,24,695,696
I,68,696,697
C,42,697,698
R,4,698,699
I,44,699,700
V,38,700,701
V,43,701,702
I,38,702,703
R,43,703,704
C,100,704,705
I,24,705,706
V,77,706,707
C,58,707,708
V,47,708,709
V,39,709,710
I,44,710,711
V,82,711,712
V,83,712,713
R,70,713,714
I,79,714,715
C,72,715,716
C,76,716,717
C,77,717,718
V,14,718,719
C,94,719,720
R,95,720,721
V,26,721,722
I,79,722,723
R,62,723,724
R,63,724,725
V,30,725,726
I,6,726,727
C,89,727,728
V,33,728,729
V,49,729,730
I,39,730,731
R,41,731,732
V,84,732,733
I,85,733,734
I,32,734,735
V,34,735,736
I,18,736,737
I,41,737,738
R,80,738,739
R,18,739,740
C,65,740,741
V,28,741,742
C,7,742,743
V,61,743,744
I,52,744,745
C,38,745,746
V,15,746,747
V,73,747,748
V,21,748,749
R,55,749,750
I,46,750,751
V,78,751,752
R,66,752,753
I,49,753,754
I,21,754,755
I,65,755,756
C,64,756,757
R,72,757,758
R,16,758,759
V,100,759,760
I,98,760,761
V,94,761,762
V,60,762,763
I,48,763,764
C,43,764,765
V,95,765,766
C,38,766,767
R,33,767,768
V,44,768,769
C,6,769,770
R,20,770,771
I,3,771,772
C,49,772,773
V,57,773,774
R,62,774,775
I,5,775,776
C,68,776,777
R,88,777,778
V,8,778,779
I,58,779,780
I,39,780,781
R,81,781,782
V,83,782,783
I,13,783,784
C,98,784,785
I,43,785,786
C,98,786,787
C,79,787,788
I,9,788,789
R,27,789,790
R,33,790,791
V,67,791,792
R,2,792,793
I,18,793,794
I,77,794,795
I,30,795,796
V,4,796,797
R,21,797,798
I,11,798,799
I,20,799,800
I,62,800,801
V,69,801,802
V,7,802,803
I,39,803,804
C,76,804,805
R,57,805,806
I,30,806,807
C,77,807,808
I,24,808,809
C,59,809,810
I,31,810,811
I,45,811,812
V,58,812,813
R,54,813,814
I,59,814,815
R,42,815,816
V,49,816,817
C,38,817,818
I,52,818,819
R,47,819,820
V,31,820,821
V,35,821,822
V,53,822,823
V,9,823,824
R,96,824,825
V,100,825,826
C,44,826,827
C,25,827,828
V,90,828,829
C,58,829,830
I,41,830,831
V,75,831,832
V,63,832,833
I,6,833,834
R,61,834,835
I,52,835,836
V,59,836,837
C,64,837,838
C,11,838,839
I,79,839,840
C,82,840,841
C,44,841,842
V,73,842,843
C,76,843,844
C,34,844,845
I,98,845,846
