type,value,start_node,end_node
R,26,0,1
R,23,2,3
I,98,3,4
V,2,4,5
V,56,5,6
C,21,6,7
I,21,7,8
V,47,8,0
V,8,2,9
R,29,10,11
I,72,11,12
V,47,12,13
I,31,13,14
R,81,14,15
C,80,15,8
I,99,1,3
C,21,4,9
I,63,9,14
C,57,2,13
C,88,14,9
C,83,2,4
V,3,0,7
I,22,11,7
V,61,13,4
V,48,5,9
R,71,8,15
I,75,7,0
R,82,6,10
C,71,7,15
R,98,12,3
V,93,10,3
R,84,3,15
C,62,6,2
V,54,13,0
V,62,12,4
R,100,6,15
V,88,10,9
I,65,11,7
V,22,15,0
I,4,15,0
R,56,14,2
V,62,14,12
I,74,7,2
C,76,7,14
C,58,11,1
R,84,8,2
V,86,3,10
C,15,8,14
R,22,2,15
R,16,14,1
C,21,8,1
R,59,2,11
V,96,13,5
I,7,6,7
V,6,7,9
V,39,13,7
R,62,15,10
R,76,5,2
V,76,13,6
R,46,13,7
C,50,13,3
R,35,6,8
I,42,14,9
R,79,8,15
R,74,5,14
V,24,6,12
I,5,7,9
V,27,10,2
I,99,1,3
V,72,13,12
R,38,7,12
C,45,10,1
R,33,9,3
R,65,10,12
R,60,10,15
R,16,5,1
V,33,12,7
V,38,4,10
C,16,4,14
C,30,3,14
C,26,5,15
V,82,1,8
C,74,6,15
I,20,6,7
V,80,15,12
R,43,0,6
C,13,13,9
C,87,3,10
V,60,3,0
R,88,9,2
R,63,3,7
I,25,3,5
C,26,10,14
R,22,10,11
V,9,0,8
V,4,14,2
C,91,13,7
I,18,2,3
C,29,6,2
V,37,2,4
R,92,7,13
V,28,9,15
I,24,9,3
C,64,11,14
V,11,2,4
I,68,7,13
C,58,12,1
R,12,6,14
R,71,14,12
C,12,8,11
I,59,10,0
I,41,3,9
I,70,0,10
V,43,3,12
V,15,11,14
R,54,15,11
R,89,13,0
V,35,4,3
R,30,14,10
I,76,15,12
V,44,10,9
C,9,0,7
I,85,1,2
V,81,11,4
I,97,11,9
