type,value,start_node,end_node
V,10,0,1
V,49,2,3
V,86,3,4
R,68,4,5
R,89,5,6
R,7,6,7
V,63,7,8
R,93,8,9
C,13,9,10
I,32,10,11
C,98,11,12
V,21,12,13
C,52,13,14
C,77,14,15
V,76,15,16
V,97,16,17
V,63,17,18
I,34,18,19
R,9,19,20
V,6,20,21
I,65,21,22
R,38,22,23
R,46,23,24
C,6,24,25
I,29,25,26
V,65,26,27
R,49,27,28
I,66,28,29
I,42,29,30
I,64,30,0
V,34,2,31
R,36,32,33
C,39,33,34
C,32,34,35
V,42,35,36
V,47,36,37
C,2,37,38
R,92,38,39
C,41,39,40
C,31,40,41
I,15,41,42
R,89,42,43
V,20,43,44
V,57,44,45
C,48,45,46
R,69,46,47
V,50,47,48
R,65,48,49
C,57,49,15
V,28,6,50
C,92,51,52
I,71,52,53
R,7,53,54
V,51,54,55
R,1,55,56
I,28,56,57
V,58,57,58
V,72,58,59
R,81,59,60
R,28,60,61
I,70,61,62
R,66,62,63
I,49,63,41
I,85,32,54
C,55,11,61
V,26,57,37
C,44,27,50
I,34,2,1
V,89,43,34
I,36,42,54
I,41,4,63
R,21,3,45
R,24,4,61
C,47,38,34
R,51,13,34
V,81,10,51
R,77,23,28
R,100,46,53
V,22,40,54
I,86,32,63
I,39,2,32
I,84,35,10
R,2,46,43
I,24,23,47
R,66,40,51
V,90,60,26
R,52,25,18
R,99,13,48
C,82,44,33
C,18,44,36
C,51,23,53
R,33,49,53
C,95,35,21
C,23,54,46
R,39,38,46
C,96,55,60
R,18,61,21
R,50,36,58
C,88,45,12
C,96,58,37
I,81,51,58
C,99,56,23
R,83,47,49
I,78,43,50
R,79,1,36
V,41,62,9
R,38,36,62
V,95,0,52
R,31,41,50
V,4,61,21
I,8,22,55
R,4,22,37
I,46,0,48
C,92,55,35
I,53,56,16
I,15,43,52
C,38,42,9
C,39,35,57
I,71,36,63
C,70,48,1
V,61,60,41
V,57,46,48
C,95,39,40
I,100,17,43
V,4,55,3
V,31,38,52
V,60,49,39
I,67,51,34
I,43,28,10
C,38,9,46
V,16,10,17
I,49,34,0
I,84,50,4
V,82,14,6
I,53,58,23
R,99,40,26
C,67,42,2
I,84,23,0
I,69,30,26
C,66,20,45
C,64,27,34
I,84,48,15
C,93,23,31
I,72,41,62
I,52,48,57
V,46,36,19
R,24,30,31
R,30,12,17
C,99,58,34
I,83,42,52
R,86,51,63
I,43,18,37
C,80,48,13
V,41,36,23
V,96,13,6
I,91,4,32
I,72,33,4
C,97,1,33
C,42,63,52
R,15,24,35
V,59,44,36
V,84,52,5
C,18,4,52
C,39,49,16
C,15,28,34
V,77,43,11
R,56,12,56
R,35,51,41
R,35,49,4
C,38,41,0
C,62,6,13
R,79,60,14
R,45,54,61
V,1,3,12
R,53,24,48
C,32,16,1
R,56,50,55
I,69,46,28
V,35,60,31
R,92,12,63
V,61,50,16
C,26,38,44
C,32,3,24
I,86,29,13
R,41,12,10
C,7,18,26
I,48,57,27
V,38,24,54
R,64,57,31
I,13,29,41
I,42,60,25
V,8,55,61
C,96,7,48
R,95,34,22
I,51,31,19
I,29,39,35
V,77,42,27
I,24,60,22
C,94,22,13
C,34,25,33
I,88,58,32
V,28,12,2
I,32,28,5
I,13,35,55
C,85,38,44
V,21,48,1
I,95,3,44
C,41,40,61
V,26,27,36
C,83,28,56
V,25,12,0
R,27,24,59
I,53,37,35
V,86,34,39
C,23,58,9
I,12,43,14
I,76,9,57
C,59,59,21
C,39,31,22
R,3,31,57
R,17,38,34
R,82,19,7
R,80,35,27
C,59,17,40
R,23,37,16
V,1,26,6
V,95,50,28
R,60,15,57
R,83,14,13
I,90,16,2
R,54,43,34
R,51,57,22
C,18,58,37
R,10,2,57
C,35,20,35
C,58,49,6
C,84,47,8
V,7,30,4
I,24,53,24
R,62,31,41
I,56,45,51
I,11,7,10
V,45,57,49
I,47,42,18
V,93,45,43
R,14,39,18
V,95,13,59
R,1,38,30
V,52,22,63
R,78,0,27
